TicksTime,BallPosX,BallPosY,BallSpeed,PosB,PosPC,ScoreB,ScorePC
,,,,,,,
148928,780,491,5,364,42,0,2
,,,,,,,
148939,775,496,5,364,42,0,2
,,,,,,,
148953,770,501,5,364,42,0,2
,,,,,,,
148967,765,506,5,364,42,0,2
,,,,,,,
148979,760,511,5,364,42,0,2
,,,,,,,
148992,755,516,5,364,42,0,2
,,,,,,,
149005,750,521,5,364,42,0,2
,,,,,,,
149017,745,526,5,364,42,0,2
,,,,,,,
149030,740,531,5,364,42,0,2
,,,,,,,
149044,735,536,5,364,42,0,2
,,,,,,,
149057,730,541,5,364,42,0,2
,,,,,,,
149071,725,546,5,364,42,0,2
,,,,,,,
149086,720,551,5,364,42,0,2
,,,,,,,
149100,715,556,5,364,42,0,2
,,,,,,,
149113,710,561,5,364,42,0,2
,,,,,,,
149127,705,566,5,364,42,0,2
,,,,,,,
149139,700,571,5,364,42,0,2
,,,,,,,
149152,695,576,5,364,42,0,2
,,,,,,,
149164,690,581,5,364,42,0,2
,,,,,,,
149179,685,586,5,364,42,0,2
,,,,,,,
149190,680,591,5,364,42,0,2
,,,,,,,
149204,675,596,5,364,42,0,2
,,,,,,,
149218,670,601,5,364,42,0,2
,,,,,,,
149235,665,606,5,364,42,0,2
,,,,,,,
149247,660,611,5,364,42,0,2
,,,,,,,
149260,655,616,5,364,42,0,2
,,,,,,,
149273,650,621,5,364,42,0,2
,,,,,,,
149287,645,626,5,364,42,0,2
,,,,,,,
149302,640,631,5,364,42,0,2
,,,,,,,
149314,635,636,5,364,42,0,2
,,,,,,,
149330,630,641,5,364,42,0,2
,,,,,,,
149343,625,646,5,364,42,0,2
,,,,,,,
149355,620,651,5,364,42,0,2
,,,,,,,
149370,615,656,5,364,42,0,2
,,,,,,,
149382,610,661,5,364,42,0,2
,,,,,,,
149395,605,666,5,364,42,0,2
,,,,,,,
149407,600,671,5,364,42,0,2
,,,,,,,
149422,595,676,5,364,42,0,2
,,,,,,,
149437,590,681,5,364,42,0,2
,,,,,,,
149449,585,686,5,364,42,0,2
,,,,,,,
149462,580,691,5,364,42,0,2
,,,,,,,
149474,575,696,5,364,42,0,2
,,,,,,,
149487,570,701,5,364,42,0,2
,,,,,,,
149499,565,706,5,364,42,0,2
,,,,,,,
149513,560,711,5,364,42,0,2
,,,,,,,
149529,555,716,5,364,42,0,2
,,,,,,,
149541,550,721,5,364,42,0,2
,,,,,,,
149554,545,726,5,364,42,0,2
,,,,,,,
149569,540,731,5,364,42,0,2
,,,,,,,
149580,535,736,5,364,42,0,2
,,,,,,,
149594,530,741,5,364,42,0,2
,,,,,,,
149606,525,746,5,364,42,0,2
,,,,,,,
149620,520,751,5,364,42,0,2
,,,,,,,
149635,515,756,5,364,42,0,2
,,,,,,,
149649,510,761,5,364,42,0,2
,,,,,,,
149664,505,756,5,364,42,0,2
,,,,,,,
149678,500,751,5,364,42,0,2
,,,,,,,
149692,495,746,5,364,42,0,2
,,,,,,,
149705,490,741,5,364,42,0,2
,,,,,,,
149719,485,736,5,364,42,0,2
,,,,,,,
149731,480,731,5,364,42,0,2
,,,,,,,
149745,475,726,5,364,42,0,2
,,,,,,,
149757,470,721,5,364,42,0,2
,,,,,,,
149769,465,716,5,364,42,0,2
,,,,,,,
149782,460,711,5,364,42,0,2
,,,,,,,
149794,455,706,5,364,42,0,2
,,,,,,,
149806,450,701,5,364,42,0,2
,,,,,,,
149821,445,696,5,364,42,0,2
,,,,,,,
149835,440,691,5,364,42,0,2
,,,,,,,
149848,435,686,5,364,42,0,2
,,,,,,,
149864,430,681,5,364,42,0,2
,,,,,,,
149878,425,676,5,364,42,0,2
,,,,,,,
149891,420,671,5,364,42,0,2
,,,,,,,
149905,415,666,5,364,42,0,2
,,,,,,,
149918,410,661,5,364,42,0,2
,,,,,,,
149931,405,656,5,364,42,0,2
,,,,,,,
149945,400,651,5,364,42,0,2
,,,,,,,
149959,395,646,5,364,42,0,2
,,,,,,,
149971,390,641,5,364,42,0,2
,,,,,,,
149985,385,636,5,364,42,0,2
,,,,,,,
149997,380,631,5,364,42,0,2
,,,,,,,
150012,375,626,5,364,42,0,2
,,,,,,,
150024,370,621,5,364,42,0,2
,,,,,,,
150036,365,616,5,364,42,0,2
,,,,,,,
150052,360,611,5,364,42,0,2
,,,,,,,
150064,355,606,5,364,42,0,2
,,,,,,,
150079,350,601,5,364,42,0,2
,,,,,,,
150089,345,596,5,364,42,0,2
,,,,,,,
150103,340,591,5,364,42,0,2
,,,,,,,
150115,335,586,5,364,42,0,2
,,,,,,,
150129,330,581,5,364,42,0,2
,,,,,,,
150142,325,576,5,364,42,0,2
,,,,,,,
150154,320,571,5,364,42,0,2
,,,,,,,
150169,315,566,5,364,42,0,2
,,,,,,,
150182,310,561,5,364,42,0,2
,,,,,,,
150196,305,556,5,364,42,0,2
,,,,,,,
150207,300,551,5,364,42,0,2
,,,,,,,
150221,295,546,5,364,42,0,2
,,,,,,,
150235,290,541,5,364,42,0,2
,,,,,,,
150248,285,536,5,364,42,0,2
,,,,,,,
150262,280,531,5,364,42,0,2
,,,,,,,
150274,275,526,5,364,42,0,2
,,,,,,,
150287,270,521,5,364,42,0,2
,,,,,,,
150299,265,516,5,364,42,0,2
,,,,,,,
150314,260,511,5,364,42,0,2
,,,,,,,
150330,255,506,5,364,42,0,2
,,,,,,,
150344,250,501,5,364,42,0,2
,,,,,,,
150356,245,496,5,364,42,0,2
,,,,,,,
150370,240,491,5,364,42,0,2
,,,,,,,
150384,235,486,5,364,42,0,2
,,,,,,,
150396,230,481,5,364,42,0,2
,,,,,,,
150411,225,476,5,364,42,0,2
,,,,,,,
150423,220,471,5,364,42,0,2
,,,,,,,
150436,215,466,5,364,42,0,2
,,,,,,,
150449,210,461,5,364,42,0,2
,,,,,,,
150464,205,456,5,364,42,0,2
,,,,,,,
150479,200,451,5,364,42,0,2
,,,,,,,
150491,195,446,5,364,42,0,2
,,,,,,,
150504,190,441,5,364,42,0,2
,,,,,,,
150515,185,436,5,364,42,0,2
,,,,,,,
150528,180,431,5,364,42,0,2
,,,,,,,
150541,175,426,5,364,42,0,2
,,,,,,,
150554,170,421,5,364,42,0,2
,,,,,,,
150569,165,416,5,364,42,0,2
,,,,,,,
150580,160,411,5,364,42,0,2
,,,,,,,
150593,155,406,5,364,42,0,2
,,,,,,,
150606,150,401,5,364,42,0,2
,,,,,,,
150618,145,396,5,364,42,0,2
,,,,,,,
150630,140,391,5,364,42,0,2
,,,,,,,
150644,135,386,5,364,42,0,2
,,,,,,,
150657,130,381,5,364,42,0,2
,,,,,,,
150670,125,376,5,364,42,0,2
,,,,,,,
150683,120,371,5,364,42,0,2
,,,,,,,
150697,115,366,5,364,42,0,2
,,,,,,,
150711,110,361,5,364,42,0,2
,,,,,,,
150724,105,356,5,364,42,0,2
,,,,,,,
150739,100,351,5,364,42,0,2
,,,,,,,
150752,95,346,5,357,42,0,2
,,,,,,,
150764,90,341,5,350,42,0,2
,,,,,,,
150778,85,336,5,343,42,0,2
,,,,,,,
150790,80,331,5,336,42,0,2
,,,,,,,
150804,75,326,5,329,42,0,2
,,,,,,,
150839,60,311,5,322,42,0,2
,,,,,,,
150863,50,301,5,315,42,0,2
,,,,,,,
150876,45,296,5,308,42,0,2
,,,,,,,
150889,40,291,5,301,42,0,2
,,,,,,,
150914,30,281,5,294,42,0,2
,,,,,,,
150931,25,276,5,287,42,0,2
,,,,,,,
150956,15,266,5,280,42,0,2
,,,,,,,
150970,10,261,5,273,42,0,2
,,,,,,,
150983,5,256,5,266,42,0,2
,,,,,,,
150997,0,251,5,259,42,0,2
,,,,,,,
151012,-5,246,5,252,42,0,2
,,,,,,,
151022,-10,241,5,245,42,0,2
,,,,,,,
151541,679,380,4,238,42,0,3
,,,,,,,
151553,675,376,4,238,42,0,3
,,,,,,,
151566,671,372,4,238,42,0,3
,,,,,,,
151579,667,368,4,238,42,0,3
,,,,,,,
151590,663,364,4,238,42,0,3
,,,,,,,
151604,659,360,4,238,42,0,3
,,,,,,,
151618,655,356,4,238,42,0,3
,,,,,,,
151631,651,352,4,238,42,0,3
,,,,,,,
151647,647,348,4,238,42,0,3
,,,,,,,
151658,643,344,4,238,42,0,3
,,,,,,,
151670,639,340,4,238,42,0,3
,,,,,,,
151681,635,336,4,238,42,0,3
,,,,,,,
151695,631,332,4,238,42,0,3
,,,,,,,
151709,627,328,4,238,42,0,3
,,,,,,,
151722,623,324,4,238,42,0,3
,,,,,,,
151737,619,320,4,238,42,0,3
,,,,,,,
151751,615,316,4,238,42,0,3
,,,,,,,
151765,611,312,4,238,42,0,3
,,,,,,,
151778,607,308,4,238,42,0,3
,,,,,,,
151790,603,304,4,238,42,0,3
,,,,,,,
151804,599,300,4,238,42,0,3
,,,,,,,
151818,595,296,4,238,42,0,3
,,,,,,,
151831,591,292,4,238,42,0,3
,,,,,,,
151846,587,288,4,238,42,0,3
,,,,,,,
151858,583,284,4,238,42,0,3
,,,,,,,
151871,579,280,4,238,42,0,3
,,,,,,,
151885,575,276,4,238,42,0,3
,,,,,,,
151897,571,272,4,238,42,0,3
,,,,,,,
151911,567,268,4,238,42,0,3
,,,,,,,
151923,563,264,4,238,42,0,3
,,,,,,,
151938,559,260,4,238,42,0,3
,,,,,,,
151951,555,256,4,238,42,0,3
,,,,,,,
151966,551,252,4,238,42,0,3
,,,,,,,
151980,547,248,4,238,42,0,3
,,,,,,,
151996,543,244,4,238,42,0,3
,,,,,,,
152012,539,240,4,238,42,0,3
,,,,,,,
152025,535,236,4,238,42,0,3
,,,,,,,
152039,531,232,4,238,42,0,3
,,,,,,,
152053,527,228,4,238,42,0,3
,,,,,,,
152066,523,224,4,238,42,0,3
,,,,,,,
152079,519,220,4,238,42,0,3
,,,,,,,
152094,515,216,4,238,42,0,3
,,,,,,,
152106,511,212,4,238,42,0,3
,,,,,,,
152122,507,208,4,238,42,0,3
,,,,,,,
152136,503,204,4,238,42,0,3
,,,,,,,
152151,499,200,4,238,42,0,3
,,,,,,,
152164,495,196,4,238,42,0,3
,,,,,,,
152177,491,192,4,238,42,0,3
,,,,,,,
152189,487,188,4,238,42,0,3
,,,,,,,
152206,483,184,4,238,42,0,3
,,,,,,,
152220,479,180,4,238,42,0,3
,,,,,,,
152235,475,176,4,238,42,0,3
,,,,,,,
152249,471,172,4,238,42,0,3
,,,,,,,
152264,467,168,4,238,42,0,3
,,,,,,,
152279,463,164,4,238,42,0,3
,,,,,,,
152293,459,160,4,238,42,0,3
,,,,,,,
152307,455,156,4,238,42,0,3
,,,,,,,
152320,451,152,4,238,42,0,3
,,,,,,,
152332,447,148,4,238,42,0,3
,,,,,,,
152346,443,144,4,238,42,0,3
,,,,,,,
152358,439,140,4,231,42,0,3
,,,,,,,
152371,435,136,4,224,42,0,3
,,,,,,,
152385,431,132,4,217,42,0,3
,,,,,,,
152396,427,128,4,210,42,0,3
,,,,,,,
152410,423,124,4,203,42,0,3
,,,,,,,
152422,419,120,4,196,42,0,3
,,,,,,,
152436,415,116,4,189,42,0,3
,,,,,,,
152450,411,112,4,182,42,0,3
,,,,,,,
152463,407,108,4,175,42,0,3
,,,,,,,
152478,403,104,4,168,42,0,3
,,,,,,,
152490,399,100,4,161,42,0,3
,,,,,,,
152503,395,96,4,154,42,0,3
,,,,,,,
152516,391,92,4,147,42,0,3
,,,,,,,
152530,387,88,4,140,42,0,3
,,,,,,,
152544,383,84,4,133,42,0,3
,,,,,,,
152558,379,80,4,126,42,0,3
,,,,,,,
152571,375,76,4,119,42,0,3
,,,,,,,
152584,371,72,4,112,42,0,3
,,,,,,,
152596,367,68,4,105,42,0,3
,,,,,,,
152611,363,64,4,98,42,0,3
,,,,,,,
152623,359,60,4,91,42,0,3
,,,,,,,
152637,355,56,4,84,42,0,3
,,,,,,,
152652,351,52,4,77,42,0,3
,,,,,,,
152666,347,48,4,70,42,0,3
,,,,,,,
152680,343,44,4,63,42,0,3
,,,,,,,
152695,339,40,4,56,42,0,3
,,,,,,,
152706,335,36,4,49,42,0,3
,,,,,,,
152719,331,32,4,42,42,0,3
,,,,,,,
152734,327,28,4,35,42,0,3
,,,,,,,
152749,323,24,4,28,42,0,3
,,,,,,,
152765,319,20,4,28,42,0,3
,,,,,,,
152780,315,16,4,28,42,0,3
,,,,,,,
152797,311,12,4,28,42,0,3
,,,,,,,
152812,307,8,4,28,42,0,3
,,,,,,,
152826,303,12,4,28,42,0,3
,,,,,,,
152838,299,16,4,28,42,0,3
,,,,,,,
152854,295,20,4,28,42,0,3
,,,,,,,
152868,291,24,4,28,42,0,3
,,,,,,,
152882,287,28,4,28,42,0,3
,,,,,,,
152896,283,32,4,28,42,0,3
,,,,,,,
152907,279,36,4,28,42,0,3
,,,,,,,
152921,275,40,4,28,42,0,3
,,,,,,,
152935,271,44,4,28,42,0,3
,,,,,,,
152948,267,48,4,28,42,0,3
,,,,,,,
152964,263,52,4,28,42,0,3
,,,,,,,
152978,259,56,4,28,42,0,3
,,,,,,,
152990,255,60,4,28,42,0,3
,,,,,,,
153003,251,64,4,28,42,0,3
,,,,,,,
153015,247,68,4,28,42,0,3
,,,,,,,
153028,243,72,4,28,42,0,3
,,,,,,,
153041,239,76,4,28,42,0,3
,,,,,,,
153055,235,80,4,28,42,0,3
,,,,,,,
153069,231,84,4,28,42,0,3
,,,,,,,
153082,227,88,4,28,42,0,3
,,,,,,,
153095,223,92,4,28,42,0,3
,,,,,,,
153108,219,96,4,28,42,0,3
,,,,,,,
153122,215,100,4,28,42,0,3
,,,,,,,
153135,211,104,4,35,42,0,3
,,,,,,,
153148,207,108,4,42,42,0,3
,,,,,,,
153162,203,112,4,49,42,0,3
,,,,,,,
153176,199,116,4,56,42,0,3
,,,,,,,
153188,195,120,4,63,42,0,3
,,,,,,,
153202,191,124,4,70,42,0,3
,,,,,,,
153214,187,128,4,77,42,0,3
,,,,,,,
153229,183,132,4,84,42,0,3
,,,,,,,
153241,179,136,4,91,42,0,3
,,,,,,,
153254,175,140,4,98,42,0,3
,,,,,,,
153265,171,144,4,105,42,0,3
,,,,,,,
153278,167,148,4,112,42,0,3
,,,,,,,
153290,163,152,4,119,42,0,3
,,,,,,,
153304,159,156,4,126,42,0,3
,,,,,,,
153318,155,160,4,133,42,0,3
,,,,,,,
153330,151,164,4,140,42,0,3
,,,,,,,
153347,147,168,4,147,42,0,3
,,,,,,,
153362,143,172,4,154,42,0,3
,,,,,,,
153374,139,176,4,161,42,0,3
,,,,,,,
153387,135,180,4,168,42,0,3
,,,,,,,
153401,131,184,4,175,42,0,3
,,,,,,,
153414,127,188,4,182,42,0,3
,,,,,,,
153428,123,192,4,189,42,0,3
,,,,,,,
153442,119,196,4,196,42,0,3
,,,,,,,
153455,115,200,4,203,42,0,3
,,,,,,,
153469,111,204,4,210,42,0,3
,,,,,,,
153482,107,208,4,217,42,0,3
,,,,,,,
153495,103,212,4,224,42,0,3
,,,,,,,
153509,99,216,4,231,42,0,3
,,,,,,,
153523,95,220,4,238,42,0,3
,,,,,,,
153538,91,224,4,245,42,0,3
,,,,,,,
153553,87,228,4,252,42,0,3
,,,,,,,
153568,83,232,4,259,42,0,3
,,,,,,,
153585,79,236,4,266,42,0,3
,,,,,,,
153599,75,240,4,273,42,0,3
,,,,,,,
153616,71,244,4,280,42,0,3
,,,,,,,
153631,67,248,4,280,42,0,3
,,,,,,,
153646,63,252,4,280,42,0,3
,,,,,,,
153661,59,256,4,280,42,0,3
,,,,,,,
153674,55,260,4,280,42,0,3
,,,,,,,
153688,51,264,4,280,42,0,3
,,,,,,,
153703,47,268,4,280,42,0,3
,,,,,,,
153716,43,272,4,280,42,0,3
,,,,,,,
153729,39,276,4,280,42,0,3
,,,,,,,
153745,35,272,4,280,42,0,3
,,,,,,,
153758,31,276,4,280,42,0,3
,,,,,,,
153771,27,272,4,280,42,0,3
,,,,,,,
153785,23,276,4,280,42,0,3
,,,,,,,
153799,19,272,4,280,42,0,3
,,,,,,,
153812,15,268,4,280,42,0,3
,,,,,,,
153824,11,264,4,280,42,0,3
,,,,,,,
153836,7,260,4,280,42,0,3
,,,,,,,
153849,3,256,4,280,42,0,3
,,,,,,,
153862,-1,252,4,280,42,0,3
,,,,,,,
153876,-5,248,4,280,42,0,3
,,,,,,,
153888,-9,244,4,280,42,0,3
,,,,,,,
154407,687,380,4,280,42,0,4
,,,,,,,
154419,691,376,4,280,42,0,4
,,,,,,,
154432,695,372,4,280,36,0,4
,,,,,,,
154445,699,368,4,280,30,0,4
,,,,,,,
154461,703,364,4,280,30,0,4
,,,,,,,
154474,707,360,4,280,30,0,4
,,,,,,,
154487,711,356,4,280,30,0,4
,,,,,,,
154502,715,352,4,280,30,0,4
,,,,,,,
154518,719,348,4,280,30,0,4
,,,,,,,
154531,723,344,4,280,30,0,4
,,,,,,,
154545,727,340,4,280,30,0,4
,,,,,,,
154557,731,336,4,280,30,0,4
,,,,,,,
154571,735,332,4,280,30,0,4
,,,,,,,
154585,739,328,4,280,30,0,4
,,,,,,,
154597,743,324,4,280,30,0,4
,,,,,,,
154613,747,320,4,280,30,0,4
,,,,,,,
154629,751,316,4,280,30,0,4
,,,,,,,
154645,755,312,4,280,30,0,4
,,,,,,,
154658,759,308,4,273,30,0,4
,,,,,,,
154673,763,304,4,266,30,0,4
,,,,,,,
154687,767,300,4,259,30,0,4
,,,,,,,
154702,771,296,4,252,30,0,4
,,,,,,,
154717,775,292,4,245,30,0,4
,,,,,,,
154732,779,288,4,238,30,0,4
,,,,,,,
154746,783,284,4,231,30,0,4
,,,,,,,
154761,787,280,4,224,30,0,4
,,,,,,,
154775,791,276,4,217,30,0,4
,,,,,,,
154788,795,272,4,210,30,0,4
,,,,,,,
154803,799,268,4,203,30,0,4
,,,,,,,
154817,803,264,4,196,30,0,4
,,,,,,,
154832,807,260,4,189,30,0,4
,,,,,,,
154847,811,256,4,182,30,0,4
,,,,,,,
154862,815,252,4,175,30,0,4
,,,,,,,
154877,819,248,4,168,30,0,4
,,,,,,,
154889,823,244,4,161,30,0,4
,,,,,,,
154903,827,240,4,154,30,0,4
,,,,,,,
154917,831,236,4,147,30,0,4
,,,,,,,
154929,835,232,4,140,30,0,4
,,,,,,,
154944,839,228,4,133,30,0,4
,,,,,,,
154956,843,224,4,126,30,0,4
,,,,,,,
154970,847,220,4,119,30,0,4
,,,,,,,
154985,851,216,4,119,24,0,4
,,,,,,,
154998,855,212,4,119,24,0,4
,,,,,,,
155012,859,208,4,119,24,0,4
,,,,,,,
155028,863,204,4,119,24,0,4
,,,,,,,
155041,867,200,4,119,24,0,4
,,,,,,,
155057,871,196,4,119,24,0,4
,,,,,,,
155073,875,192,4,119,24,0,4
,,,,,,,
155090,879,188,4,119,24,0,4
,,,,,,,
155105,883,184,4,119,24,0,4
,,,,,,,
155121,887,180,4,119,24,0,4
,,,,,,,
155137,891,176,4,119,24,0,4
,,,,,,,
155154,895,172,4,119,24,0,4
,,,,,,,
155168,899,168,4,119,24,0,4
,,,,,,,
155180,903,164,4,119,24,0,4
,,,,,,,
155196,907,160,4,119,24,0,4
,,,,,,,
155211,911,156,4,119,24,0,4
,,,,,,,
155223,915,152,4,119,24,0,4
,,,,,,,
155238,919,148,4,119,24,0,4
,,,,,,,
155253,923,144,4,119,24,0,4
,,,,,,,
155268,927,140,4,119,24,0,4
,,,,,,,
155282,931,136,4,119,24,0,4
,,,,,,,
155296,935,132,4,119,24,0,4
,,,,,,,
155311,939,128,4,119,24,0,4
,,,,,,,
155323,943,124,4,119,24,0,4
,,,,,,,
155337,947,120,4,119,24,0,4
,,,,,,,
155349,951,116,4,119,30,0,4
,,,,,,,
155363,955,112,4,119,30,0,4
,,,,,,,
155379,959,108,4,119,30,0,4
,,,,,,,
155392,963,104,4,119,30,0,4
,,,,,,,
155405,967,100,4,119,30,0,4
,,,,,,,
155418,971,96,4,119,30,0,4
,,,,,,,
155431,975,92,4,119,30,0,4
,,,,,,,
155444,979,88,4,119,30,0,4
,,,,,,,
155458,983,84,4,119,36,0,4
,,,,,,,
155472,987,80,4,119,36,0,4
,,,,,,,
155487,991,76,4,119,36,0,4
,,,,,,,
155501,995,72,4,119,30,0,4
,,,,,,,
155514,999,68,4,119,24,0,4
,,,,,,,
155528,1003,64,4,119,30,0,4
,,,,,,,
155540,1007,60,4,119,30,0,4
,,,,,,,
155555,1011,56,4,119,36,0,4
,,,,,,,
155570,1015,52,4,119,42,0,4
,,,,,,,
155585,1019,48,4,119,42,0,4
,,,,,,,
155598,1023,44,4,119,48,0,4
,,,,,,,
155612,1027,40,4,119,48,0,4
,,,,,,,
155626,1031,36,4,119,48,0,4
,,,,,,,
155638,1035,32,4,119,48,0,4
,,,,,,,
155651,1039,28,4,119,48,0,4
,,,,,,,
155665,1043,24,4,119,48,0,4
,,,,,,,
155680,1047,20,4,119,48,0,4
,,,,,,,
155694,1051,16,4,119,48,0,4
,,,,,,,
155707,1055,12,4,119,48,0,4
,,,,,,,
155721,1059,8,4,119,42,0,4
,,,,,,,
155735,1063,12,4,119,42,0,4
,,,,,,,
155748,1067,16,4,119,48,0,4
,,,,,,,
155762,1071,20,4,119,54,0,4
,,,,,,,
155777,1075,24,4,119,54,0,4
,,,,,,,
155789,1079,28,4,119,60,0,4
,,,,,,,
155803,1083,32,4,119,60,0,4
,,,,,,,
155816,1087,36,4,119,60,0,4
,,,,,,,
155830,1091,40,4,119,60,0,4
,,,,,,,
155846,1095,44,4,119,60,0,4
,,,,,,,
155859,1099,48,4,119,60,0,4
,,,,,,,
155873,1103,52,4,119,60,0,4
,,,,,,,
155889,1107,56,4,119,66,0,4
,,,,,,,
155904,1111,60,4,119,66,0,4
,,,,,,,
155919,1115,64,4,119,66,0,4
,,,,,,,
155932,1119,68,4,119,72,0,4
,,,,,,,
155945,1123,72,4,119,72,0,4
,,,,,,,
155957,1127,76,4,119,78,0,4
,,,,,,,
155971,1131,80,4,119,78,0,4
,,,,,,,
155986,1135,84,4,119,78,0,4
,,,,,,,
156001,1139,88,4,119,78,0,4
,,,,,,,
156015,1143,92,4,119,78,0,4
,,,,,,,
156028,1147,96,4,119,84,0,4
,,,,,,,
156045,1151,100,4,119,84,0,4
,,,,,,,
156058,1155,104,4,119,84,0,4
,,,,,,,
156071,1159,108,4,119,84,0,4
,,,,,,,
156085,1163,112,4,119,84,0,4
,,,,,,,
156098,1167,116,4,119,84,0,4
,,,,,,,
156112,1171,120,4,119,90,0,4
,,,,,,,
156126,1175,124,4,119,90,0,4
,,,,,,,
156139,1179,128,4,119,90,0,4
,,,,,,,
156153,1183,132,4,119,90,0,4
,,,,,,,
156167,1187,136,4,119,90,0,4
,,,,,,,
156182,1191,140,4,119,90,0,4
,,,,,,,
156195,1195,144,4,119,90,0,4
,,,,,,,
156208,1199,148,4,119,90,0,4
,,,,,,,
156222,1203,152,4,119,90,0,4
,,,,,,,
156235,1207,156,4,119,96,0,4
,,,,,,,
156250,1211,160,4,119,96,0,4
,,,,,,,
156264,1215,164,4,119,102,0,4
,,,,,,,
156278,1219,168,4,119,102,0,4
,,,,,,,
156290,1223,172,4,119,102,0,4
,,,,,,,
156302,1227,176,4,119,102,0,4
,,,,,,,
156315,1231,180,4,119,102,0,4
,,,,,,,
156328,1235,184,4,119,102,0,4
,,,,,,,
156342,1239,188,4,119,102,0,4
,,,,,,,
156354,1243,192,4,119,102,0,4
,,,,,,,
156368,1247,196,4,119,102,0,4
,,,,,,,
156382,1251,200,4,119,102,0,4
,,,,,,,
156396,1255,204,4,119,108,0,4
,,,,,,,
156408,1259,208,4,119,108,0,4
,,,,,,,
156422,1263,212,4,119,108,0,4
,,,,,,,
156437,1267,216,4,119,108,0,4
,,,,,,,
156451,1271,220,4,119,114,0,4
,,,,,,,
156465,1275,224,4,119,114,0,4
,,,,,,,
156480,1279,228,4,119,114,0,4
,,,,,,,
156496,1283,232,4,119,114,0,4
,,,,,,,
156508,1287,236,4,119,120,0,4
,,,,,,,
156521,1291,240,4,119,120,0,4
,,,,,,,
156535,1295,244,4,119,120,0,4
,,,,,,,
156546,1299,248,4,119,120,0,4
,,,,,,,
156559,1295,252,4,119,120,0,4
,,,,,,,
156572,1291,256,4,119,120,0,4
,,,,,,,
156586,1287,260,4,119,120,0,4
,,,,,,,
156599,1283,264,4,119,120,0,4
,,,,,,,
156613,1279,268,4,119,120,0,4
,,,,,,,
156627,1275,272,4,119,120,0,4
,,,,,,,
156639,1271,276,4,119,120,0,4
,,,,,,,
156652,1267,280,4,119,120,0,4
,,,,,,,
156667,1263,284,4,119,120,0,4
,,,,,,,
156680,1259,288,4,119,120,0,4
,,,,,,,
156695,1255,292,4,119,120,0,4
,,,,,,,
156706,1251,296,4,119,120,0,4
,,,,,,,
156720,1247,300,4,119,120,0,4
,,,,,,,
156735,1243,304,4,119,120,0,4
,,,,,,,
156747,1239,308,4,119,120,0,4
,,,,,,,
156762,1235,312,4,119,120,0,4
,,,,,,,
156778,1231,316,4,119,120,0,4
,,,,,,,
156794,1227,320,4,119,120,0,4
,,,,,,,
156805,1223,324,4,119,120,0,4
,,,,,,,
156821,1219,328,4,119,120,0,4
,,,,,,,
156837,1215,332,4,119,120,0,4
,,,,,,,
156851,1211,336,4,119,120,0,4
,,,,,,,
156864,1207,340,4,119,120,0,4
,,,,,,,
156880,1203,344,4,119,120,0,4
,,,,,,,
156895,1199,348,4,119,120,0,4
,,,,,,,
156910,1195,352,4,119,120,0,4
,,,,,,,
156924,1191,356,4,119,120,0,4
,,,,,,,
156938,1187,360,4,119,120,0,4
,,,,,,,
156953,1183,364,4,119,120,0,4
,,,,,,,
156966,1179,368,4,119,120,0,4
,,,,,,,
156982,1175,372,4,119,120,0,4
,,,,,,,
156997,1171,376,4,119,120,0,4
,,,,,,,
157012,1167,380,4,119,120,0,4
,,,,,,,
157028,1163,384,4,119,120,0,4
,,,,,,,
157044,1159,388,4,119,120,0,4
,,,,,,,
157057,1155,392,4,119,120,0,4
,,,,,,,
157072,1151,396,4,119,120,0,4
,,,,,,,
157086,1147,400,4,119,120,0,4
,,,,,,,
157101,1143,404,4,119,120,0,4
,,,,,,,
157114,1139,408,4,119,120,0,4
,,,,,,,
157129,1135,412,4,119,120,0,4
,,,,,,,
157143,1131,416,4,119,120,0,4
,,,,,,,
157155,1127,420,4,119,120,0,4
,,,,,,,
157167,1123,424,4,119,120,0,4
,,,,,,,
157179,1119,428,4,119,120,0,4
,,,,,,,
157194,1115,432,4,119,120,0,4
,,,,,,,
157205,1111,436,4,119,120,0,4
,,,,,,,
157219,1107,440,4,119,120,0,4
,,,,,,,
157235,1103,444,4,119,120,0,4
,,,,,,,
157249,1099,448,4,119,120,0,4
,,,,,,,
157264,1095,452,4,119,120,0,4
,,,,,,,
157278,1091,456,4,119,120,0,4
,,,,,,,
157292,1087,460,4,119,120,0,4
,,,,,,,
157305,1083,464,4,119,120,0,4
,,,,,,,
157320,1079,468,4,119,120,0,4
,,,,,,,
157334,1075,472,4,119,120,0,4
,,,,,,,
157347,1071,476,4,119,120,0,4
,,,,,,,
157363,1067,480,4,119,120,0,4
,,,,,,,
157378,1063,484,4,119,120,0,4
,,,,,,,
157391,1059,488,4,119,120,0,4
,,,,,,,
157405,1055,492,4,119,120,0,4
,,,,,,,
157419,1051,496,4,119,120,0,4
,,,,,,,
157434,1047,500,4,119,120,0,4
,,,,,,,
157449,1043,504,4,119,120,0,4
,,,,,,,
157463,1039,508,4,119,120,0,4
,,,,,,,
157477,1035,512,4,119,120,0,4
,,,,,,,
157489,1031,516,4,119,120,0,4
,,,,,,,
157502,1027,520,4,119,120,0,4
,,,,,,,
157517,1023,524,4,119,120,0,4
,,,,,,,
157531,1019,528,4,119,120,0,4
,,,,,,,
157545,1015,532,4,119,120,0,4
