TicksTime,BallPosX,BallPosY,BallSpeed,PosE,PosPC,ScoreE,ScorePC
21029,684,388,4,384,390,0,0
21043,688,392,4,384,396,0,0
21058,692,396,4,384,402,0,0
21072,696,400,4,384,408,0,0
21087,700,404,4,384,414,0,0
21100,704,408,4,384,420,0,0
21117,708,412,4,384,426,0,0
21131,712,416,4,384,432,0,0
21146,716,420,4,384,438,0,0
21159,720,424,4,384,444,0,0
21173,724,428,4,384,450,0,0
21188,728,432,4,384,456,0,0
21204,732,436,4,384,462,0,0
21217,736,440,4,384,468,0,0
21232,740,444,4,384,474,0,0
21246,744,448,4,384,480,0,0
21261,748,452,4,384,486,0,0
21274,752,456,4,384,492,0,0
21291,756,460,4,384,498,0,0
21307,760,464,4,384,504,0,0
21322,764,468,4,384,510,0,0
21337,768,472,4,384,516,0,0
21349,772,476,4,384,522,0,0
21364,776,480,4,384,528,0,0
21380,780,484,4,384,534,0,0
21392,784,488,4,384,540,0,0
21407,788,492,4,384,540,0,0
21421,792,496,4,384,540,0,0
21437,796,500,4,384,540,0,0
21456,800,504,4,384,540,0,0
21471,804,508,4,384,540,0,0
21487,808,512,4,384,546,0,0
21502,812,516,4,384,546,0,0
21515,816,520,4,384,546,0,0
21530,820,524,4,384,546,0,0
21543,824,528,4,384,546,0,0
21557,828,532,4,384,546,0,0
21571,832,536,4,384,546,0,0
21588,836,540,4,384,546,0,0
21602,840,544,4,384,546,0,0
21616,844,548,4,384,546,0,0
21631,848,552,4,384,546,0,0
21645,852,556,4,384,546,0,0
21659,856,560,4,384,546,0,0
21673,860,564,4,384,546,0,0
21687,864,568,4,384,546,0,0
21700,868,572,4,384,546,0,0
21716,872,576,4,384,546,0,0
21730,876,580,4,384,552,0,0
21744,880,584,4,384,552,0,0
21758,884,588,4,384,552,0,0
21772,888,592,4,384,552,0,0
21786,892,596,4,384,552,0,0
21800,896,600,4,384,552,0,0
21814,900,604,4,384,552,0,0
21828,904,608,4,384,552,0,0
21842,908,612,4,384,552,0,0
21856,912,616,4,384,552,0,0
21872,916,620,4,384,552,0,0
21888,920,624,4,384,552,0,0
21901,924,628,4,384,552,0,0
21915,928,632,4,384,552,0,0
21929,932,636,4,384,552,0,0
21944,936,640,4,384,552,0,0
21958,940,644,4,384,552,0,0
21971,944,648,4,384,552,0,0
21984,948,652,4,384,552,0,0
21999,952,656,4,384,552,0,0
22014,956,660,4,384,552,0,0
22027,960,664,4,384,552,0,0
22040,964,668,4,384,552,0,0
22054,968,672,4,384,552,0,0
22067,972,676,4,384,552,0,0
22083,976,680,4,384,552,0,0
22097,980,684,4,384,552,0,0
22111,984,688,4,384,552,0,0
22124,988,692,4,384,552,0,0
22138,992,696,4,384,552,0,0
22151,996,700,4,384,558,0,0
22166,1000,704,4,384,558,0,0
22181,1004,708,4,384,558,0,0
22195,1008,712,4,377,558,0,0
22208,1012,716,4,370,558,0,0
22222,1016,720,4,363,558,0,0
22236,1020,724,4,356,558,0,0
22250,1024,728,4,349,558,0,0
22265,1028,732,4,342,558,0,0
22280,1032,736,4,342,558,0,0
22293,1036,740,4,342,558,0,0
22307,1040,744,4,342,558,0,0
22322,1044,748,4,342,564,0,0
22334,1048,752,4,342,564,0,0
22349,1052,756,4,342,564,0,0
22364,1056,760,4,342,564,0,0
22380,1060,756,4,342,564,0,0
22393,1064,752,4,342,564,0,0
22407,1068,748,4,342,564,0,0
22422,1072,744,4,342,564,0,0
22435,1076,740,4,342,564,0,0
22455,1080,736,4,349,564,0,0
22470,1084,732,4,356,564,0,0
22485,1088,728,4,363,564,0,0
22500,1092,724,4,370,564,0,0
22515,1096,720,4,377,564,0,0
22530,1100,716,4,384,564,0,0
22543,1104,712,4,391,564,0,0
22558,1108,708,4,398,564,0,0
22572,1112,704,4,405,564,0,0
22587,1116,700,4,412,564,0,0
22603,1120,696,4,419,564,0,0
22617,1124,692,4,426,564,0,0
22631,1128,688,4,433,564,0,0
22647,1132,684,4,440,564,0,0
22659,1136,680,4,447,564,0,0
22673,1140,676,4,454,564,0,0
22689,1144,672,4,461,564,0,0
22703,1148,668,4,468,564,0,0
22717,1152,664,4,475,558,0,0
22732,1156,660,4,482,558,0,0
22747,1160,656,4,489,558,0,0
22762,1164,652,4,496,558,0,0
22776,1168,648,4,496,558,0,0
22791,1172,644,4,496,552,0,0
22807,1176,640,4,496,552,0,0
22823,1180,636,4,496,552,0,0
22838,1184,632,4,496,552,0,0
22855,1188,628,4,496,552,0,0
22870,1192,624,4,496,552,0,0
22885,1196,620,4,496,546,0,0
22900,1200,616,4,496,546,0,0
22915,1204,612,4,496,546,0,0
22928,1208,608,4,496,546,0,0
22942,1212,604,4,496,546,0,0
22954,1216,600,4,496,540,0,0
22968,1220,596,4,496,540,0,0
22982,1224,592,4,496,540,0,0
22995,1228,588,4,496,540,0,0
23008,1232,584,4,496,540,0,0
23022,1236,580,4,496,534,0,0
23037,1240,576,4,496,534,0,0
23051,1244,572,4,496,534,0,0
23066,1248,568,4,496,534,0,0
23081,1252,564,4,496,528,0,0
23094,1256,560,4,496,528,0,0
23107,1260,556,4,496,528,0,0
23120,1264,552,4,496,528,0,0
23134,1268,548,4,496,528,0,0
23148,1272,544,4,496,528,0,0
23162,1276,540,4,496,528,0,0
23175,1280,536,4,496,528,0,0
23189,1284,532,4,496,522,0,0
23202,1288,528,4,496,522,0,0
23216,1292,524,4,496,522,0,0
23231,1288,520,4,496,522,0,0
23245,1284,516,4,496,522,0,0
23259,1280,512,4,496,522,0,0
23274,1276,508,4,496,522,0,0
23289,1272,504,4,496,522,0,0
23302,1268,500,4,496,522,0,0
23317,1264,496,4,489,522,0,0
23331,1260,492,4,482,522,0,0
23344,1256,488,4,475,522,0,0
23357,1252,484,4,468,522,0,0
23370,1248,480,4,461,522,0,0
23385,1244,476,4,454,522,0,0
23400,1240,472,4,447,522,0,0
23414,1236,468,4,440,522,0,0
23428,1232,464,4,433,522,0,0
23445,1228,460,4,426,522,0,0
23459,1224,456,4,419,522,0,0
23473,1220,452,4,412,522,0,0
23486,1216,448,4,405,522,0,0
23500,1212,444,4,398,522,0,0
23514,1208,440,4,391,522,0,0
23527,1204,436,4,384,522,0,0
23542,1200,432,4,377,522,0,0
23556,1196,428,4,370,522,0,0
23571,1192,424,4,363,522,0,0
23586,1188,420,4,356,522,0,0
23600,1184,416,4,349,522,0,0
23614,1180,412,4,342,522,0,0
23627,1176,408,4,335,522,0,0
23642,1172,404,4,328,522,0,0
23656,1168,400,4,321,522,0,0
23670,1164,396,4,314,522,0,0
23685,1160,392,4,307,522,0,0
23699,1156,388,4,300,522,0,0
23713,1152,384,4,293,522,0,0
23726,1148,380,4,286,522,0,0
23740,1144,376,4,279,522,0,0
23753,1140,372,4,272,522,0,0
23767,1136,368,4,265,522,0,0
23781,1132,364,4,258,522,0,0
23794,1128,360,4,251,522,0,0
23807,1124,356,4,244,522,0,0
23820,1120,352,4,237,522,0,0
23834,1116,348,4,230,522,0,0
23848,1112,344,4,223,522,0,0
23860,1108,340,4,216,522,0,0
23872,1104,336,4,209,522,0,0
23887,1100,332,4,202,522,0,0
23901,1096,328,4,195,522,0,0
23916,1092,324,4,188,522,0,0
23931,1088,320,4,181,522,0,0
23945,1084,316,4,174,522,0,0
23959,1080,312,4,167,522,0,0
23972,1076,308,4,160,522,0,0
23987,1072,304,4,153,522,0,0
24000,1068,300,4,146,522,0,0
24015,1064,296,4,139,522,0,0
24029,1060,292,4,132,522,0,0
24042,1056,288,4,125,522,0,0
24056,1052,284,4,125,522,0,0
24069,1048,280,4,125,522,0,0
24083,1044,276,4,125,522,0,0
24097,1040,272,4,125,522,0,0
24109,1036,268,4,125,522,0,0
24123,1032,264,4,125,522,0,0
24136,1028,260,4,132,522,0,0
24151,1024,256,4,139,522,0,0
24166,1020,252,4,146,522,0,0
24179,1016,248,4,153,522,0,0
24192,1012,244,4,160,522,0,0
24206,1008,240,4,167,522,0,0
24220,1004,236,4,174,522,0,0
24235,1000,232,4,181,522,0,0
24249,996,228,4,188,522,0,0
24262,992,224,4,195,522,0,0
24276,988,220,4,202,522,0,0
24290,984,216,4,209,522,0,0
24303,980,212,4,216,522,0,0
24318,976,208,4,223,522,0,0
24333,972,204,4,230,522,0,0
24345,968,200,4,237,522,0,0
24358,964,196,4,244,522,0,0
24370,960,192,4,251,522,0,0
24385,956,188,4,258,522,0,0
24399,952,184,4,265,522,0,0
24412,948,180,4,272,522,0,0
24426,944,176,4,279,522,0,0
24443,940,172,4,286,522,0,0
24457,936,168,4,293,522,0,0
24470,932,164,4,300,522,0,0
24485,928,160,4,307,522,0,0
24500,924,156,4,314,522,0,0
24515,920,152,4,321,522,0,0
24528,916,148,4,328,522,0,0
24542,912,144,4,335,522,0,0
24554,908,140,4,342,522,0,0
24569,904,136,4,349,522,0,0
24585,900,132,4,356,522,0,0
24600,896,128,4,363,522,0,0
24613,892,124,4,370,522,0,0
24626,888,120,4,377,522,0,0
24640,884,116,4,384,522,0,0
24654,880,112,4,391,522,0,0
24669,876,108,4,398,522,0,0
24683,872,104,4,405,522,0,0
24698,868,100,4,412,522,0,0
24711,864,96,4,419,522,0,0
24725,860,92,4,426,522,0,0
24739,856,88,4,433,522,0,0
24753,852,84,4,440,522,0,0
24769,848,80,4,447,522,0,0
24784,844,76,4,454,522,0,0
24797,840,72,4,461,522,0,0
24811,836,68,4,461,522,0,0
24825,832,64,4,461,522,0,0
24839,828,60,4,461,522,0,0
24853,824,56,4,461,522,0,0
24867,820,52,4,461,522,0,0
24880,816,48,4,461,522,0,0
24893,812,44,4,461,522,0,0
24906,808,40,4,461,522,0,0
24921,804,36,4,461,522,0,0
24936,800,32,4,461,522,0,0
24950,796,28,4,461,522,0,0
24964,792,24,4,461,522,0,0
24977,788,20,4,461,522,0,0
24991,784,16,4,461,522,0,0
25005,780,12,4,454,522,0,0
25019,776,8,4,447,522,0,0
25033,772,12,4,440,522,0,0
25045,768,16,4,433,522,0,0
25058,764,20,4,426,522,0,0
25071,760,24,4,419,522,0,0
25086,756,28,4,412,522,0,0
25101,752,32,4,405,522,0,0
25117,748,36,4,398,522,0,0
25132,744,40,4,391,522,0,0
25146,740,44,4,384,522,0,0
25159,736,48,4,377,522,0,0
25171,732,52,4,370,522,0,0
25185,728,56,4,363,522,0,0
25199,724,60,4,356,522,0,0
25211,720,64,4,349,522,0,0
25225,716,68,4,342,522,0,0
25237,712,72,4,335,522,0,0
25251,708,76,4,328,522,0,0
25266,704,80,4,321,522,0,0
25279,700,84,4,314,522,0,0
25292,696,88,4,307,522,0,0
25304,692,92,4,300,522,0,0
25318,688,96,4,293,522,0,0
25332,684,100,4,286,522,0,0
25344,680,104,4,279,522,0,0
25357,676,108,4,272,522,0,0
25370,672,112,4,265,522,0,0
25384,668,116,4,258,522,0,0
25399,664,120,4,251,522,0,0
25413,660,124,4,244,522,0,0
25426,656,128,4,237,522,0,0
25438,652,132,4,230,522,0,0
25455,648,136,4,223,522,0,0
25470,644,140,4,216,522,0,0
25486,640,144,4,209,522,0,0
25501,636,148,4,202,522,0,0
25515,632,152,4,195,522,0,0
25528,628,156,4,188,522,0,0
25543,624,160,4,181,522,0,0
25558,620,164,4,174,522,0,0
25571,616,168,4,167,522,0,0
25589,612,172,4,160,522,0,0
25609,608,176,4,160,522,0,0
25624,604,180,4,160,522,0,0
25638,600,184,4,160,522,0,0
25653,596,188,4,160,522,0,0
25667,592,192,4,160,522,0,0
25683,588,196,4,160,522,0,0
25696,584,200,4,160,522,0,0
25709,580,204,4,160,522,0,0
25722,576,208,4,160,522,0,0
25736,572,212,4,160,522,0,0
25752,568,216,4,160,522,0,0
25766,564,220,4,167,522,0,0
25780,560,224,4,174,522,0,0
25794,556,228,4,181,522,0,0
25807,552,232,4,188,522,0,0
25822,548,236,4,195,522,0,0
25837,544,240,4,202,522,0,0
25851,540,244,4,209,522,0,0
25864,536,248,4,216,522,0,0
25878,532,252,4,223,522,0,0
25892,528,256,4,230,522,0,0
25906,524,260,4,237,522,0,0
25921,520,264,4,244,522,0,0
25936,516,268,4,251,522,0,0
25951,512,272,4,258,522,0,0
25964,508,276,4,265,522,0,0
25977,504,280,4,272,522,0,0
25990,500,284,4,279,522,0,0
26005,496,288,4,286,522,0,0
26019,492,292,4,293,522,0,0
26034,488,296,4,300,522,0,0
26047,484,300,4,307,522,0,0
26060,480,304,4,314,522,0,0
26073,476,308,4,321,522,0,0
26088,472,312,4,328,522,0,0
26103,468,316,4,335,522,0,0
26117,464,320,4,342,522,0,0
26130,460,324,4,349,522,0,0
26144,456,328,4,356,522,0,0
26158,452,332,4,363,522,0,0
26171,448,336,4,370,522,0,0
26185,444,340,4,377,522,0,0
26199,440,344,4,384,522,0,0
26212,436,348,4,391,522,0,0
26227,432,352,4,398,522,0,0
26240,428,356,4,405,522,0,0
26255,424,360,4,412,522,0,0
26269,420,364,4,419,522,0,0
26283,416,368,4,426,522,0,0
26296,412,372,4,426,522,0,0
26311,408,376,4,426,522,0,0
26325,404,380,4,426,522,0,0
26338,400,384,4,426,522,0,0
26352,396,388,4,426,522,0,0
26367,392,392,4,426,522,0,0
26380,388,396,4,426,522,0,0
26393,384,400,4,426,522,0,0
26406,380,404,4,426,522,0,0
26421,376,408,4,426,522,0,0
26435,372,412,4,426,522,0,0
26453,368,416,4,426,522,0,0
26468,364,420,4,426,522,0,0
26481,360,424,4,426,522,0,0
26494,356,428,4,426,522,0,0
26508,352,432,4,426,522,0,0
26521,348,436,4,426,522,0,0
26535,344,440,4,426,522,0,0
26548,340,444,4,426,522,0,0
26561,336,448,4,426,522,0,0
26576,332,452,4,426,522,0,0
26592,328,456,4,426,522,0,0
26606,324,460,4,426,522,0,0
26620,320,464,4,433,522,0,0
26635,316,468,4,440,522,0,0
26649,312,472,4,447,522,0,0
26662,308,476,4,454,522,0,0
26677,304,480,4,461,522,0,0
26690,300,484,4,468,522,0,0
26705,296,488,4,475,522,0,0
26720,292,492,4,482,522,0,0
26734,288,496,4,489,522,0,0
26746,284,500,4,496,522,0,0
26761,280,504,4,503,522,0,0
26776,276,508,4,510,522,0,0
26789,272,512,4,517,522,0,0
26803,268,516,4,524,522,0,0
26818,264,520,4,531,522,0,0
26832,260,524,4,538,522,0,0
26846,256,528,4,545,522,0,0
26860,252,532,4,552,522,0,0
26874,248,536,4,559,522,0,0
26889,244,540,4,566,522,0,0
26903,240,544,4,573,522,0,0
26917,236,548,4,580,522,0,0
26929,232,552,4,587,522,0,0
26944,228,556,4,594,522,0,0
26957,224,560,4,601,522,0,0
26972,220,564,4,608,522,0,0
26986,216,568,4,615,522,0,0
27000,212,572,4,622,522,0,0
27012,208,576,4,629,522,0,0
27027,204,580,4,636,522,0,0
27040,200,584,4,638,522,0,0
27054,196,588,4,638,522,0,0
27068,192,592,4,638,522,0,0
27080,188,596,4,638,522,0,0
27095,184,600,4,638,522,0,0
27109,180,604,4,638,522,0,0
27122,176,608,4,638,522,0,0
27136,172,612,4,638,522,0,0
27150,168,616,4,638,522,0,0
27163,164,620,4,638,522,0,0
27177,160,624,4,638,522,0,0
27190,156,628,4,638,522,0,0
27204,152,632,4,638,522,0,0
27218,148,636,4,638,522,0,0
27230,144,640,4,638,522,0,0
27245,140,644,4,638,522,0,0
27260,136,648,4,638,522,0,0
27273,132,652,4,638,522,0,0
27287,128,656,4,638,522,0,0
27302,124,660,4,638,522,0,0
27317,120,664,4,638,522,0,0
27330,116,668,4,638,522,0,0
27345,112,672,4,638,522,0,0
27359,108,676,4,638,522,0,0
27372,104,680,4,638,522,0,0
27387,100,684,4,638,522,0,0
27402,96,688,4,638,522,0,0
27415,92,692,4,638,522,0,0
27429,88,696,4,638,522,0,0
27446,84,700,4,638,522,0,0
27461,80,704,4,638,522,0,0
27477,76,708,4,638,522,0,0
27492,72,712,4,638,522,0,0
27506,68,716,4,638,522,0,0
27520,72,720,4,638,522,0,0
27534,76,724,4,638,522,0,0
27547,80,728,4,638,522,0,0
27562,84,732,4,638,522,0,0
27576,88,736,4,638,522,0,0
27591,92,740,4,638,522,0,0
27605,96,744,4,638,522,0,0
27619,100,748,4,638,522,0,0
27632,104,752,4,638,522,0,0
27645,108,756,4,638,522,0,0
27658,112,760,4,638,522,0,0
27673,116,756,4,638,522,0,0
27688,120,752,4,638,522,0,0
27702,124,748,4,638,522,0,0
27715,128,744,4,638,522,0,0
27730,132,740,4,638,522,0,0
27744,136,736,4,638,522,0,0
27756,140,732,4,638,522,0,0
27771,144,728,4,638,522,0,0
27784,148,724,4,638,522,0,0
27796,152,720,4,638,522,0,0
27809,156,716,4,638,522,0,0
27823,160,712,4,638,522,0,0
27837,164,708,4,638,522,0,0
27850,168,704,4,638,522,0,0
27863,172,700,4,638,522,0,0
27877,176,696,4,638,522,0,0
27891,180,692,4,638,522,0,0
27905,184,688,4,638,522,0,0
27920,188,684,4,638,522,0,0
27934,192,680,4,638,522,0,0
27948,196,676,4,638,522,0,0
27961,200,672,4,638,522,0,0
27974,204,668,4,638,522,0,0
27988,208,664,4,638,522,0,0
28004,212,660,4,638,522,0,0
28018,216,656,4,638,522,0,0
28030,220,652,4,638,522,0,0
28044,224,648,4,638,522,0,0
28059,228,644,4,638,522,0,0
28073,232,640,4,638,522,0,0
28087,236,636,4,638,522,0,0
28101,240,632,4,638,522,0,0
28113,244,628,4,638,522,0,0
28127,248,624,4,638,522,0,0
28140,252,620,4,638,522,0,0
28154,256,616,4,638,522,0,0
28169,260,612,4,638,522,0,0
28182,264,608,4,638,522,0,0
28194,268,604,4,638,522,0,0
28207,272,600,4,638,522,0,0
28221,276,596,4,638,522,0,0
28235,280,592,4,638,522,0,0
28249,284,588,4,638,522,0,0
28262,288,584,4,638,522,0,0
28275,292,580,4,638,522,0,0
28289,296,576,4,638,522,0,0
28303,300,572,4,638,522,0,0
28316,304,568,4,638,522,0,0
28329,308,564,4,638,522,0,0
28342,312,560,4,638,522,0,0
28357,316,556,4,638,522,0,0
28371,320,552,4,638,522,0,0
28385,324,548,4,638,522,0,0
28399,328,544,4,638,522,0,0
28413,332,540,4,638,522,0,0
28427,336,536,4,638,522,0,0
28443,340,532,4,638,522,0,0
28457,344,528,4,638,522,0,0
28471,348,524,4,638,522,0,0
28486,352,520,4,638,522,0,0
28499,356,516,4,638,522,0,0
28513,360,512,4,638,522,0,0
28527,364,508,4,638,522,0,0
28540,368,504,4,638,522,0,0
28554,372,500,4,638,522,0,0
28569,376,496,4,638,522,0,0
28582,380,492,4,638,522,0,0
28596,384,488,4,638,522,0,0
28609,388,484,4,638,522,0,0
28623,392,480,4,638,522,0,0
28637,396,476,4,638,522,0,0
28650,400,472,4,638,522,0,0
28663,404,468,4,638,522,0,0
28675,408,464,4,638,522,0,0
28689,412,460,4,638,522,0,0
28703,416,456,4,638,522,0,0
28716,420,452,4,638,522,0,0
28731,424,448,4,638,522,0,0
28745,428,444,4,638,522,0,0
28758,432,440,4,638,522,0,0
28774,436,436,4,638,522,0,0
28788,440,432,4,638,522,0,0
28803,444,428,4,638,522,0,0
28816,448,424,4,638,522,0,0
28830,452,420,4,638,522,0,0
28843,456,416,4,638,522,0,0
28857,460,412,4,638,522,0,0
28871,464,408,4,638,522,0,0
28883,468,404,4,638,522,0,0
28897,472,400,4,638,522,0,0
28909,476,396,4,638,522,0,0
28923,480,392,4,638,522,0,0
28937,484,388,4,638,522,0,0
28951,488,384,4,638,522,0,0
28964,492,380,4,638,522,0,0
28979,496,376,4,638,522,0,0
28993,500,372,4,638,522,0,0
29008,504,368,4,638,522,0,0
29021,508,364,4,638,522,0,0
29035,512,360,4,638,522,0,0
29049,516,356,4,638,522,0,0
29064,520,352,4,638,522,0,0
29078,524,348,4,638,522,0,0
29092,528,344,4,638,522,0,0
29106,532,340,4,638,522,0,0
29121,536,336,4,638,522,0,0
29136,540,332,4,638,522,0,0
29148,544,328,4,638,522,0,0
29161,548,324,4,638,522,0,0
29174,552,320,4,638,522,0,0
29188,556,316,4,638,522,0,0
29203,560,312,4,638,522,0,0
29215,564,308,4,638,522,0,0
29229,568,304,4,638,522,0,0
29245,572,300,4,638,522,0,0
29257,576,296,4,638,522,0,0
29271,580,292,4,638,522,0,0
29286,584,288,4,638,522,0,0
29300,588,284,4,638,522,0,0
29314,592,280,4,638,522,0,0
29328,596,276,4,638,522,0,0
29341,600,272,4,638,522,0,0
29356,604,268,4,638,522,0,0
29372,608,264,4,638,522,0,0
29386,612,260,4,638,522,0,0
29399,616,256,4,638,522,0,0
29413,620,252,4,638,522,0,0
29426,624,248,4,638,522,0,0
29444,628,244,4,638,522,0,0
29460,632,240,4,638,522,0,0
29474,636,236,4,638,522,0,0
29488,640,232,4,638,522,0,0
29502,644,228,4,638,522,0,0
29515,648,224,4,638,522,0,0
29530,652,220,4,638,522,0,0
29542,656,216,4,638,522,0,0
29557,660,212,4,638,522,0,0
29570,664,208,4,638,522,0,0
29583,668,204,4,638,522,0,0
29597,672,200,4,638,522,0,0
29610,676,196,4,638,522,0,0
29624,680,192,4,638,522,0,0
29641,684,188,4,638,516,0,0
29656,688,184,4,638,510,0,0
29671,692,180,4,638,504,0,0
29685,696,176,4,638,498,0,0
29700,700,172,4,638,492,0,0
29715,704,168,4,638,486,0,0
29730,708,164,4,638,480,0,0
29745,712,160,4,638,474,0,0
29759,716,156,4,638,468,0,0
29777,720,152,4,638,462,0,0
29793,724,148,4,638,456,0,0
29809,728,144,4,638,450,0,0
29823,732,140,4,638,444,0,0
29838,736,136,4,638,438,0,0
29851,740,132,4,638,432,0,0
29865,744,128,4,638,426,0,0
29880,748,124,4,638,420,0,0
29894,752,120,4,638,414,0,0
29910,756,116,4,638,408,0,0
29924,760,112,4,638,402,0,0
29939,764,108,4,638,396,0,0
29952,768,104,4,638,390,0,0
29966,772,100,4,638,384,0,0
29981,776,96,4,638,378,0,0
29993,780,92,4,638,372,0,0
30008,784,88,4,638,366,0,0
30022,788,84,4,638,360,0,0
30038,792,80,4,638,360,0,0
30051,796,76,4,638,354,0,0
30065,800,72,4,638,348,0,0
30081,804,68,4,638,342,0,0
30096,808,64,4,638,336,0,0
30109,812,60,4,638,330,0,0
30123,816,56,4,638,324,0,0
30140,820,52,4,638,318,0,0
30155,824,48,4,638,312,0,0
30171,828,44,4,638,306,0,0
30185,832,40,4,638,306,0,0
30199,836,36,4,638,306,0,0
30212,840,32,4,638,300,0,0
30227,844,28,4,638,300,0,0
30241,848,24,4,638,300,0,0
30255,852,20,4,638,300,0,0
30269,856,16,4,638,294,0,0
30282,860,12,4,638,294,0,0
30296,864,8,4,638,288,0,0
30309,868,12,4,638,288,0,0
30324,872,16,4,638,288,0,0
30338,876,20,4,638,288,0,0
30352,880,24,4,638,288,0,0
30366,884,28,4,638,288,0,0
30381,888,32,4,638,288,0,0
30395,892,36,4,638,288,0,0
30410,896,40,4,638,288,0,0
30425,900,44,4,638,288,0,0
30442,904,48,4,638,288,0,0
30458,908,52,4,638,288,0,0
30473,912,56,4,638,288,0,0
30490,916,60,4,638,288,0,0
30505,920,64,4,638,288,0,0
30518,924,68,4,638,288,0,0
30532,928,72,4,638,288,0,0
30547,932,76,4,638,288,0,0
30562,936,80,4,638,288,0,0
30576,940,84,4,638,288,0,0
30597,944,88,4,638,288,0,0
30611,948,92,4,638,288,0,0
30625,952,96,4,638,288,0,0
30640,956,100,4,638,288,0,0
30655,960,104,4,638,288,0,0
30668,964,108,4,638,288,0,0
30682,968,112,4,638,288,0,0
30697,972,116,4,638,288,0,0
30710,976,120,4,638,288,0,0
30725,980,124,4,638,288,0,0
30741,984,128,4,638,288,0,0
30755,988,132,4,638,288,0,0
30769,992,136,4,638,288,0,0
30783,996,140,4,638,288,0,0
30797,1000,144,4,638,288,0,0
30810,1004,148,4,638,288,0,0
30826,1008,152,4,638,288,0,0
30841,1012,156,4,638,288,0,0
30855,1016,160,4,638,288,0,0
30869,1020,164,4,638,288,0,0
30883,1024,168,4,638,288,0,0
30898,1028,172,4,638,288,0,0
30910,1032,176,4,638,288,0,0
30926,1036,180,4,638,288,0,0
30940,1040,184,4,638,288,0,0
30953,1044,188,4,638,288,0,0
30967,1048,192,4,638,288,0,0
30981,1052,196,4,638,288,0,0
30994,1056,200,4,638,288,0,0
31008,1060,204,4,638,288,0,0
31023,1064,208,4,638,288,0,0
31038,1068,212,4,638,288,0,0
31051,1072,216,4,638,288,0,0
31066,1076,220,4,638,288,0,0
31081,1080,224,4,638,288,0,0
31094,1084,228,4,638,288,0,0
31108,1088,232,4,638,288,0,0
31123,1092,236,4,638,288,0,0
31139,1096,240,4,638,288,0,0
31152,1100,244,4,638,288,0,0
31165,1104,248,4,638,288,0,0
31178,1108,252,4,638,288,0,0
31193,1112,256,4,638,288,0,0
31208,1116,260,4,638,288,0,0
31223,1120,264,4,638,288,0,0
31236,1124,268,4,638,288,0,0
31250,1128,272,4,638,288,0,0
31264,1132,276,4,638,288,0,0
31279,1136,280,4,638,288,0,0
31294,1140,284,4,638,288,0,0
31310,1144,288,4,638,288,0,0
31325,1148,292,4,638,288,0,0
31339,1152,296,4,638,288,0,0
31351,1156,300,4,638,288,0,0
31365,1160,304,4,638,288,0,0
31377,1164,308,4,638,288,0,0
31392,1168,312,4,638,288,0,0
31407,1172,316,4,638,288,0,0
31422,1176,320,4,638,288,0,0
31436,1180,324,4,638,288,0,0
31452,1184,328,4,638,288,0,0
31466,1188,332,4,638,288,0,0
31481,1192,336,4,638,288,0,0
31494,1196,340,4,638,288,0,0
31509,1200,344,4,638,288,0,0
31523,1204,348,4,638,288,0,0
31537,1208,352,4,638,288,0,0
31550,1212,356,4,638,288,0,0
31564,1216,360,4,638,288,0,0
31579,1220,364,4,638,288,0,0
31594,1224,368,4,638,294,0,0
31609,1228,372,4,638,294,0,0
31623,1232,376,4,638,294,0,0
31636,1236,380,4,638,294,0,0
31649,1240,384,4,638,294,0,0
31663,1244,388,4,638,294,0,0
31676,1248,392,4,638,294,0,0
31690,1252,396,4,638,300,0,0
31705,1256,400,4,638,300,0,0
31717,1260,404,4,638,300,0,0
31731,1264,408,4,638,300,0,0
31744,1268,412,4,638,306,0,0
31759,1272,416,4,638,306,0,0
31774,1276,420,4,638,306,0,0
31787,1280,424,4,638,306,0,0
31800,1284,428,4,638,306,0,0
31814,1288,432,4,638,306,0,0
31828,1292,436,4,638,306,0,0
31844,1288,440,4,638,306,0,0
31858,1284,444,4,638,306,0,0
31871,1280,448,4,638,306,0,0
31884,1276,452,4,638,306,0,0
31897,1272,456,4,638,306,0,0
31912,1268,460,4,638,306,0,0
31927,1264,464,4,638,306,0,0
31942,1260,468,4,638,306,0,0
31956,1256,472,4,638,306,0,0
31968,1252,476,4,638,306,0,0
31980,1248,480,4,638,306,0,0
31994,1244,484,4,638,306,0,0
32008,1240,488,4,638,306,0,0
32022,1236,492,4,638,306,0,0
32035,1232,496,4,638,306,0,0
32049,1228,500,4,638,306,0,0
32061,1224,504,4,638,306,0,0
32075,1220,508,4,638,306,0,0
32089,1216,512,4,638,306,0,0
32101,1212,516,4,638,306,0,0
32114,1208,520,4,638,306,0,0
32127,1204,524,4,638,306,0,0
32141,1200,528,4,638,306,0,0
32155,1196,532,4,638,306,0,0
32169,1192,536,4,638,306,0,0
32183,1188,540,4,638,306,0,0
32198,1184,544,4,638,306,0,0
32211,1180,548,4,638,306,0,0
32225,1176,552,4,638,306,0,0
32239,1172,556,4,638,306,0,0
32251,1168,560,4,638,306,0,0
32265,1164,564,4,638,306,0,0
32278,1160,568,4,638,306,0,0
32293,1156,572,4,638,306,0,0
32307,1152,576,4,638,306,0,0
32320,1148,580,4,638,306,0,0
32334,1144,584,4,638,306,0,0
32348,1140,588,4,638,306,0,0
32361,1136,592,4,638,306,0,0
32375,1132,596,4,638,306,0,0
