M-A,M-B,S-A,S-B,M-C,M-D,S-C,S-D,M-E,M-F,S-E,S-F,All
,646.0,711.0,,,795.0,,794.0,,764.0,,,795.0
,646.0,711.0,,,795.0,,794.0,,764.0,,,794.0
,646.0,711.0,,,795.0,,794.0,,764.0,,,764.0
722.0,,,645.0,616.0,,600.0,,800.0,,,,722.0
722.0,,,645.0,616.0,,600.0,,800.0,,,,645.0
722.0,,,645.0,616.0,,600.0,,800.0,,,,616.0
722.0,,,645.0,616.0,,600.0,,800.0,,,,600.0
722.0,,,645.0,616.0,,600.0,,800.0,,,,800.0
,651.0,707.0,,,795.0,,768.0,,791.0,,,651.0
,651.0,707.0,,,795.0,,768.0,,791.0,,,707.0
,651.0,707.0,,,795.0,,768.0,,791.0,,,795.0
,651.0,707.0,,,795.0,,768.0,,791.0,,,768.0
,651.0,707.0,,,795.0,,768.0,,791.0,,,791.0
725.0,,,632.0,614.0,,600.0,,819.0,,,,725.0
725.0,,,632.0,614.0,,600.0,,819.0,,,,632.0
725.0,,,632.0,614.0,,600.0,,819.0,,,,614.0
725.0,,,632.0,614.0,,600.0,,819.0,,,,600.0
725.0,,,632.0,614.0,,600.0,,819.0,,,,819.0
,655.0,688.0,,604.0,,,754.0,,813.0,,,655.0
,655.0,688.0,,604.0,,,754.0,,813.0,,,688.0
,655.0,688.0,,604.0,,,754.0,,813.0,,,604.0
,655.0,688.0,,604.0,,,754.0,,813.0,,,754.0
,655.0,688.0,,604.0,,,754.0,,813.0,,,813.0
750.0,,,626.0,,797.0,597.0,,812.0,,,,750.0
750.0,,,626.0,,797.0,597.0,,812.0,,,,626.0
750.0,,,626.0,,797.0,597.0,,812.0,,,,797.0
750.0,,,626.0,,797.0,597.0,,812.0,,,,597.0
750.0,,,626.0,,797.0,597.0,,812.0,,,,812.0
,667.0,684.0,,602.0,,593.0,,,775.0,,,667.0
,667.0,684.0,,602.0,,593.0,,,775.0,,,684.0
,667.0,684.0,,602.0,,593.0,,,775.0,,,602.0
,667.0,684.0,,602.0,,593.0,,,775.0,,,593.0
,667.0,684.0,,602.0,,593.0,,,775.0,,,775.0
771.0,,,633.0,,792.0,,764.0,811.0,,,,771.0
771.0,,,633.0,,792.0,,764.0,811.0,,,,633.0
771.0,,,633.0,,792.0,,764.0,811.0,,,,792.0
771.0,,,633.0,,792.0,,764.0,811.0,,,,764.0
771.0,,,633.0,,792.0,,764.0,811.0,,,,811.0
,668.0,691.0,,599.0,,585.0,,,773.0,,,668.0
,668.0,691.0,,599.0,,585.0,,,773.0,,,691.0
,668.0,691.0,,599.0,,585.0,,,773.0,,,599.0
,668.0,691.0,,599.0,,585.0,,,773.0,,,585.0
,668.0,691.0,,599.0,,585.0,,,773.0,,,773.0
735.0,,,640.0,,783.0,,760.0,798.0,,,,735.0
735.0,,,640.0,,783.0,,760.0,798.0,,,,640.0
735.0,,,640.0,,783.0,,760.0,798.0,,,,783.0
735.0,,,640.0,,783.0,,760.0,798.0,,,,760.0
735.0,,,640.0,,783.0,,760.0,798.0,,,,798.0
,647.0,705.0,,599.0,,586.0,,,803.0,,,647.0
,647.0,705.0,,599.0,,586.0,,,803.0,,,705.0
,647.0,705.0,,599.0,,586.0,,,803.0,,,599.0
,647.0,705.0,,599.0,,586.0,,,803.0,,,586.0
,647.0,705.0,,599.0,,586.0,,,803.0,,,803.0
742.0,,,650.0,597.0,,,769.0,798.0,,,,742.0
742.0,,,650.0,597.0,,,769.0,798.0,,,,650.0
742.0,,,650.0,597.0,,,769.0,798.0,,,,597.0
742.0,,,650.0,597.0,,,769.0,798.0,,,,769.0
742.0,,,650.0,597.0,,,769.0,798.0,,,,798.0
,651.0,711.0,,,770.0,589.0,,,797.0,,,651.0
,651.0,711.0,,,770.0,589.0,,,797.0,,,711.0
,651.0,711.0,,,770.0,589.0,,,797.0,,,770.0
,651.0,711.0,,,770.0,589.0,,,797.0,,,589.0
,651.0,711.0,,,770.0,589.0,,,797.0,,,797.0
760.0,,,652.0,585.0,,599.0,,810.0,,,,760.0
760.0,,,652.0,585.0,,599.0,,810.0,,,,652.0
760.0,,,652.0,585.0,,599.0,,810.0,,,,585.0
760.0,,,652.0,585.0,,599.0,,810.0,,,,599.0
760.0,,,652.0,585.0,,599.0,,810.0,,,,810.0
,655.0,701.0,,,780.0,,790.0,,749.0,,,655.0
,655.0,701.0,,,780.0,,790.0,,749.0,,,701.0
,655.0,701.0,,,780.0,,790.0,,749.0,,,780.0
,655.0,701.0,,,780.0,,790.0,,749.0,,,790.0
,655.0,701.0,,,780.0,,790.0,,749.0,,,749.0
,662.0,,652.0,587.0,,603.0,,,742.0,,,662.0
,662.0,,652.0,587.0,,603.0,,,742.0,,,652.0
,662.0,,652.0,587.0,,603.0,,,742.0,,,587.0
,662.0,,652.0,587.0,,603.0,,,742.0,,,603.0
,662.0,,652.0,587.0,,603.0,,,742.0,,,742.0
759.0,,704.0,,,793.0,,804.0,810.0,,,,759.0
759.0,,704.0,,,793.0,,804.0,810.0,,,,704.0
759.0,,704.0,,,793.0,,804.0,810.0,,,,793.0
759.0,,704.0,,,793.0,,804.0,810.0,,,,804.0
759.0,,704.0,,,793.0,,804.0,810.0,,,,810.0
,669.0,,649.0,593.0,,595.0,,,744.0,,,669.0
,669.0,,649.0,593.0,,595.0,,,744.0,,,649.0
,669.0,,649.0,593.0,,595.0,,,744.0,,,593.0
,669.0,,649.0,593.0,,595.0,,,744.0,,,595.0
,669.0,,649.0,593.0,,595.0,,,744.0,,,744.0
733.0,,711.0,,606.0,,,805.0,823.0,,,,733.0
733.0,,711.0,,606.0,,,805.0,823.0,,,,711.0
733.0,,711.0,,606.0,,,805.0,823.0,,,,606.0
733.0,,711.0,,606.0,,,805.0,823.0,,,,805.0
733.0,,711.0,,606.0,,,805.0,823.0,,,,823.0
,677.0,,642.0,,795.0,597.0,,,770.0,,,677.0
,677.0,,642.0,,795.0,597.0,,,770.0,,,642.0
,677.0,,642.0,,795.0,597.0,,,770.0,,,795.0
,677.0,,642.0,,795.0,597.0,,,770.0,,,597.0
,677.0,,642.0,,795.0,597.0,,,770.0,,,770.0
749.0,,694.0,,611.0,,604.0,,824.0,,,,749.0
749.0,,694.0,,611.0,,604.0,,824.0,,,,694.0
749.0,,694.0,,611.0,,604.0,,824.0,,,,611.0
749.0,,694.0,,611.0,,604.0,,824.0,,,,604.0
749.0,,694.0,,611.0,,604.0,,824.0,,,,824.0
,671.0,,635.0,,790.0,,814.0,,748.0,,,671.0
,671.0,,635.0,,790.0,,814.0,,748.0,,,635.0
,671.0,,635.0,,790.0,,814.0,,748.0,,,790.0
,671.0,,635.0,,790.0,,814.0,,748.0,,,814.0
,671.0,,635.0,,790.0,,814.0,,748.0,,,748.0
754.0,,,634.0,612.0,,608.0,,812.0,,,,754.0
754.0,,,634.0,612.0,,608.0,,812.0,,,,634.0
754.0,,,634.0,612.0,,608.0,,812.0,,,,612.0
754.0,,,634.0,612.0,,608.0,,812.0,,,,608.0
754.0,,,634.0,612.0,,608.0,,812.0,,,,812.0
,676.0,685.0,,,778.0,,815.0,,742.0,,,676.0
,676.0,685.0,,,778.0,,815.0,,742.0,,,685.0
,676.0,685.0,,,778.0,,815.0,,742.0,,,778.0
,676.0,685.0,,,778.0,,815.0,,742.0,,,815.0
,676.0,685.0,,,778.0,,815.0,,742.0,,,742.0
747.0,,,632.0,622.0,,612.0,,788.0,,,,747.0
747.0,,,632.0,622.0,,612.0,,788.0,,,,632.0
747.0,,,632.0,622.0,,612.0,,788.0,,,,622.0
747.0,,,632.0,622.0,,612.0,,788.0,,,,612.0
747.0,,,632.0,622.0,,612.0,,788.0,,,,788.0
,671.0,702.0,,,789.0,,802.0,,764.0,,,671.0
,671.0,702.0,,,789.0,,802.0,,764.0,,,702.0
,671.0,702.0,,,789.0,,802.0,,764.0,,,789.0
,671.0,702.0,,,789.0,,802.0,,764.0,,,802.0
,671.0,702.0,,,789.0,,802.0,,764.0,,,764.0
722.0,,,631.0,621.0,,613.0,,781.0,,,,722.0
722.0,,,631.0,621.0,,613.0,,781.0,,,,631.0
722.0,,,631.0,621.0,,613.0,,781.0,,,,621.0
722.0,,,631.0,621.0,,613.0,,781.0,,,,613.0
722.0,,,631.0,621.0,,613.0,,781.0,,,,781.0
,673.0,716.0,,613.0,,601.0,,,803.0,,,673.0
,673.0,716.0,,613.0,,601.0,,,803.0,,,716.0
,673.0,716.0,,613.0,,601.0,,,803.0,,,613.0
,673.0,716.0,,613.0,,601.0,,,803.0,,,601.0
,673.0,716.0,,613.0,,601.0,,,803.0,,,803.0
733.0,,,623.0,,793.0,,804.0,794.0,,,,733.0
733.0,,,623.0,,793.0,,804.0,794.0,,,,623.0
733.0,,,623.0,,793.0,,804.0,794.0,,,,793.0
733.0,,,623.0,,793.0,,804.0,794.0,,,,804.0
733.0,,,623.0,,793.0,,804.0,794.0,,,,794.0
,663.0,730.0,,602.0,,599.0,,,785.0,,,663.0
,663.0,730.0,,602.0,,599.0,,,785.0,,,730.0
,663.0,730.0,,602.0,,599.0,,,785.0,,,602.0
,663.0,730.0,,602.0,,599.0,,,785.0,,,599.0
,663.0,730.0,,602.0,,599.0,,,785.0,,,785.0
717.0,,,614.0,,806.0,,798.0,799.0,,,,717.0
717.0,,,614.0,,806.0,,798.0,799.0,,,,614.0
717.0,,,614.0,,806.0,,798.0,799.0,,,,806.0
717.0,,,614.0,,806.0,,798.0,799.0,,,,798.0
717.0,,,614.0,,806.0,,798.0,799.0,,,,799.0
,654.0,699.0,,602.0,,597.0,,,757.0,,,654.0
,654.0,699.0,,602.0,,597.0,,,757.0,,,699.0
,654.0,699.0,,602.0,,597.0,,,757.0,,,602.0
,654.0,699.0,,602.0,,597.0,,,757.0,,,597.0
,654.0,699.0,,602.0,,597.0,,,757.0,,,757.0
695.0,,,610.0,,815.0,,795.0,816.0,,,,695.0
695.0,,,610.0,,815.0,,795.0,816.0,,,,610.0
695.0,,,610.0,,815.0,,795.0,816.0,,,,815.0
695.0,,,610.0,,815.0,,795.0,816.0,,,,795.0
695.0,,,610.0,,815.0,,795.0,816.0,,,,816.0
,667.0,704.0,,599.0,,596.0,,,748.0,,,667.0
,667.0,704.0,,599.0,,596.0,,,748.0,,,704.0
,667.0,704.0,,599.0,,596.0,,,748.0,,,599.0
,667.0,704.0,,599.0,,596.0,,,748.0,,,596.0
,667.0,704.0,,599.0,,596.0,,,748.0,,,748.0
697.0,,,604.0,592.0,,597.0,,835.0,,,,697.0
697.0,,,604.0,592.0,,597.0,,835.0,,,,604.0
697.0,,,604.0,592.0,,597.0,,835.0,,,,592.0
697.0,,,604.0,592.0,,597.0,,835.0,,,,597.0
697.0,,,604.0,592.0,,597.0,,835.0,,,,835.0
,672.0,710.0,,,810.0,,789.0,,739.0,,,672.0
,672.0,710.0,,,810.0,,789.0,,739.0,,,710.0
,672.0,710.0,,,810.0,,789.0,,739.0,,,810.0
,672.0,710.0,,,810.0,,789.0,,739.0,,,789.0
,672.0,710.0,,,810.0,,789.0,,739.0,,,739.0
718.0,,,604.0,593.0,,594.0,,852.0,,,,718.0
718.0,,,604.0,593.0,,594.0,,852.0,,,,604.0
718.0,,,604.0,593.0,,594.0,,852.0,,,,593.0
718.0,,,604.0,593.0,,594.0,,852.0,,,,594.0
718.0,,,604.0,593.0,,594.0,,852.0,,,,852.0
,683.0,,599.0,,814.0,,789.0,,717.0,,,683.0
,683.0,,599.0,,814.0,,789.0,,717.0,,,599.0
,683.0,,599.0,,814.0,,789.0,,717.0,,,814.0
,683.0,,599.0,,814.0,,789.0,,717.0,,,789.0
,683.0,,599.0,,814.0,,789.0,,717.0,,,717.0
,684.0,733.0,,600.0,,594.0,,837.0,,,,684.0
,684.0,733.0,,600.0,,594.0,,837.0,,,,733.0
,684.0,733.0,,600.0,,594.0,,837.0,,,,600.0
,684.0,733.0,,600.0,,594.0,,837.0,,,,594.0
,684.0,733.0,,600.0,,594.0,,837.0,,,,837.0
743.0,,,608.0,622.0,,,782.0,,706.0,,,743.0
743.0,,,608.0,622.0,,,782.0,,706.0,,,608.0
743.0,,,608.0,622.0,,,782.0,,706.0,,,622.0
743.0,,,608.0,622.0,,,782.0,,706.0,,,782.0
743.0,,,608.0,622.0,,,782.0,,706.0,,,706.0
,689.0,718.0,,,798.0,597.0,,,686.0,,,689.0
,689.0,718.0,,,798.0,597.0,,,686.0,,,718.0
,689.0,718.0,,,798.0,597.0,,,686.0,,,798.0
,689.0,718.0,,,798.0,597.0,,,686.0,,,597.0
,689.0,718.0,,,798.0,597.0,,,686.0,,,686.0
725.0,,,606.0,627.0,,602.0,,804.0,,,,725.0
725.0,,,606.0,627.0,,602.0,,804.0,,,,606.0
725.0,,,606.0,627.0,,602.0,,804.0,,,,627.0
725.0,,,606.0,627.0,,602.0,,804.0,,,,602.0
725.0,,,606.0,627.0,,602.0,,804.0,,,,804.0
,686.0,721.0,,,788.0,,785.0,,680.0,,,686.0
,686.0,721.0,,,788.0,,785.0,,680.0,,,721.0
,686.0,721.0,,,788.0,,785.0,,680.0,,,788.0
,686.0,721.0,,,788.0,,785.0,,680.0,,,785.0
,686.0,721.0,,,788.0,,785.0,,680.0,,,680.0
728.0,,,619.0,633.0,,599.0,,799.0,,,,728.0
728.0,,,619.0,633.0,,599.0,,799.0,,,,619.0
728.0,,,619.0,633.0,,599.0,,799.0,,,,633.0
728.0,,,619.0,633.0,,599.0,,799.0,,,,599.0
728.0,,,619.0,633.0,,599.0,,799.0,,,,799.0
,685.0,750.0,,,797.0,,779.0,,726.0,,,685.0
,685.0,750.0,,,797.0,,779.0,,726.0,,,750.0
,685.0,750.0,,,797.0,,779.0,,726.0,,,797.0
,685.0,750.0,,,797.0,,779.0,,726.0,,,779.0
,685.0,750.0,,,797.0,,779.0,,726.0,,,726.0
757.0,,,634.0,628.0,,592.0,,789.0,,,,757.0
757.0,,,634.0,628.0,,592.0,,789.0,,,,634.0
757.0,,,634.0,628.0,,592.0,,789.0,,,,628.0
757.0,,,634.0,628.0,,592.0,,789.0,,,,592.0
757.0,,,634.0,628.0,,592.0,,789.0,,,,789.0
,690.0,757.0,,,804.0,,778.0,,746.0,,,690.0
,690.0,757.0,,,804.0,,778.0,,746.0,,,757.0
,690.0,757.0,,,804.0,,778.0,,746.0,,,804.0
,690.0,757.0,,,804.0,,778.0,,746.0,,,778.0
,690.0,757.0,,,804.0,,778.0,,746.0,,,746.0
757.0,,,655.0,625.0,,593.0,,788.0,,,,757.0
757.0,,,655.0,625.0,,593.0,,788.0,,,,655.0
757.0,,,655.0,625.0,,593.0,,788.0,,,,625.0
757.0,,,655.0,625.0,,593.0,,788.0,,,,593.0
757.0,,,655.0,625.0,,593.0,,788.0,,,,788.0
,711.0,727.0,,643.0,,,781.0,,757.0,,,711.0
,711.0,727.0,,643.0,,,781.0,,757.0,,,727.0
,711.0,727.0,,643.0,,,781.0,,757.0,,,643.0
,711.0,727.0,,643.0,,,781.0,,757.0,,,781.0
,711.0,727.0,,643.0,,,781.0,,757.0,,,757.0
698.0,,,670.0,,824.0,599.0,,784.0,,,,698.0
698.0,,,670.0,,824.0,599.0,,784.0,,,,670.0
698.0,,,670.0,,824.0,599.0,,784.0,,,,824.0
698.0,,,670.0,,824.0,599.0,,784.0,,,,599.0
698.0,,,670.0,,824.0,599.0,,784.0,,,,784.0
,704.0,,676.0,652.0,,604.0,,,811.0,,,704.0
,704.0,,676.0,652.0,,604.0,,,811.0,,,676.0
,704.0,,676.0,652.0,,604.0,,,811.0,,,652.0
,704.0,,676.0,652.0,,604.0,,,811.0,,,604.0
,704.0,,676.0,652.0,,604.0,,,811.0,,,811.0
681.0,,731.0,,,830.0,,791.0,793.0,,,,681.0
681.0,,731.0,,,830.0,,791.0,793.0,,,,731.0
681.0,,731.0,,,830.0,,791.0,793.0,,,,830.0
681.0,,731.0,,,830.0,,791.0,793.0,,,,791.0
681.0,,731.0,,,830.0,,791.0,793.0,,,,793.0
,699.0,,669.0,657.0,,592.0,,,828.0,,,699.0
,699.0,,669.0,657.0,,592.0,,,828.0,,,669.0
,699.0,,669.0,657.0,,592.0,,,828.0,,,657.0
,699.0,,669.0,657.0,,592.0,,,828.0,,,592.0
,699.0,,669.0,657.0,,592.0,,,828.0,,,828.0
677.0,,725.0,,,824.0,,785.0,807.0,,,,677.0
677.0,,725.0,,,824.0,,785.0,807.0,,,,725.0
677.0,,725.0,,,824.0,,785.0,807.0,,,,824.0
677.0,,725.0,,,824.0,,785.0,807.0,,,,785.0
677.0,,725.0,,,824.0,,785.0,807.0,,,,807.0
,683.0,,666.0,649.0,,589.0,,,776.0,,,683.0
,683.0,,666.0,649.0,,589.0,,,776.0,,,666.0
,683.0,,666.0,649.0,,589.0,,,776.0,,,649.0
,683.0,,666.0,649.0,,589.0,,,776.0,,,589.0
,683.0,,666.0,649.0,,589.0,,,776.0,,,776.0
682.0,,717.0,,,812.0,,778.0,792.0,,,,682.0
682.0,,717.0,,,812.0,,778.0,792.0,,,,717.0
682.0,,717.0,,,812.0,,778.0,792.0,,,,812.0
682.0,,717.0,,,812.0,,778.0,792.0,,,,778.0
682.0,,717.0,,,812.0,,778.0,792.0,,,,792.0
,683.0,,676.0,654.0,,591.0,,,758.0,,,683.0
,683.0,,676.0,654.0,,591.0,,,758.0,,,676.0
,683.0,,676.0,654.0,,591.0,,,758.0,,,654.0
,683.0,,676.0,654.0,,591.0,,,758.0,,,591.0
,683.0,,676.0,654.0,,591.0,,,758.0,,,758.0
678.0,,689.0,,643.0,,589.0,,778.0,,,,678.0
678.0,,689.0,,643.0,,589.0,,778.0,,,,689.0
678.0,,689.0,,643.0,,589.0,,778.0,,,,643.0
678.0,,689.0,,643.0,,589.0,,778.0,,,,589.0
678.0,,689.0,,643.0,,589.0,,778.0,,,,778.0
,682.0,,695.0,,812.0,,771.0,,762.0,,,682.0
,682.0,,695.0,,812.0,,771.0,,762.0,,,695.0
,682.0,,695.0,,812.0,,771.0,,762.0,,,812.0
,682.0,,695.0,,812.0,,771.0,,762.0,,,771.0
,682.0,,695.0,,812.0,,771.0,,762.0,,,762.0
652.0,,693.0,,632.0,,585.0,,791.0,,,,652.0
652.0,,693.0,,632.0,,585.0,,791.0,,,,693.0
652.0,,693.0,,632.0,,585.0,,791.0,,,,632.0
652.0,,693.0,,632.0,,585.0,,791.0,,,,585.0
652.0,,693.0,,632.0,,585.0,,791.0,,,,791.0
,680.0,,707.0,,806.0,,746.0,,772.0,,,680.0
,680.0,,707.0,,806.0,,746.0,,772.0,,,707.0
,680.0,,707.0,,806.0,,746.0,,772.0,,,806.0
,680.0,,707.0,,806.0,,746.0,,772.0,,,746.0
,680.0,,707.0,,806.0,,746.0,,772.0,,,772.0
634.0,,703.0,,615.0,,577.0,,785.0,,,,634.0
634.0,,703.0,,615.0,,577.0,,785.0,,,,703.0
634.0,,703.0,,615.0,,577.0,,785.0,,,,615.0
634.0,,703.0,,615.0,,577.0,,785.0,,,,577.0
634.0,,703.0,,615.0,,577.0,,785.0,,,,785.0
,686.0,,709.0,,817.0,,754.0,,737.0,,,686.0
,686.0,,709.0,,817.0,,754.0,,737.0,,,709.0
,686.0,,709.0,,817.0,,754.0,,737.0,,,817.0
,686.0,,709.0,,817.0,,754.0,,737.0,,,754.0
,686.0,,709.0,,817.0,,754.0,,737.0,,,737.0
637.0,,707.0,,612.0,,584.0,,801.0,,,,637.0
637.0,,707.0,,612.0,,584.0,,801.0,,,,707.0
637.0,,707.0,,612.0,,584.0,,801.0,,,,612.0
637.0,,707.0,,612.0,,584.0,,801.0,,,,584.0
637.0,,707.0,,612.0,,584.0,,801.0,,,,801.0
,678.0,,718.0,614.0,,596.0,,,738.0,,,678.0
,678.0,,718.0,614.0,,596.0,,,738.0,,,718.0
,678.0,,718.0,614.0,,596.0,,,738.0,,,614.0
,678.0,,718.0,614.0,,596.0,,,738.0,,,596.0
,678.0,,718.0,614.0,,596.0,,,738.0,,,738.0
659.0,,692.0,,,817.0,,762.0,823.0,,,,659.0
659.0,,692.0,,,817.0,,762.0,823.0,,,,692.0
659.0,,692.0,,,817.0,,762.0,823.0,,,,817.0
659.0,,692.0,,,817.0,,762.0,823.0,,,,762.0
659.0,,692.0,,,817.0,,762.0,823.0,,,,823.0
,663.0,,712.0,620.0,,605.0,,,759.0,,,663.0
,663.0,,712.0,620.0,,605.0,,,759.0,,,712.0
,663.0,,712.0,620.0,,605.0,,,759.0,,,620.0
,663.0,,712.0,620.0,,605.0,,,759.0,,,605.0
,663.0,,712.0,620.0,,605.0,,,759.0,,,759.0
685.0,,713.0,,,811.0,,774.0,816.0,,,,685.0
685.0,,713.0,,,811.0,,774.0,816.0,,,,713.0
685.0,,713.0,,,811.0,,774.0,816.0,,,,811.0
685.0,,713.0,,,811.0,,774.0,816.0,,,,774.0
685.0,,713.0,,,811.0,,774.0,816.0,,,,816.0
,655.0,,710.0,622.0,,624.0,,,788.0,,,655.0
,655.0,,710.0,622.0,,624.0,,,788.0,,,710.0
,655.0,,710.0,622.0,,624.0,,,788.0,,,622.0
,655.0,,710.0,622.0,,624.0,,,788.0,,,624.0
,655.0,,710.0,622.0,,624.0,,,788.0,,,788.0
682.0,,721.0,,,808.0,,776.0,794.0,,,,682.0
682.0,,721.0,,,808.0,,776.0,794.0,,,,721.0
682.0,,721.0,,,808.0,,776.0,794.0,,,,808.0
682.0,,721.0,,,808.0,,776.0,794.0,,,,776.0
682.0,,721.0,,,808.0,,776.0,794.0,,,,794.0
,662.0,,698.0,617.0,,627.0,,,791.0,,,662.0
,662.0,,698.0,617.0,,627.0,,,791.0,,,698.0
,662.0,,698.0,617.0,,627.0,,,791.0,,,617.0
,662.0,,698.0,617.0,,627.0,,,791.0,,,627.0
,662.0,,698.0,617.0,,627.0,,,791.0,,,791.0
681.0,,735.0,,,793.0,,778.0,776.0,,,,681.0
681.0,,735.0,,,793.0,,778.0,776.0,,,,735.0
681.0,,735.0,,,793.0,,778.0,776.0,,,,793.0
681.0,,735.0,,,793.0,,778.0,776.0,,,,778.0
681.0,,735.0,,,793.0,,778.0,776.0,,,,776.0
,661.0,,685.0,614.0,,610.0,,,769.0,,,661.0
,661.0,,685.0,614.0,,610.0,,,769.0,,,685.0
,661.0,,685.0,614.0,,610.0,,,769.0,,,614.0
,661.0,,685.0,614.0,,610.0,,,769.0,,,610.0
,661.0,,685.0,614.0,,610.0,,,769.0,,,769.0
716.0,,708.0,,609.0,,616.0,,780.0,,,,716.0
716.0,,708.0,,609.0,,616.0,,780.0,,,,708.0
716.0,,708.0,,609.0,,616.0,,780.0,,,,609.0
716.0,,708.0,,609.0,,616.0,,780.0,,,,616.0
716.0,,708.0,,609.0,,616.0,,780.0,,,,780.0
,669.0,,680.0,,784.0,,765.0,,777.0,,,669.0
,669.0,,680.0,,784.0,,765.0,,777.0,,,680.0
,669.0,,680.0,,784.0,,765.0,,777.0,,,784.0
,669.0,,680.0,,784.0,,765.0,,777.0,,,765.0
,669.0,,680.0,,784.0,,765.0,,777.0,,,777.0
768.0,,698.0,,600.0,,617.0,,769.0,,,,768.0
768.0,,698.0,,600.0,,617.0,,769.0,,,,698.0
768.0,,698.0,,600.0,,617.0,,769.0,,,,600.0
768.0,,698.0,,600.0,,617.0,,769.0,,,,617.0
768.0,,698.0,,600.0,,617.0,,769.0,,,,769.0
,659.0,,680.0,,801.0,,751.0,,762.0,,,659.0
,659.0,,680.0,,801.0,,751.0,,762.0,,,680.0
,659.0,,680.0,,801.0,,751.0,,762.0,,,801.0
,659.0,,680.0,,801.0,,751.0,,762.0,,,751.0
,659.0,,680.0,,801.0,,751.0,,762.0,,,762.0
797.0,,710.0,,602.0,,623.0,,770.0,,,,797.0
797.0,,710.0,,602.0,,623.0,,770.0,,,,710.0
797.0,,710.0,,602.0,,623.0,,770.0,,,,602.0
797.0,,710.0,,602.0,,623.0,,770.0,,,,623.0
797.0,,710.0,,602.0,,623.0,,770.0,,,,770.0
,656.0,,677.0,,809.0,,752.0,,742.0,,,656.0
,656.0,,677.0,,809.0,,752.0,,742.0,,,677.0
,656.0,,677.0,,809.0,,752.0,,742.0,,,809.0
,656.0,,677.0,,809.0,,752.0,,742.0,,,752.0
,656.0,,677.0,,809.0,,752.0,,742.0,,,742.0
754.0,,724.0,,609.0,,624.0,,764.0,,,,754.0
754.0,,724.0,,609.0,,624.0,,764.0,,,,724.0
754.0,,724.0,,609.0,,624.0,,764.0,,,,609.0
754.0,,724.0,,609.0,,624.0,,764.0,,,,624.0
754.0,,724.0,,609.0,,624.0,,764.0,,,,764.0
,662.0,,667.0,617.0,,,761.0,,759.0,,,662.0
,662.0,,667.0,617.0,,,761.0,,759.0,,,667.0
,662.0,,667.0,617.0,,,761.0,,759.0,,,617.0
,662.0,,667.0,617.0,,,761.0,,759.0,,,761.0
,662.0,,667.0,617.0,,,761.0,,759.0,,,759.0
744.0,,711.0,,,817.0,617.0,,747.0,,,,744.0
744.0,,711.0,,,817.0,617.0,,747.0,,,,711.0
744.0,,711.0,,,817.0,617.0,,747.0,,,,817.0
744.0,,711.0,,,817.0,617.0,,747.0,,,,617.0
744.0,,711.0,,,817.0,617.0,,747.0,,,,747.0
,658.0,,654.0,616.0,,613.0,767.0,,781.0,,,658.0
,658.0,,654.0,616.0,,613.0,767.0,,781.0,,,654.0
,658.0,,654.0,616.0,,613.0,767.0,,781.0,,,616.0
,658.0,,654.0,616.0,,613.0,767.0,,781.0,,,613.0
,658.0,,654.0,616.0,,613.0,767.0,,781.0,,,767.0
,658.0,,654.0,616.0,,613.0,767.0,,781.0,,,781.0
734.0,,694.0,,,834.0,614.0,,747.0,,,,734.0
734.0,,694.0,,,834.0,614.0,,747.0,,,,694.0
734.0,,694.0,,,834.0,614.0,,747.0,,,,834.0
734.0,,694.0,,,834.0,614.0,,747.0,,,,614.0
734.0,,694.0,,,834.0,614.0,,747.0,,,,747.0
,674.0,,647.0,622.0,,,783.0,,774.0,,,674.0
,674.0,,647.0,622.0,,,783.0,,774.0,,,647.0
,674.0,,647.0,622.0,,,783.0,,774.0,,,622.0
,674.0,,647.0,622.0,,,783.0,,774.0,,,783.0
,674.0,,647.0,622.0,,,783.0,,774.0,,,774.0
706.0,,707.0,,,837.0,610.0,,738.0,,,,706.0
706.0,,707.0,,,837.0,610.0,,738.0,,,,707.0
706.0,,707.0,,,837.0,610.0,,738.0,,,,837.0
706.0,,707.0,,,837.0,610.0,,738.0,,,,610.0
706.0,,707.0,,,837.0,610.0,,738.0,,,,738.0
,678.0,,646.0,633.0,,,798.0,,797.0,,,678.0
,678.0,,646.0,633.0,,,798.0,,797.0,,,646.0
,678.0,,646.0,633.0,,,798.0,,797.0,,,633.0
,678.0,,646.0,633.0,,,798.0,,797.0,,,798.0
,678.0,,646.0,633.0,,,798.0,,797.0,,,797.0
,669.0,718.0,,627.0,,597.0,,759.0,,,,669.0
,669.0,718.0,,627.0,,597.0,,759.0,,,,718.0
,669.0,718.0,,627.0,,597.0,,759.0,,,,627.0
,669.0,718.0,,627.0,,597.0,,759.0,,,,597.0
,669.0,718.0,,627.0,,597.0,,759.0,,,,759.0
689.0,,,669.0,,847.0,,802.0,,813.0,,,689.0
689.0,,,669.0,,847.0,,802.0,,813.0,,,669.0
689.0,,,669.0,,847.0,,802.0,,813.0,,,847.0
689.0,,,669.0,,847.0,,802.0,,813.0,,,802.0
689.0,,,669.0,,847.0,,802.0,,813.0,,,813.0
,649.0,732.0,,620.0,,590.0,,779.0,,,,649.0
,649.0,732.0,,620.0,,590.0,,779.0,,,,732.0
,649.0,732.0,,620.0,,590.0,,779.0,,,,620.0
,649.0,732.0,,620.0,,590.0,,779.0,,,,590.0
,649.0,732.0,,620.0,,590.0,,779.0,,,,779.0
