M-A,M-B,S-A,S-B,M-C,M-D,S-C,S-D,M-E,M-F,S-E,S-F,All
,703.0,715.0,,,808.0,,779.0,802.0,,712.0,,703.0
,703.0,715.0,,,808.0,,779.0,802.0,,712.0,,715.0
,703.0,715.0,,,808.0,,779.0,802.0,,712.0,,808.0
,703.0,715.0,,,808.0,,779.0,802.0,,712.0,,779.0
,703.0,715.0,,,808.0,,779.0,802.0,,712.0,,802.0
,703.0,715.0,,,808.0,,779.0,802.0,,712.0,,712.0
739.0,,,674.0,592.0,,593.0,,,817.0,,828.0,739.0
739.0,,,674.0,592.0,,593.0,,,817.0,,828.0,674.0
739.0,,,674.0,592.0,,593.0,,,817.0,,828.0,592.0
739.0,,,674.0,592.0,,593.0,,,817.0,,828.0,593.0
739.0,,,674.0,592.0,,593.0,,,817.0,,828.0,817.0
739.0,,,674.0,592.0,,593.0,,,817.0,,828.0,828.0
,698.0,705.0,,,815.0,,769.0,810.0,,713.0,,698.0
,698.0,705.0,,,815.0,,769.0,810.0,,713.0,,705.0
,698.0,705.0,,,815.0,,769.0,810.0,,713.0,,815.0
,698.0,705.0,,,815.0,,769.0,810.0,,713.0,,769.0
,698.0,705.0,,,815.0,,769.0,810.0,,713.0,,810.0
,698.0,705.0,,,815.0,,769.0,810.0,,713.0,,713.0
710.0,,,672.0,594.0,,597.0,,,794.0,,810.0,710.0
710.0,,,672.0,594.0,,597.0,,,794.0,,810.0,672.0
710.0,,,672.0,594.0,,597.0,,,794.0,,810.0,594.0
710.0,,,672.0,594.0,,597.0,,,794.0,,810.0,597.0
710.0,,,672.0,594.0,,597.0,,,794.0,,810.0,794.0
710.0,,,672.0,594.0,,597.0,,,794.0,,810.0,810.0
,692.0,727.0,,597.0,,,752.0,804.0,,723.0,,692.0
,692.0,727.0,,597.0,,,752.0,804.0,,723.0,,727.0
,692.0,727.0,,597.0,,,752.0,804.0,,723.0,,597.0
,692.0,727.0,,597.0,,,752.0,804.0,,723.0,,752.0
,692.0,727.0,,597.0,,,752.0,804.0,,723.0,,804.0
,692.0,727.0,,597.0,,,752.0,804.0,,723.0,,723.0
,673.0,,675.0,,814.0,607.0,,,793.0,,779.0,673.0
,673.0,,675.0,,814.0,607.0,,,793.0,,779.0,675.0
,673.0,,675.0,,814.0,607.0,,,793.0,,779.0,814.0
,673.0,,675.0,,814.0,607.0,,,793.0,,779.0,607.0
,673.0,,675.0,,814.0,607.0,,,793.0,,779.0,793.0
,673.0,,675.0,,814.0,607.0,,,793.0,,779.0,779.0
728.0,,749.0,,602.0,,,759.0,802.0,,730.0,,728.0
728.0,,749.0,,602.0,,,759.0,802.0,,730.0,,749.0
728.0,,749.0,,602.0,,,759.0,802.0,,730.0,,602.0
728.0,,749.0,,602.0,,,759.0,802.0,,730.0,,759.0
728.0,,749.0,,602.0,,,759.0,802.0,,730.0,,802.0
728.0,,749.0,,602.0,,,759.0,802.0,,730.0,,730.0
,655.0,,670.0,,819.0,616.0,,,790.0,,806.0,655.0
,655.0,,670.0,,819.0,616.0,,,790.0,,806.0,670.0
,655.0,,670.0,,819.0,616.0,,,790.0,,806.0,819.0
,655.0,,670.0,,819.0,616.0,,,790.0,,806.0,616.0
,655.0,,670.0,,819.0,616.0,,,790.0,,806.0,790.0
,655.0,,670.0,,819.0,616.0,,,790.0,,806.0,806.0
750.0,,725.0,,609.0,,619.0,,783.0,,727.0,,750.0
750.0,,725.0,,609.0,,619.0,,783.0,,727.0,,725.0
750.0,,725.0,,609.0,,619.0,,783.0,,727.0,,609.0
750.0,,725.0,,609.0,,619.0,,783.0,,727.0,,619.0
750.0,,725.0,,609.0,,619.0,,783.0,,727.0,,783.0
750.0,,725.0,,609.0,,619.0,,783.0,,727.0,,727.0
,651.0,,666.0,,808.0,,759.0,,745.0,,839.0,651.0
,651.0,,666.0,,808.0,,759.0,,745.0,,839.0,666.0
,651.0,,666.0,,808.0,,759.0,,745.0,,839.0,808.0
,651.0,,666.0,,808.0,,759.0,,745.0,,839.0,759.0
,651.0,,666.0,,808.0,,759.0,,745.0,,839.0,745.0
,651.0,,666.0,,808.0,,759.0,,745.0,,839.0,839.0
740.0,,706.0,,611.0,,609.0,,771.0,,741.0,,740.0
740.0,,706.0,,611.0,,609.0,,771.0,,741.0,,706.0
740.0,,706.0,,611.0,,609.0,,771.0,,741.0,,611.0
740.0,,706.0,,611.0,,609.0,,771.0,,741.0,,609.0
740.0,,706.0,,611.0,,609.0,,771.0,,741.0,,771.0
740.0,,706.0,,611.0,,609.0,,771.0,,741.0,,741.0
,659.0,,658.0,612.0,,,755.0,,723.0,,845.0,659.0
,659.0,,658.0,612.0,,,755.0,,723.0,,845.0,658.0
,659.0,,658.0,612.0,,,755.0,,723.0,,845.0,612.0
,659.0,,658.0,612.0,,,755.0,,723.0,,845.0,755.0
,659.0,,658.0,612.0,,,755.0,,723.0,,845.0,723.0
,659.0,,658.0,612.0,,,755.0,,723.0,,845.0,845.0
729.0,,726.0,,,809.0,610.0,,779.0,,743.0,,729.0
729.0,,726.0,,,809.0,610.0,,779.0,,743.0,,726.0
729.0,,726.0,,,809.0,610.0,,779.0,,743.0,,809.0
729.0,,726.0,,,809.0,610.0,,779.0,,743.0,,610.0
729.0,,726.0,,,809.0,610.0,,779.0,,743.0,,779.0
729.0,,726.0,,,809.0,610.0,,779.0,,743.0,,743.0
,672.0,,651.0,608.0,,,755.0,,713.0,751.0,,672.0
,672.0,,651.0,608.0,,,755.0,,713.0,751.0,,651.0
,672.0,,651.0,608.0,,,755.0,,713.0,751.0,,608.0
,672.0,,651.0,608.0,,,755.0,,713.0,751.0,,755.0
,672.0,,651.0,608.0,,,755.0,,713.0,751.0,,713.0
,672.0,,651.0,608.0,,,755.0,,713.0,751.0,,751.0
740.0,,736.0,,,810.0,603.0,,791.0,,,837.0,740.0
740.0,,736.0,,,810.0,603.0,,791.0,,,837.0,736.0
740.0,,736.0,,,810.0,603.0,,791.0,,,837.0,810.0
740.0,,736.0,,,810.0,603.0,,791.0,,,837.0,603.0
740.0,,736.0,,,810.0,603.0,,791.0,,,837.0,791.0
740.0,,736.0,,,810.0,603.0,,791.0,,,837.0,837.0
,669.0,,646.0,602.0,,,752.0,,684.0,748.0,,669.0
,669.0,,646.0,602.0,,,752.0,,684.0,748.0,,646.0
,669.0,,646.0,602.0,,,752.0,,684.0,748.0,,602.0
,669.0,,646.0,602.0,,,752.0,,684.0,748.0,,752.0
,669.0,,646.0,602.0,,,752.0,,684.0,748.0,,684.0
,669.0,,646.0,602.0,,,752.0,,684.0,748.0,,748.0
766.0,,702.0,,,805.0,591.0,,,701.0,,827.0,766.0
766.0,,702.0,,,805.0,591.0,,,701.0,,827.0,702.0
766.0,,702.0,,,805.0,591.0,,,701.0,,827.0,805.0
766.0,,702.0,,,805.0,591.0,,,701.0,,827.0,591.0
766.0,,702.0,,,805.0,591.0,,,701.0,,827.0,701.0
766.0,,702.0,,,805.0,591.0,,,701.0,,827.0,827.0
,657.0,,637.0,601.0,,576.0,,804.0,,742.0,,657.0
,657.0,,637.0,601.0,,576.0,,804.0,,742.0,,637.0
,657.0,,637.0,601.0,,576.0,,804.0,,742.0,,601.0
,657.0,,637.0,601.0,,576.0,,804.0,,742.0,,576.0
,657.0,,637.0,601.0,,576.0,,804.0,,742.0,,804.0
,657.0,,637.0,601.0,,576.0,,804.0,,742.0,,742.0
733.0,,674.0,,599.0,,,742.0,,788.0,,835.0,733.0
733.0,,674.0,,599.0,,,742.0,,788.0,,835.0,674.0
733.0,,674.0,,599.0,,,742.0,,788.0,,835.0,599.0
733.0,,674.0,,599.0,,,742.0,,788.0,,835.0,742.0
733.0,,674.0,,599.0,,,742.0,,788.0,,835.0,788.0
733.0,,674.0,,599.0,,,742.0,,788.0,,835.0,835.0
,676.0,,631.0,,796.0,578.0,,813.0,,757.0,,676.0
,676.0,,631.0,,796.0,578.0,,813.0,,757.0,,631.0
,676.0,,631.0,,796.0,578.0,,813.0,,757.0,,796.0
,676.0,,631.0,,796.0,578.0,,813.0,,757.0,,578.0
,676.0,,631.0,,796.0,578.0,,813.0,,757.0,,813.0
,676.0,,631.0,,796.0,578.0,,813.0,,757.0,,757.0
712.0,,670.0,,596.0,,,756.0,,778.0,,787.0,712.0
712.0,,670.0,,596.0,,,756.0,,778.0,,787.0,670.0
712.0,,670.0,,596.0,,,756.0,,778.0,,787.0,596.0
712.0,,670.0,,596.0,,,756.0,,778.0,,787.0,756.0
712.0,,670.0,,596.0,,,756.0,,778.0,,787.0,778.0
712.0,,670.0,,596.0,,,756.0,,778.0,,787.0,787.0
,685.0,,620.0,,780.0,581.0,,830.0,,762.0,,685.0
,685.0,,620.0,,780.0,581.0,,830.0,,762.0,,620.0
,685.0,,620.0,,780.0,581.0,,830.0,,762.0,,780.0
,685.0,,620.0,,780.0,581.0,,830.0,,762.0,,581.0
,685.0,,620.0,,780.0,581.0,,830.0,,762.0,,830.0
,685.0,,620.0,,780.0,581.0,,830.0,,762.0,,762.0
731.0,,,631.0,593.0,,,761.0,,829.0,,786.0,731.0
731.0,,,631.0,593.0,,,761.0,,829.0,,786.0,631.0
731.0,,,631.0,593.0,,,761.0,,829.0,,786.0,593.0
731.0,,,631.0,593.0,,,761.0,,829.0,,786.0,761.0
731.0,,,631.0,593.0,,,761.0,,829.0,,786.0,829.0
731.0,,,631.0,593.0,,,761.0,,829.0,,786.0,786.0
,691.0,673.0,,,778.0,591.0,,837.0,,769.0,,691.0
,691.0,673.0,,,778.0,591.0,,837.0,,769.0,,673.0
,691.0,673.0,,,778.0,591.0,,837.0,,769.0,,778.0
,691.0,673.0,,,778.0,591.0,,837.0,,769.0,,591.0
,691.0,673.0,,,778.0,591.0,,837.0,,769.0,,837.0
,691.0,673.0,,,778.0,591.0,,837.0,,769.0,,769.0
,697.0,,655.0,594.0,,593.0,,,878.0,,807.0,697.0
,697.0,,655.0,594.0,,593.0,,,878.0,,807.0,655.0
,697.0,,655.0,594.0,,593.0,,,878.0,,807.0,594.0
,697.0,,655.0,594.0,,593.0,,,878.0,,807.0,593.0
,697.0,,655.0,594.0,,593.0,,,878.0,,807.0,878.0
,697.0,,655.0,594.0,,593.0,,,878.0,,807.0,807.0
765.0,,740.0,,603.0,,,774.0,829.0,,783.0,,765.0
765.0,,740.0,,603.0,,,774.0,829.0,,783.0,,740.0
765.0,,740.0,,603.0,,,774.0,829.0,,783.0,,603.0
765.0,,740.0,,603.0,,,774.0,829.0,,783.0,,774.0
765.0,,740.0,,603.0,,,774.0,829.0,,783.0,,829.0
765.0,,740.0,,603.0,,,774.0,829.0,,783.0,,783.0
,696.0,,671.0,,783.0,580.0,,,848.0,,811.0,696.0
,696.0,,671.0,,783.0,580.0,,,848.0,,811.0,671.0
,696.0,,671.0,,783.0,580.0,,,848.0,,811.0,783.0
,696.0,,671.0,,783.0,580.0,,,848.0,,811.0,580.0
,696.0,,671.0,,783.0,580.0,,,848.0,,811.0,848.0
,696.0,,671.0,,783.0,580.0,,,848.0,,811.0,811.0
736.0,,775.0,,622.0,,,780.0,812.0,,788.0,,736.0
736.0,,775.0,,622.0,,,780.0,812.0,,788.0,,775.0
736.0,,775.0,,622.0,,,780.0,812.0,,788.0,,622.0
736.0,,775.0,,622.0,,,780.0,812.0,,788.0,,780.0
736.0,,775.0,,622.0,,,780.0,812.0,,788.0,,812.0
736.0,,775.0,,622.0,,,780.0,812.0,,788.0,,788.0
,690.0,,683.0,,803.0,593.0,,,831.0,,774.0,690.0
,690.0,,683.0,,803.0,593.0,,,831.0,,774.0,683.0
,690.0,,683.0,,803.0,593.0,,,831.0,,774.0,803.0
,690.0,,683.0,,803.0,593.0,,,831.0,,774.0,593.0
,690.0,,683.0,,803.0,593.0,,,831.0,,774.0,831.0
,690.0,,683.0,,803.0,593.0,,,831.0,,774.0,774.0
731.0,,756.0,,611.0,,,770.0,795.0,,774.0,,731.0
731.0,,756.0,,611.0,,,770.0,795.0,,774.0,,756.0
731.0,,756.0,,611.0,,,770.0,795.0,,774.0,,611.0
731.0,,756.0,,611.0,,,770.0,795.0,,774.0,,770.0
731.0,,756.0,,611.0,,,770.0,795.0,,774.0,,795.0
731.0,,756.0,,611.0,,,770.0,795.0,,774.0,,774.0
,688.0,,685.0,,826.0,605.0,,,834.0,,808.0,688.0
,688.0,,685.0,,826.0,605.0,,,834.0,,808.0,685.0
,688.0,,685.0,,826.0,605.0,,,834.0,,808.0,826.0
,688.0,,685.0,,826.0,605.0,,,834.0,,808.0,605.0
,688.0,,685.0,,826.0,605.0,,,834.0,,808.0,834.0
,688.0,,685.0,,826.0,605.0,,,834.0,,808.0,808.0
772.0,,724.0,,627.0,,614.0,,799.0,,770.0,,772.0
772.0,,724.0,,627.0,,614.0,,799.0,,770.0,,724.0
772.0,,724.0,,627.0,,614.0,,799.0,,770.0,,627.0
772.0,,724.0,,627.0,,614.0,,799.0,,770.0,,614.0
772.0,,724.0,,627.0,,614.0,,799.0,,770.0,,799.0
772.0,,724.0,,627.0,,614.0,,799.0,,770.0,,770.0
,693.0,,697.0,638.0,,,781.0,,804.0,,834.0,693.0
,693.0,,697.0,638.0,,,781.0,,804.0,,834.0,697.0
,693.0,,697.0,638.0,,,781.0,,804.0,,834.0,638.0
,693.0,,697.0,638.0,,,781.0,,804.0,,834.0,781.0
,693.0,,697.0,638.0,,,781.0,,804.0,,834.0,804.0
,693.0,,697.0,638.0,,,781.0,,804.0,,834.0,834.0
790.0,,692.0,,,836.0,619.0,,801.0,,775.0,,790.0
790.0,,692.0,,,836.0,619.0,,801.0,,775.0,,692.0
790.0,,692.0,,,836.0,619.0,,801.0,,775.0,,836.0
790.0,,692.0,,,836.0,619.0,,801.0,,775.0,,619.0
790.0,,692.0,,,836.0,619.0,,801.0,,775.0,,801.0
790.0,,692.0,,,836.0,619.0,,801.0,,775.0,,775.0
,703.0,,702.0,653.0,,,785.0,,768.0,,794.0,703.0
,703.0,,702.0,653.0,,,785.0,,768.0,,794.0,702.0
,703.0,,702.0,653.0,,,785.0,,768.0,,794.0,653.0
,703.0,,702.0,653.0,,,785.0,,768.0,,794.0,785.0
,703.0,,702.0,653.0,,,785.0,,768.0,,794.0,768.0
,703.0,,702.0,653.0,,,785.0,,768.0,,794.0,794.0
740.0,,695.0,,,829.0,620.0,,799.0,,766.0,,740.0
740.0,,695.0,,,829.0,620.0,,799.0,,766.0,,695.0
740.0,,695.0,,,829.0,620.0,,799.0,,766.0,,829.0
740.0,,695.0,,,829.0,620.0,,799.0,,766.0,,620.0
740.0,,695.0,,,829.0,620.0,,799.0,,766.0,,799.0
740.0,,695.0,,,829.0,620.0,,799.0,,766.0,,766.0
,703.0,,701.0,654.0,,,773.0,,784.0,,765.0,703.0
,703.0,,701.0,654.0,,,773.0,,784.0,,765.0,701.0
,703.0,,701.0,654.0,,,773.0,,784.0,,765.0,654.0
,703.0,,701.0,654.0,,,773.0,,784.0,,765.0,773.0
,703.0,,701.0,654.0,,,773.0,,784.0,,765.0,784.0
,703.0,,701.0,654.0,,,773.0,,784.0,,765.0,765.0
730.0,,708.0,,,832.0,617.0,,800.0,,765.0,,730.0
730.0,,708.0,,,832.0,617.0,,800.0,,765.0,,708.0
730.0,,708.0,,,832.0,617.0,,800.0,,765.0,,832.0
730.0,,708.0,,,832.0,617.0,,800.0,,765.0,,617.0
730.0,,708.0,,,832.0,617.0,,800.0,,765.0,,800.0
730.0,,708.0,,,832.0,617.0,,800.0,,765.0,,765.0
,690.0,,703.0,648.0,,,759.0,,813.0,,792.0,690.0
,690.0,,703.0,648.0,,,759.0,,813.0,,792.0,703.0
,690.0,,703.0,648.0,,,759.0,,813.0,,792.0,648.0
,690.0,,703.0,648.0,,,759.0,,813.0,,792.0,759.0
,690.0,,703.0,648.0,,,759.0,,813.0,,792.0,813.0
,690.0,,703.0,648.0,,,759.0,,813.0,,792.0,792.0
742.0,,738.0,,,819.0,609.0,,793.0,,749.0,,742.0
742.0,,738.0,,,819.0,609.0,,793.0,,749.0,,738.0
742.0,,738.0,,,819.0,609.0,,793.0,,749.0,,819.0
742.0,,738.0,,,819.0,609.0,,793.0,,749.0,,609.0
742.0,,738.0,,,819.0,609.0,,793.0,,749.0,,793.0
742.0,,738.0,,,819.0,609.0,,793.0,,749.0,,749.0
,674.0,,697.0,635.0,,607.0,744.0,,825.0,,819.0,674.0
,674.0,,697.0,635.0,,607.0,744.0,,825.0,,819.0,697.0
,674.0,,697.0,635.0,,607.0,744.0,,825.0,,819.0,635.0
,674.0,,697.0,635.0,,607.0,744.0,,825.0,,819.0,607.0
,674.0,,697.0,635.0,,607.0,744.0,,825.0,,819.0,744.0
,674.0,,697.0,635.0,,607.0,744.0,,825.0,,819.0,825.0
,674.0,,697.0,635.0,,607.0,744.0,,825.0,,819.0,819.0
765.0,,751.0,,636.0,,613.0,,787.0,,757.0,,765.0
765.0,,751.0,,636.0,,613.0,,787.0,,757.0,,751.0
765.0,,751.0,,636.0,,613.0,,787.0,,757.0,,636.0
765.0,,751.0,,636.0,,613.0,,787.0,,757.0,,613.0
765.0,,751.0,,636.0,,613.0,,787.0,,757.0,,787.0
765.0,,751.0,,636.0,,613.0,,787.0,,757.0,,757.0
,682.0,,687.0,,802.0,,757.0,804.0,,,800.0,682.0
,682.0,,687.0,,802.0,,757.0,804.0,,,800.0,687.0
,682.0,,687.0,,802.0,,757.0,804.0,,,800.0,802.0
,682.0,,687.0,,802.0,,757.0,804.0,,,800.0,757.0
,682.0,,687.0,,802.0,,757.0,804.0,,,800.0,804.0
,682.0,,687.0,,802.0,,757.0,804.0,,,800.0,800.0
735.0,,729.0,,627.0,,618.0,,,829.0,769.0,,735.0
735.0,,729.0,,627.0,,618.0,,,829.0,769.0,,729.0
735.0,,729.0,,627.0,,618.0,,,829.0,769.0,,627.0
735.0,,729.0,,627.0,,618.0,,,829.0,769.0,,618.0
735.0,,729.0,,627.0,,618.0,,,829.0,769.0,,829.0
735.0,,729.0,,627.0,,618.0,,,829.0,769.0,,769.0
,688.0,,674.0,,803.0,,756.0,806.0,,,799.0,688.0
,688.0,,674.0,,803.0,,756.0,806.0,,,799.0,674.0
,688.0,,674.0,,803.0,,756.0,806.0,,,799.0,803.0
,688.0,,674.0,,803.0,,756.0,806.0,,,799.0,756.0
,688.0,,674.0,,803.0,,756.0,806.0,,,799.0,806.0
,688.0,,674.0,,803.0,,756.0,806.0,,,799.0,799.0
744.0,,735.0,,619.0,,612.0,,,812.0,772.0,,744.0
744.0,,735.0,,619.0,,612.0,,,812.0,772.0,,735.0
744.0,,735.0,,619.0,,612.0,,,812.0,772.0,,619.0
744.0,,735.0,,619.0,,612.0,,,812.0,772.0,,612.0
744.0,,735.0,,619.0,,612.0,,,812.0,772.0,,812.0
744.0,,735.0,,619.0,,612.0,,,812.0,772.0,,772.0
,704.0,,650.0,,804.0,,765.0,812.0,,,849.0,704.0
,704.0,,650.0,,804.0,,765.0,812.0,,,849.0,650.0
,704.0,,650.0,,804.0,,765.0,812.0,,,849.0,804.0
,704.0,,650.0,,804.0,,765.0,812.0,,,849.0,765.0
,704.0,,650.0,,804.0,,765.0,812.0,,,849.0,812.0
,704.0,,650.0,,804.0,,765.0,812.0,,,849.0,849.0
767.0,,745.0,,611.0,,599.0,,,820.0,782.0,,767.0
767.0,,745.0,,611.0,,599.0,,,820.0,782.0,,745.0
767.0,,745.0,,611.0,,599.0,,,820.0,782.0,,611.0
767.0,,745.0,,611.0,,599.0,,,820.0,782.0,,599.0
767.0,,745.0,,611.0,,599.0,,,820.0,782.0,,820.0
767.0,,745.0,,611.0,,599.0,,,820.0,782.0,,782.0
,715.0,,655.0,609.0,,584.0,,,779.0,,832.0,715.0
,715.0,,655.0,609.0,,584.0,,,779.0,,832.0,655.0
,715.0,,655.0,609.0,,584.0,,,779.0,,832.0,609.0
,715.0,,655.0,609.0,,584.0,,,779.0,,832.0,584.0
,715.0,,655.0,609.0,,584.0,,,779.0,,832.0,779.0
,715.0,,655.0,609.0,,584.0,,,779.0,,832.0,832.0
,722.0,,642.0,,814.0,,770.0,811.0,,798.0,,722.0
,722.0,,642.0,,814.0,,770.0,811.0,,798.0,,642.0
,722.0,,642.0,,814.0,,770.0,811.0,,798.0,,814.0
,722.0,,642.0,,814.0,,770.0,811.0,,798.0,,770.0
,722.0,,642.0,,814.0,,770.0,811.0,,798.0,,811.0
,722.0,,642.0,,814.0,,770.0,811.0,,798.0,,798.0
804.0,,749.0,,619.0,,589.0,,,774.0,,773.0,804.0
804.0,,749.0,,619.0,,589.0,,,774.0,,773.0,749.0
804.0,,749.0,,619.0,,589.0,,,774.0,,773.0,619.0
804.0,,749.0,,619.0,,589.0,,,774.0,,773.0,589.0
804.0,,749.0,,619.0,,589.0,,,774.0,,773.0,774.0
804.0,,749.0,,619.0,,589.0,,,774.0,,773.0,773.0
,709.0,,643.0,,821.0,,783.0,795.0,,798.0,,709.0
,709.0,,643.0,,821.0,,783.0,795.0,,798.0,,643.0
,709.0,,643.0,,821.0,,783.0,795.0,,798.0,,821.0
,709.0,,643.0,,821.0,,783.0,795.0,,798.0,,783.0
,709.0,,643.0,,821.0,,783.0,795.0,,798.0,,795.0
,709.0,,643.0,,821.0,,783.0,795.0,,798.0,,798.0
771.0,,712.0,,630.0,,596.0,,777.0,,,766.0,771.0
771.0,,712.0,,630.0,,596.0,,777.0,,,766.0,712.0
771.0,,712.0,,630.0,,596.0,,777.0,,,766.0,630.0
771.0,,712.0,,630.0,,596.0,,777.0,,,766.0,596.0
771.0,,712.0,,630.0,,596.0,,777.0,,,766.0,777.0
771.0,,712.0,,630.0,,596.0,,777.0,,,766.0,766.0
,689.0,,635.0,,815.0,,812.0,,806.0,788.0,,689.0
,689.0,,635.0,,815.0,,812.0,,806.0,788.0,,635.0
,689.0,,635.0,,815.0,,812.0,,806.0,788.0,,815.0
,689.0,,635.0,,815.0,,812.0,,806.0,788.0,,812.0
,689.0,,635.0,,815.0,,812.0,,806.0,788.0,,806.0
,689.0,,635.0,,815.0,,812.0,,806.0,788.0,,788.0
754.0,,702.0,,625.0,,602.0,,786.0,,,776.0,754.0
754.0,,702.0,,625.0,,602.0,,786.0,,,776.0,702.0
754.0,,702.0,,625.0,,602.0,,786.0,,,776.0,625.0
754.0,,702.0,,625.0,,602.0,,786.0,,,776.0,602.0
754.0,,702.0,,625.0,,602.0,,786.0,,,776.0,786.0
754.0,,702.0,,625.0,,602.0,,786.0,,,776.0,776.0
,681.0,,635.0,,796.0,602.0,,,843.0,755.0,,681.0
,681.0,,635.0,,796.0,602.0,,,843.0,755.0,,635.0
,681.0,,635.0,,796.0,602.0,,,843.0,755.0,,796.0
,681.0,,635.0,,796.0,602.0,,,843.0,755.0,,602.0
,681.0,,635.0,,796.0,602.0,,,843.0,755.0,,843.0
,681.0,,635.0,,796.0,602.0,,,843.0,755.0,,755.0
759.0,,698.0,,634.0,,,802.0,785.0,,,795.0,759.0
759.0,,698.0,,634.0,,,802.0,785.0,,,795.0,698.0
759.0,,698.0,,634.0,,,802.0,785.0,,,795.0,634.0
759.0,,698.0,,634.0,,,802.0,785.0,,,795.0,802.0
759.0,,698.0,,634.0,,,802.0,785.0,,,795.0,785.0
759.0,,698.0,,634.0,,,802.0,785.0,,,795.0,795.0
,660.0,,641.0,642.0,,600.0,,,799.0,755.0,,660.0
,660.0,,641.0,642.0,,600.0,,,799.0,755.0,,641.0
,660.0,,641.0,642.0,,600.0,,,799.0,755.0,,642.0
,660.0,,641.0,642.0,,600.0,,,799.0,755.0,,600.0
,660.0,,641.0,642.0,,600.0,,,799.0,755.0,,799.0
,660.0,,641.0,642.0,,600.0,,,799.0,755.0,,755.0
745.0,,702.0,,,796.0,,796.0,789.0,,,773.0,745.0
745.0,,702.0,,,796.0,,796.0,789.0,,,773.0,702.0
745.0,,702.0,,,796.0,,796.0,789.0,,,773.0,796.0
745.0,,702.0,,,796.0,,796.0,789.0,,,773.0,796.0
745.0,,702.0,,,796.0,,796.0,789.0,,,773.0,789.0
745.0,,702.0,,,796.0,,796.0,789.0,,,773.0,773.0
,653.0,,641.0,647.0,,588.0,,,795.0,756.0,,653.0
,653.0,,641.0,647.0,,588.0,,,795.0,756.0,,641.0
,653.0,,641.0,647.0,,588.0,,,795.0,756.0,,647.0
,653.0,,641.0,647.0,,588.0,,,795.0,756.0,,588.0
,653.0,,641.0,647.0,,588.0,,,795.0,756.0,,795.0
,653.0,,641.0,647.0,,588.0,,,795.0,756.0,,756.0
759.0,,719.0,,,775.0,,775.0,794.0,,753.0,,759.0
759.0,,719.0,,,775.0,,775.0,794.0,,753.0,,719.0
759.0,,719.0,,,775.0,,775.0,794.0,,753.0,,775.0
759.0,,719.0,,,775.0,,775.0,794.0,,753.0,,775.0
759.0,,719.0,,,775.0,,775.0,794.0,,753.0,,794.0
759.0,,719.0,,,775.0,,775.0,794.0,,753.0,,753.0
,675.0,,633.0,648.0,,585.0,,,797.0,,806.0,675.0
,675.0,,633.0,648.0,,585.0,,,797.0,,806.0,633.0
,675.0,,633.0,648.0,,585.0,,,797.0,,806.0,648.0
,675.0,,633.0,648.0,,585.0,,,797.0,,806.0,585.0
,675.0,,633.0,648.0,,585.0,,,797.0,,806.0,797.0
,675.0,,633.0,648.0,,585.0,,,797.0,,806.0,806.0
755.0,,707.0,,,750.0,590.0,,787.0,,755.0,,755.0
755.0,,707.0,,,750.0,590.0,,787.0,,755.0,,707.0
755.0,,707.0,,,750.0,590.0,,787.0,,755.0,,750.0
755.0,,707.0,,,750.0,590.0,,787.0,,755.0,,590.0
755.0,,707.0,,,750.0,590.0,,787.0,,755.0,,787.0
755.0,,707.0,,,750.0,590.0,,787.0,,755.0,,755.0
,692.0,,648.0,647.0,,,769.0,,818.0,,807.0,692.0
,692.0,,648.0,647.0,,,769.0,,818.0,,807.0,648.0
,692.0,,648.0,647.0,,,769.0,,818.0,,807.0,647.0
,692.0,,648.0,647.0,,,769.0,,818.0,,807.0,769.0
,692.0,,648.0,647.0,,,769.0,,818.0,,807.0,818.0
,692.0,,648.0,647.0,,,769.0,,818.0,,807.0,807.0
734.0,,710.0,,,752.0,595.0,,776.0,,763.0,,734.0
734.0,,710.0,,,752.0,595.0,,776.0,,763.0,,710.0
734.0,,710.0,,,752.0,595.0,,776.0,,763.0,,752.0
734.0,,710.0,,,752.0,595.0,,776.0,,763.0,,595.0
734.0,,710.0,,,752.0,595.0,,776.0,,763.0,,776.0
734.0,,710.0,,,752.0,595.0,,776.0,,763.0,,763.0
,693.0,,648.0,634.0,,,765.0,,802.0,,790.0,693.0
,693.0,,648.0,634.0,,,765.0,,802.0,,790.0,648.0
,693.0,,648.0,634.0,,,765.0,,802.0,,790.0,634.0
,693.0,,648.0,634.0,,,765.0,,802.0,,790.0,765.0
,693.0,,648.0,634.0,,,765.0,,802.0,,790.0,802.0
,693.0,,648.0,634.0,,,765.0,,802.0,,790.0,790.0
704.0,,728.0,,,763.0,607.0,,781.0,,773.0,,704.0
704.0,,728.0,,,763.0,607.0,,781.0,,773.0,,728.0
704.0,,728.0,,,763.0,607.0,,781.0,,773.0,,763.0
704.0,,728.0,,,763.0,607.0,,781.0,,773.0,,607.0
704.0,,728.0,,,763.0,607.0,,781.0,,773.0,,781.0
704.0,,728.0,,,763.0,607.0,,781.0,,773.0,,773.0
,686.0,,649.0,626.0,,,762.0,,801.0,,762.0,686.0
,686.0,,649.0,626.0,,,762.0,,801.0,,762.0,649.0
,686.0,,649.0,626.0,,,762.0,,801.0,,762.0,626.0
,686.0,,649.0,626.0,,,762.0,,801.0,,762.0,762.0
,686.0,,649.0,626.0,,,762.0,,801.0,,762.0,801.0
,686.0,,649.0,626.0,,,762.0,,801.0,,762.0,762.0
