Instante,RR_A,RR_B,Pos_A,Pos_B,Delta_PosA,Delta_PosB
317600.0,709.0,714.0,532.0,512.0,0.0,0.0
318400.0,736.0,701.0,532.0,312.0,0.0,200.0
319200.0,781.0,689.0,532.0,267.0,0.0,45.0
320000.0,750.0,693.0,532.0,309.0,0.0,42.0
320800.0,719.0,714.0,532.0,386.0,121.0,77.0
321600.0,724.0,728.0,0.0,323.0,367.0,63.0
322400.0,691.0,725.0,0.0,281.0,44.0,42.0
323200.0,681.0,740.0,0.0,281.0,0.0,0.0
324000.0,670.0,758.0,0.0,281.0,0.0,0.0
324800.0,651.0,767.0,0.0,134.0,0.0,147.0
325600.0,662.0,765.0,188.0,134.0,201.0,0.0
326400.0,760.0,716.0,511.0,309.0,310.0,175.0
327200.0,713.0,716.0,511.0,309.0,0.0,0.0
328000.0,710.0,722.0,511.0,309.0,0.0,0.0
328800.0,733.0,715.0,511.0,309.0,0.0,0.0
329600.0,754.0,701.0,511.0,349.0,0.0,40.0
330400.0,731.0,695.0,511.0,351.0,0.0,2.0
331200.0,710.0,701.0,511.0,351.0,0.0,0.0
332000.0,730.0,710.0,511.0,197.0,0.0,154.0
332800.0,737.0,708.0,511.0,351.0,0.0,154.0
333600.0,719.0,686.0,511.0,351.0,0.0,0.0
334400.0,695.0,682.0,354.0,351.0,35.0,0.0
335200.0,716.0,690.0,0.0,351.0,356.0,0.0
336000.0,736.0,692.0,0.0,351.0,120.0,0.0
336800.0,725.0,704.0,0.0,351.0,0.0,0.0
337600.0,722.0,681.0,151.0,351.0,224.0,0.0
338400.0,722.0,674.0,224.0,260.0,0.0,91.0
339200.0,724.0,685.0,224.0,260.0,0.0,0.0
340000.0,697.0,693.0,224.0,351.0,0.0,91.0
340800.0,695.0,698.0,586.0,351.0,252.0,0.0
341600.0,715.0,694.0,638.0,351.0,162.0,0.0
342400.0,737.0,700.0,575.0,351.0,21.0,0.0
343200.0,721.0,704.0,575.0,351.0,42.0,0.0
344000.0,716.0,721.0,575.0,351.0,0.0,0.0
344800.0,715.0,745.0,575.0,463.0,0.0,112.0
345600.0,706.0,747.0,575.0,575.0,0.0,112.0
346400.0,692.0,735.0,575.0,575.0,0.0,0.0
347200.0,708.0,717.0,575.0,428.0,0.0,147.0
348000.0,733.0,712.0,283.0,337.0,73.0,91.0
348800.0,716.0,703.0,190.0,337.0,312.0,0.0
349600.0,719.0,703.0,316.0,337.0,80.0,0.0
350400.0,757.0,693.0,316.0,337.0,46.0,0.0
351200.0,733.0,685.0,316.0,260.0,0.0,77.0
352000.0,702.0,680.0,316.0,23.0,0.0,237.0
352800.0,698.0,676.0,316.0,0.0,0.0,23.0
353600.0,714.0,682.0,316.0,210.0,0.0,210.0
354400.0,728.0,690.0,316.0,316.0,0.0,106.0
355200.0,698.0,711.0,176.0,357.0,140.0,41.0
356000.0,698.0,694.0,176.0,449.0,0.0,92.0
356800.0,720.0,697.0,176.0,609.0,0.0,160.0
357600.0,750.0,697.0,176.0,609.0,0.0,0.0
358400.0,710.0,687.0,176.0,385.0,0.0,224.0
359200.0,691.0,686.0,254.0,385.0,28.0,0.0
360000.0,694.0,679.0,578.0,420.0,434.0,161.0
360800.0,702.0,669.0,638.0,329.0,0.0,91.0
361600.0,687.0,662.0,638.0,394.0,0.0,65.0
362400.0,692.0,660.0,638.0,434.0,0.0,180.0
363200.0,712.0,669.0,638.0,126.0,0.0,308.0
364000.0,738.0,693.0,638.0,364.0,0.0,238.0
364800.0,718.0,722.0,492.0,364.0,350.0,0.0
365600.0,695.0,717.0,162.0,364.0,210.0,0.0
366400.0,693.0,725.0,78.0,364.0,0.0,0.0
367200.0,644.0,726.0,78.0,364.0,0.0,0.0
368000.0,644.0,715.0,78.0,334.0,0.0,30.0
368800.0,636.0,699.0,78.0,0.0,0.0,334.0
369600.0,636.0,687.0,78.0,0.0,0.0,0.0
370400.0,684.0,680.0,316.0,224.0,238.0,224.0
371200.0,700.0,670.0,316.0,294.0,0.0,70.0
372000.0,672.0,650.0,316.0,294.0,0.0,0.0
372800.0,674.0,655.0,316.0,472.0,0.0,178.0
373600.0,677.0,658.0,316.0,637.0,0.0,165.0
374400.0,698.0,678.0,316.0,525.0,0.0,112.0
375200.0,689.0,691.0,398.0,525.0,66.0,0.0
376000.0,706.0,685.0,519.0,508.0,133.0,17.0
376800.0,714.0,688.0,519.0,385.0,4.0,123.0
377600.0,680.0,687.0,519.0,210.0,0.0,175.0
378400.0,667.0,691.0,519.0,210.0,0.0,0.0
379200.0,666.0,673.0,519.0,176.0,0.0,106.0
380000.0,671.0,661.0,610.0,287.0,91.0,111.0
380800.0,667.0,656.0,610.0,287.0,0.0,0.0
381600.0,695.0,653.0,610.0,287.0,0.0,0.0
382400.0,700.0,656.0,472.0,287.0,69.0,0.0
383200.0,689.0,672.0,190.0,287.0,351.0,0.0
