Instante,RR_C,RR_D,Pos_C,Pos_D,Delta_PosC,Delta_PosD
384000.0,658.0,750.0,463.0,239.0,0.0,0.0
384800.0,633.0,749.0,463.0,239.0,0.0,0.0
385600.0,621.0,758.0,463.0,239.0,0.0,94.0
386400.0,626.0,768.0,463.0,239.0,0.0,193.0
387200.0,626.0,782.0,183.0,239.0,0.0,0.0
388000.0,623.0,788.0,267.0,239.0,50.0,0.0
388800.0,620.0,784.0,428.0,505.0,293.0,189.0
389600.0,622.0,783.0,428.0,505.0,0.0,144.0
390400.0,618.0,774.0,295.0,638.0,28.0,38.0
391200.0,611.0,752.0,92.0,594.0,210.0,0.0
392000.0,588.0,745.0,226.0,554.0,105.0,0.0
392800.0,591.0,744.0,220.0,554.0,0.0,0.0
393600.0,594.0,741.0,1.0,554.0,0.0,0.0
394400.0,624.0,749.0,362.0,554.0,0.0,0.0
395200.0,615.0,757.0,365.0,554.0,0.0,179.0
396000.0,628.0,757.0,365.0,554.0,0.0,3.0
396800.0,635.0,761.0,365.0,246.0,0.0,6.0
397600.0,644.0,749.0,575.0,1.0,0.0,169.0
398400.0,632.0,743.0,575.0,0.0,147.0,42.0
399200.0,621.0,753.0,575.0,0.0,0.0,0.0
400000.0,606.0,751.0,575.0,0.0,203.0,0.0
400800.0,604.0,756.0,575.0,0.0,0.0,0.0
401600.0,601.0,755.0,410.0,0.0,0.0,0.0
402400.0,596.0,757.0,218.0,70.0,0.0,0.0
403200.0,587.0,750.0,330.0,150.0,0.0,0.0
404000.0,593.0,746.0,330.0,514.0,0.0,210.0
404800.0,612.0,743.0,330.0,638.0,0.0,67.0
405600.0,625.0,734.0,330.0,533.0,0.0,18.0
406400.0,635.0,732.0,330.0,533.0,27.0,75.0
407200.0,627.0,733.0,256.0,306.0,377.0,239.0
408000.0,612.0,726.0,378.0,76.0,129.0,0.0
408800.0,607.0,717.0,400.0,422.0,196.0,0.0
409600.0,606.0,729.0,400.0,579.0,55.0,0.0
410400.0,592.0,736.0,400.0,638.0,0.0,0.0
411200.0,592.0,746.0,638.0,638.0,0.0,0.0
412000.0,595.0,750.0,638.0,638.0,0.0,0.0
412800.0,593.0,741.0,470.0,638.0,0.0,167.0
413600.0,587.0,738.0,470.0,463.0,0.0,1.0
414400.0,594.0,736.0,272.0,351.0,0.0,0.0
415200.0,589.0,740.0,127.0,351.0,0.0,289.0
416000.0,585.0,739.0,22.0,190.0,0.0,40.0
416800.0,573.0,742.0,253.0,190.0,217.0,112.0
417600.0,575.0,730.0,253.0,358.0,0.0,84.0
418400.0,585.0,728.0,253.0,358.0,0.0,0.0
419200.0,606.0,731.0,435.0,358.0,0.0,0.0
420000.0,602.0,736.0,365.0,358.0,0.0,0.0
420800.0,613.0,727.0,365.0,358.0,0.0,0.0
421600.0,619.0,722.0,638.0,358.0,0.0,0.0
422400.0,613.0,724.0,638.0,600.0,0.0,175.0
423200.0,597.0,718.0,518.0,512.0,0.0,147.0
424000.0,598.0,709.0,522.0,547.0,0.0,21.0
424800.0,601.0,699.0,477.0,638.0,0.0,217.0
425600.0,602.0,702.0,477.0,638.0,137.0,95.0
426400.0,590.0,705.0,477.0,638.0,171.0,10.0
427200.0,587.0,700.0,477.0,638.0,0.0,0.0
428000.0,587.0,696.0,477.0,638.0,0.0,0.0
428800.0,581.0,703.0,477.0,611.0,0.0,95.0
429600.0,584.0,700.0,477.0,274.0,0.0,129.0
430400.0,582.0,703.0,274.0,0.0,0.0,97.0
431200.0,591.0,711.0,264.0,0.0,0.0,141.0
432000.0,587.0,722.0,323.0,0.0,0.0,140.0
432800.0,595.0,729.0,379.0,0.0,280.0,7.0
433600.0,598.0,725.0,379.0,0.0,84.0,0.0
434400.0,599.0,729.0,379.0,0.0,0.0,0.0
435200.0,571.0,720.0,379.0,208.0,0.0,0.0
436000.0,578.0,714.0,379.0,555.0,0.0,0.0
436800.0,582.0,713.0,379.0,638.0,0.0,0.0
437600.0,599.0,709.0,379.0,638.0,0.0,6.0
438400.0,591.0,708.0,379.0,344.0,113.0,127.0
439200.0,597.0,704.0,205.0,344.0,496.0,42.0
440000.0,607.0,712.0,71.0,344.0,0.0,0.0
440800.0,604.0,716.0,248.0,344.0,0.0,140.0
441600.0,612.0,731.0,498.0,344.0,0.0,225.0
442400.0,618.0,744.0,498.0,344.0,0.0,202.0
443200.0,607.0,708.0,498.0,344.0,0.0,82.0
444000.0,611.0,694.0,498.0,344.0,0.0,2.0
444800.0,607.0,662.0,514.0,344.0,259.0,0.0
445600.0,606.0,669.0,568.0,340.0,0.0,0.0
446400.0,607.0,672.0,624.0,176.0,0.0,0.0
447200.0,604.0,664.0,638.0,176.0,0.0,0.0
448000.0,610.0,657.0,638.0,176.0,0.0,0.0
448800.0,625.0,671.0,638.0,176.0,0.0,42.0
449600.0,621.0,706.0,638.0,176.0,0.0,201.0
450400.0,617.0,694.0,612.0,176.0,0.0,170.0
451200.0,618.0,694.0,292.0,176.0,0.0,0.0
452000.0,616.0,719.0,120.0,176.0,0.0,135.0
452800.0,605.0,740.0,218.0,176.0,0.0,5.0
453600.0,603.0,762.0,218.0,176.0,239.0,0.0
454400.0,608.0,774.0,218.0,176.0,140.0,0.0
455200.0,606.0,786.0,218.0,176.0,0.0,0.0
456000.0,597.0,793.0,218.0,316.0,0.0,0.0
456800.0,608.0,797.0,218.0,316.0,0.0,182.0
457600.0,627.0,801.0,218.0,316.0,0.0,209.0
458400.0,630.0,809.0,218.0,316.0,0.0,8.0
459200.0,627.0,790.0,393.0,316.0,401.0,77.0
460000.0,623.0,775.0,393.0,316.0,187.0,0.0
460800.0,622.0,762.0,393.0,316.0,91.0,0.0
461600.0,619.0,774.0,393.0,316.0,0.0,0.0
462400.0,614.0,795.0,498.0,316.0,0.0,168.0
463200.0,606.0,815.0,638.0,596.0,0.0,9.0
464000.0,609.0,854.0,394.0,456.0,0.0,397.0
464800.0,613.0,867.0,204.0,456.0,0.0,0.0
465600.0,599.0,870.0,204.0,456.0,252.0,0.0
466400.0,611.0,827.0,204.0,456.0,7.0,0.0
467200.0,616.0,805.0,134.0,456.0,56.0,0.0
468000.0,621.0,810.0,0.0,456.0,0.0,0.0
468800.0,624.0,810.0,252.0,456.0,0.0,336.0
469600.0,630.0,814.0,252.0,265.0,0.0,161.0
470400.0,632.0,829.0,252.0,232.0,0.0,98.0
471200.0,628.0,821.0,476.0,232.0,105.0,0.0
472000.0,628.0,816.0,476.0,232.0,72.0,315.0
472800.0,627.0,830.0,420.0,232.0,82.0,0.0
473600.0,625.0,823.0,420.0,232.0,0.0,0.0
474400.0,610.0,812.0,420.0,232.0,0.0,89.0
475200.0,600.0,791.0,420.0,232.0,0.0,200.0
476000.0,603.0,798.0,420.0,232.0,0.0,139.0
476800.0,607.0,808.0,420.0,78.0,0.0,0.0
477600.0,609.0,816.0,420.0,78.0,192.0,224.0
478400.0,597.0,805.0,420.0,372.0,67.0,0.0
479200.0,609.0,809.0,420.0,372.0,0.0,0.0
480000.0,626.0,821.0,385.0,589.0,0.0,180.0
480800.0,613.0,831.0,86.0,589.0,0.0,258.0
481600.0,622.0,826.0,21.0,589.0,0.0,80.0
482400.0,658.0,809.0,210.0,589.0,368.0,70.0
483200.0,657.0,816.0,210.0,589.0,136.0,0.0
484000.0,650.0,813.0,258.0,589.0,0.0,0.0
484800.0,652.0,815.0,567.0,589.0,0.0,0.0
485600.0,653.0,797.0,609.0,589.0,0.0,167.0
486400.0,635.0,805.0,609.0,433.0,73.0,36.0
487200.0,615.0,816.0,609.0,288.0,333.0,0.0
488000.0,614.0,825.0,609.0,0.0,0.0,0.0
488800.0,617.0,820.0,343.0,0.0,0.0,0.0
489600.0,614.0,820.0,343.0,0.0,0.0,0.0
490400.0,610.0,811.0,343.0,0.0,0.0,51.0
491200.0,594.0,825.0,343.0,0.0,0.0,355.0
492000.0,592.0,828.0,343.0,0.0,0.0,63.0
492800.0,591.0,831.0,343.0,0.0,14.0,0.0
493600.0,613.0,813.0,343.0,0.0,259.0,0.0
494400.0,630.0,803.0,343.0,388.0,0.0,0.0
495200.0,629.0,804.0,343.0,638.0,0.0,0.0
496000.0,619.0,796.0,490.0,589.0,0.0,0.0
496800.0,622.0,783.0,638.0,582.0,0.0,138.0
497600.0,621.0,793.0,638.0,412.0,0.0,380.0
498400.0,627.0,807.0,638.0,232.0,0.0,7.0
499200.0,621.0,811.0,638.0,232.0,0.0,236.0
