Instante,RR_C,RR_D,Pos_C,Pos_D,Delta_PosC,Delta_PosD
279200.0,628.0,837.0,378.0,638.0,0.0,43.0
280000.0,629.0,844.0,378.0,638.0,339.0,6.0
280800.0,625.0,844.0,378.0,638.0,0.0,0.0
281600.0,622.0,837.0,378.0,638.0,207.0,0.0
282400.0,619.0,773.0,378.0,638.0,0.0,0.0
283200.0,599.0,763.0,623.0,278.0,0.0,2.0
284000.0,598.0,762.0,538.0,0.0,0.0,215.0
284800.0,597.0,760.0,532.0,0.0,0.0,126.0
285600.0,602.0,769.0,214.0,0.0,75.0,47.0
286400.0,614.0,780.0,273.0,0.0,268.0,162.0
287200.0,606.0,777.0,196.0,0.0,0.0,113.0
288000.0,615.0,773.0,196.0,0.0,147.0,0.0
288800.0,616.0,763.0,196.0,0.0,0.0,0.0
289600.0,618.0,733.0,196.0,35.0,0.0,37.0
290400.0,614.0,725.0,196.0,390.0,0.0,159.0
291200.0,612.0,697.0,196.0,638.0,0.0,119.0
292000.0,612.0,705.0,196.0,638.0,0.0,140.0
292800.0,612.0,705.0,427.0,408.0,0.0,0.0
293600.0,612.0,737.0,638.0,141.0,0.0,160.0
294400.0,617.0,760.0,456.0,372.0,0.0,106.0
295200.0,620.0,770.0,323.0,532.0,140.0,0.0
296000.0,607.0,790.0,358.0,148.0,83.0,13.0
296800.0,608.0,843.0,358.0,0.0,127.0,120.0
297600.0,604.0,872.0,358.0,0.0,0.0,0.0
298400.0,611.0,872.0,358.0,0.0,0.0,0.0
299200.0,623.0,883.0,358.0,0.0,0.0,133.0
300000.0,623.0,865.0,360.0,0.0,0.0,0.0
300800.0,614.0,843.0,449.0,0.0,0.0,147.0
301600.0,632.0,794.0,638.0,0.0,0.0,105.0
302400.0,637.0,775.0,638.0,0.0,108.0,0.0
303200.0,635.0,780.0,442.0,220.0,386.0,0.0
304000.0,621.0,778.0,442.0,586.0,168.0,0.0
304800.0,624.0,803.0,442.0,638.0,60.0,0.0
305600.0,621.0,840.0,442.0,638.0,0.0,84.0
306400.0,624.0,866.0,371.0,624.0,0.0,174.0
307200.0,613.0,880.0,260.0,540.0,0.0,242.0
308000.0,614.0,883.0,99.0,540.0,0.0,81.0
308800.0,614.0,849.0,36.0,540.0,239.0,182.0
309600.0,625.0,812.0,141.0,540.0,55.0,0.0
310400.0,615.0,801.0,141.0,273.0,91.0,0.0
311200.0,619.0,790.0,141.0,161.0,0.0,0.0
312000.0,618.0,775.0,190.0,0.0,0.0,88.0
312800.0,632.0,753.0,372.0,0.0,0.0,122.0
313600.0,628.0,751.0,372.0,0.0,0.0,91.0
314400.0,629.0,747.0,372.0,0.0,0.0,0.0
315200.0,627.0,731.0,372.0,0.0,0.0,0.0
316000.0,633.0,721.0,372.0,0.0,124.0,0.0
316800.0,633.0,724.0,372.0,352.0,121.0,0.0
317600.0,619.0,727.0,372.0,518.0,0.0,0.0
318400.0,624.0,737.0,372.0,638.0,0.0,140.0
319200.0,623.0,741.0,412.0,638.0,0.0,105.0
320000.0,621.0,748.0,484.0,371.0,0.0,31.0
320800.0,610.0,762.0,484.0,36.0,132.0,88.0
321600.0,606.0,775.0,484.0,128.0,392.0,63.0
322400.0,610.0,774.0,484.0,503.0,8.0,42.0
323200.0,615.0,784.0,484.0,575.0,0.0,0.0
324000.0,625.0,774.0,234.0,575.0,0.0,0.0
324800.0,624.0,770.0,0.0,575.0,0.0,147.0
325600.0,616.0,766.0,231.0,575.0,298.0,0.0
326400.0,613.0,765.0,364.0,575.0,213.0,175.0
327200.0,614.0,769.0,364.0,575.0,0.0,0.0
328000.0,616.0,772.0,522.0,575.0,0.0,0.0
328800.0,609.0,778.0,546.0,492.0,0.0,0.0
329600.0,611.0,771.0,546.0,127.0,0.0,37.0
330400.0,619.0,770.0,546.0,127.0,0.0,5.0
331200.0,625.0,783.0,546.0,127.0,0.0,0.0
332000.0,628.0,788.0,546.0,218.0,0.0,154.0
332800.0,626.0,794.0,315.0,218.0,0.0,0.0
333600.0,629.0,798.0,315.0,218.0,0.0,154.0
334400.0,634.0,781.0,315.0,218.0,0.0,0.0
335200.0,641.0,785.0,315.0,218.0,215.0,0.0
336000.0,643.0,791.0,315.0,218.0,296.0,0.0
336800.0,638.0,805.0,315.0,218.0,0.0,0.0
337600.0,643.0,811.0,315.0,218.0,0.0,0.0
338400.0,625.0,804.0,174.0,218.0,224.0,0.0
339200.0,619.0,797.0,234.0,218.0,0.0,91.0
340000.0,617.0,788.0,343.0,218.0,0.0,0.0
340800.0,635.0,784.0,343.0,218.0,154.0,91.0
341600.0,643.0,785.0,398.0,218.0,238.0,0.0
342400.0,638.0,786.0,469.0,218.0,22.0,0.0
343200.0,631.0,789.0,638.0,218.0,63.0,0.0
344000.0,652.0,784.0,463.0,218.0,0.0,0.0
344800.0,658.0,781.0,449.0,218.0,0.0,153.0
345600.0,664.0,766.0,449.0,248.0,0.0,71.0
346400.0,647.0,753.0,274.0,617.0,0.0,0.0
347200.0,644.0,749.0,134.0,638.0,0.0,182.0
348000.0,623.0,753.0,134.0,603.0,204.0,56.0
348800.0,615.0,758.0,134.0,603.0,181.0,0.0
349600.0,612.0,779.0,134.0,603.0,126.0,0.0
350400.0,614.0,795.0,332.0,603.0,0.0,0.0
351200.0,616.0,787.0,281.0,603.0,0.0,22.0
352000.0,606.0,770.0,364.0,603.0,0.0,283.0
352800.0,605.0,767.0,428.0,393.0,0.0,32.0
353600.0,612.0,767.0,428.0,111.0,0.0,210.0
354400.0,636.0,758.0,441.0,0.0,84.0,147.0
355200.0,643.0,753.0,307.0,0.0,56.0,0.0
356000.0,619.0,747.0,246.0,0.0,0.0,0.0
356800.0,630.0,731.0,246.0,0.0,0.0,252.0
357600.0,633.0,720.0,246.0,0.0,0.0,0.0
358400.0,636.0,718.0,246.0,0.0,0.0,224.0
359200.0,624.0,715.0,246.0,152.0,237.0,0.0
360000.0,627.0,714.0,246.0,495.0,225.0,98.0
360800.0,627.0,718.0,388.0,638.0,0.0,154.0
361600.0,628.0,718.0,442.0,638.0,0.0,19.0
362400.0,621.0,714.0,442.0,393.0,0.0,205.0
363200.0,625.0,707.0,281.0,393.0,0.0,329.0
364000.0,625.0,709.0,281.0,393.0,0.0,238.0
364800.0,623.0,702.0,281.0,393.0,344.0,0.0
365600.0,633.0,694.0,281.0,393.0,216.0,0.0
366400.0,639.0,699.0,281.0,393.0,0.0,0.0
367200.0,609.0,698.0,281.0,393.0,0.0,0.0
368000.0,602.0,697.0,281.0,393.0,0.0,0.0
368800.0,607.0,687.0,281.0,372.0,0.0,318.0
369600.0,609.0,686.0,358.0,92.0,0.0,46.0
370400.0,609.0,705.0,575.0,92.0,238.0,224.0
371200.0,613.0,709.0,575.0,92.0,0.0,70.0
372000.0,620.0,713.0,575.0,92.0,0.0,0.0
372800.0,638.0,717.0,575.0,92.0,0.0,222.0
373600.0,634.0,720.0,575.0,127.0,0.0,121.0
374400.0,626.0,714.0,575.0,197.0,0.0,112.0
375200.0,619.0,715.0,575.0,239.0,0.0,0.0
376000.0,620.0,717.0,238.0,239.0,133.0,0.0
376800.0,617.0,701.0,190.0,239.0,70.0,140.0
377600.0,615.0,709.0,78.0,239.0,0.0,175.0
378400.0,592.0,709.0,78.0,239.0,0.0,66.0
379200.0,595.0,717.0,155.0,239.0,0.0,4.0
380000.0,594.0,723.0,155.0,239.0,0.0,147.0
380800.0,610.0,727.0,453.0,239.0,91.0,0.0
381600.0,611.0,735.0,519.0,239.0,0.0,0.0
382400.0,619.0,737.0,442.0,239.0,66.0,0.0
383200.0,653.0,744.0,386.0,239.0,354.0,0.0
