0.93
0.82
0.26
0.91
0.44
1
0.62
0.83
0.69
0.93
0.55
0.98
0.85
0.3
0.34
0.36
0.45
0.24
0.47
0.19
0.9
0.22
0.09
0.48
0.19
0.69
0.22
0.81
0.29
0.9
