TicksTime,PosB,PosA,ScoreB,ScoreA
,,,,
69541,582,413,1,0
,,,,
69554,582,413,1,0
,,,,
69568,582,413,1,0
,,,,
69582,582,413,1,0
,,,,
69596,582,413,1,0
,,,,
69609,582,413,1,0
,,,,
69623,582,413,1,0
,,,,
69637,582,413,1,0
,,,,
69649,582,413,1,0
,,,,
69664,582,413,1,0
,,,,
69678,582,413,1,0
,,,,
69690,582,413,1,0
,,,,
69705,582,413,1,0
,,,,
69719,582,413,1,0
,,,,
69734,582,413,1,0
,,,,
69747,582,413,1,0
,,,,
69762,582,413,1,0
,,,,
69775,582,413,1,0
,,,,
69788,582,413,1,0
,,,,
69800,582,413,1,0
,,,,
69814,582,413,1,0
,,,,
69828,582,413,1,0
,,,,
69839,582,413,1,0
,,,,
69853,582,413,1,0
,,,,
69868,582,413,1,0
,,,,
69881,582,413,1,0
,,,,
69895,582,413,1,0
,,,,
69906,582,413,1,0
,,,,
69922,582,413,1,0
,,,,
69936,582,413,1,0
,,,,
69947,582,413,1,0
,,,,
69963,582,413,1,0
,,,,
69974,582,413,1,0
,,,,
69988,582,413,1,0
,,,,
70003,582,413,1,0
,,,,
70018,582,413,1,0
,,,,
70538,582,413,1,1
,,,,
70552,582,413,1,1
,,,,
70566,582,413,1,1
,,,,
70582,582,413,1,1
,,,,
70596,582,413,1,1
,,,,
70609,582,413,1,1
,,,,
70625,582,413,1,1
,,,,
70639,582,413,1,1
,,,,
70653,582,413,1,1
,,,,
70670,582,413,1,1
,,,,
70682,582,413,1,1
,,,,
70695,582,413,1,1
,,,,
70708,582,413,1,1
,,,,
70722,582,413,1,1
,,,,
70737,582,413,1,1
,,,,
70750,582,413,1,1
,,,,
70765,582,413,1,1
,,,,
70779,582,413,1,1
,,,,
70789,582,413,1,1
,,,,
70806,582,413,1,1
,,,,
70820,582,413,1,1
,,,,
70833,582,413,1,1
,,,,
70846,582,413,1,1
,,,,
70861,582,413,1,1
,,,,
70873,582,413,1,1
,,,,
70885,582,413,1,1
,,,,
70898,582,413,1,1
,,,,
70914,582,413,1,1
,,,,
70928,582,413,1,1
,,,,
70939,582,413,1,1
,,,,
70956,582,413,1,1
,,,,
70970,582,413,1,1
,,,,
70984,582,413,1,1
,,,,
70996,582,413,1,1
,,,,
71009,582,413,1,1
,,,,
71022,582,413,1,1
,,,,
71036,582,413,1,1
,,,,
71048,582,413,1,1
,,,,
71062,582,413,1,1
,,,,
71076,582,413,1,1
,,,,
71088,582,413,1,1
,,,,
71101,582,413,1,1
,,,,
71115,582,413,1,1
,,,,
71130,582,413,1,1
,,,,
71145,582,413,1,1
,,,,
71157,582,413,1,1
,,,,
71170,582,413,1,1
,,,,
71184,582,413,1,1
,,,,
71198,582,413,1,1
,,,,
71217,582,406,1,1
,,,,
71229,582,399,1,1
,,,,
71242,582,392,1,1
,,,,
71255,582,385,1,1
,,,,
71268,582,378,1,1
,,,,
71280,582,371,1,1
,,,,
71294,582,364,1,1
,,,,
71306,582,357,1,1
,,,,
71319,582,350,1,1
,,,,
71332,582,343,1,1
,,,,
71346,582,336,1,1
,,,,
71360,582,329,1,1
,,,,
71371,582,322,1,1
,,,,
71386,582,315,1,1
,,,,
71400,582,308,1,1
,,,,
71415,582,301,1,1
,,,,
71427,582,294,1,1
,,,,
71439,582,287,1,1
,,,,
71453,582,280,1,1
,,,,
71466,582,273,1,1
,,,,
71478,582,266,1,1
,,,,
71489,582,259,1,1
,,,,
71506,582,252,1,1
,,,,
71518,582,245,1,1
,,,,
71532,582,238,1,1
,,,,
71546,582,231,1,1
,,,,
71560,582,224,1,1
,,,,
71572,582,217,1,1
,,,,
71587,582,210,1,1
,,,,
71601,582,203,1,1
,,,,
71613,582,196,1,1
,,,,
71627,582,189,1,1
,,,,
71640,575,182,1,1
,,,,
71654,568,175,1,1
,,,,
71668,561,168,1,1
,,,,
71680,554,161,1,1
,,,,
71696,547,154,1,1
,,,,
71708,547,147,1,1
,,,,
71721,547,140,1,1
,,,,
71736,547,133,1,1
,,,,
71748,547,126,1,1
,,,,
71761,547,119,1,1
,,,,
71773,547,112,1,1
,,,,
71785,547,105,1,1
,,,,
71798,547,98,1,1
,,,,
71812,547,91,1,1
,,,,
71824,547,84,1,1
,,,,
71837,547,77,1,1
,,,,
71851,547,70,1,1
,,,,
71864,540,63,1,1
,,,,
71877,533,56,1,1
,,,,
71888,526,49,1,1
,,,,
71903,519,42,1,1
,,,,
71916,519,35,1,1
,,,,
71931,519,28,1,1
,,,,
71948,519,21,1,1
,,,,
71963,519,14,1,1
,,,,
71978,519,14,1,1
,,,,
71989,519,14,1,1
,,,,
72003,519,14,1,1
,,,,
72014,519,14,1,1
,,,,
72029,519,14,1,1
,,,,
72042,519,14,1,1
,,,,
72054,519,14,1,1
,,,,
72067,519,14,1,1
,,,,
72079,512,14,1,1
,,,,
72093,505,14,1,1
,,,,
72106,498,14,1,1
,,,,
72121,491,14,1,1
,,,,
72135,491,14,1,1
,,,,
72146,491,14,1,1
,,,,
72160,491,14,1,1
,,,,
72173,491,14,1,1
,,,,
72187,491,14,1,1
,,,,
72200,491,14,1,1
,,,,
72214,491,14,1,1
,,,,
72230,491,14,1,1
,,,,
72244,491,14,1,1
,,,,
72256,491,21,1,1
,,,,
72271,484,28,1,1
,,,,
72285,477,35,1,1
,,,,
72297,470,42,1,1
,,,,
72310,463,49,1,1
,,,,
72322,456,56,1,1
,,,,
72336,449,63,1,1
,,,,
72351,442,70,1,1
,,,,
72364,442,77,1,1
,,,,
72380,442,84,1,1
,,,,
72395,442,91,1,1
,,,,
72406,442,98,1,1
,,,,
72420,435,105,1,1
,,,,
72434,428,112,1,1
,,,,
72446,421,119,1,1
,,,,
72459,414,126,1,1
,,,,
72471,407,133,1,1
,,,,
72485,400,140,1,1
,,,,
72496,393,147,1,1
,,,,
72511,386,154,1,1
,,,,
72523,379,161,1,1
,,,,
72537,372,168,1,1
,,,,
72552,365,175,1,1
,,,,
72565,358,182,1,1
,,,,
72582,351,189,1,1
,,,,
72596,344,196,1,1
,,,,
72620,330,203,1,1
,,,,
72634,323,210,1,1
,,,,
72648,316,217,1,1
,,,,
72662,309,224,1,1
,,,,
72674,302,231,1,1
,,,,
72686,295,238,1,1
,,,,
72698,288,245,1,1
,,,,
72712,281,252,1,1
,,,,
72724,274,259,1,1
,,,,
72737,267,266,1,1
,,,,
72751,260,273,1,1
,,,,
72764,253,280,1,1
,,,,
72779,253,287,1,1
,,,,
72793,253,294,1,1
,,,,
72805,253,301,1,1
,,,,
72818,253,308,1,1
,,,,
72832,253,315,1,1
,,,,
72846,253,322,1,1
,,,,
72861,253,329,1,1
,,,,
72873,253,336,1,1
,,,,
72887,253,343,1,1
,,,,
72901,253,350,1,1
,,,,
72913,253,357,1,1
,,,,
72928,253,364,1,1
,,,,
72941,253,371,1,1
,,,,
72955,253,378,1,1
,,,,
72970,253,385,1,1
,,,,
72984,253,392,1,1
,,,,
72999,253,392,1,1
,,,,
73012,253,392,1,1
,,,,
73024,253,392,1,1
,,,,
73037,253,392,1,1
,,,,
73049,253,392,1,1
,,,,
73065,253,392,1,1
,,,,
73081,253,392,1,1
,,,,
73093,260,392,1,1
,,,,
73105,267,392,1,1
,,,,
73118,274,392,1,1
,,,,
73132,281,392,1,1
,,,,
73146,288,392,1,1
,,,,
73160,295,392,1,1
,,,,
73172,302,392,1,1
,,,,
73185,309,392,1,1
,,,,
73197,316,392,1,1
,,,,
73211,323,392,1,1
,,,,
73223,330,392,1,1
,,,,
73237,337,392,1,1
,,,,
73251,344,392,1,1
,,,,
73263,351,392,1,1
,,,,
73275,358,392,1,1
,,,,
73288,365,392,1,1
,,,,
73302,372,392,1,1
,,,,
73313,379,392,1,1
,,,,
73328,386,392,1,1
,,,,
73340,393,392,1,1
,,,,
73354,400,392,1,1
,,,,
73368,407,392,1,1
,,,,
73380,407,392,1,1
,,,,
73395,407,392,1,1
,,,,
73406,407,392,1,1
,,,,
73420,407,392,1,1
,,,,
73433,407,392,1,1
,,,,
73446,407,392,1,1
,,,,
73460,407,392,1,1
,,,,
73472,407,392,1,1
,,,,
73486,407,392,1,1
,,,,
73501,407,392,1,1
,,,,
73517,407,392,1,1
,,,,
73533,407,392,1,1
,,,,
73549,407,392,1,1
,,,,
73563,407,392,1,1
,,,,
73575,407,392,1,1
,,,,
73588,407,392,1,1
,,,,
73602,407,392,1,1
,,,,
73614,407,392,1,1
,,,,
73630,407,392,1,1
,,,,
73644,407,392,1,1
,,,,
73656,407,392,1,1
,,,,
73669,407,392,1,1
,,,,
73682,407,392,1,1
,,,,
73695,407,392,1,1
,,,,
73710,407,392,1,1
,,,,
73722,407,392,1,1
,,,,
73736,407,392,1,1
,,,,
73748,407,392,1,1
,,,,
73763,407,392,1,1
,,,,
73776,407,392,1,1
,,,,
73789,407,392,1,1
,,,,
73802,407,392,1,1
,,,,
73814,407,392,1,1
,,,,
73827,407,392,1,1
,,,,
73840,407,392,1,1
,,,,
73855,407,392,1,1
,,,,
73869,407,392,1,1
,,,,
73884,407,392,1,1
,,,,
73895,407,392,1,1
,,,,
73908,407,392,1,1
,,,,
73920,407,392,1,1
,,,,
73934,407,392,1,1
,,,,
73946,407,392,1,1
,,,,
73962,407,392,1,1
,,,,
73977,407,392,1,1
,,,,
73990,407,392,1,1
,,,,
74003,407,392,1,1
,,,,
74018,407,392,1,1
,,,,
74032,407,392,1,1
,,,,
74047,407,392,1,1
,,,,
74062,407,392,1,1
,,,,
74074,407,392,1,1
,,,,
74086,407,392,1,1
,,,,
74098,407,392,1,1
,,,,
74112,407,392,1,1
,,,,
74124,407,392,1,1
,,,,
74139,407,392,1,1
,,,,
74153,407,392,1,1
,,,,
74167,407,392,1,1
,,,,
74179,407,392,1,1
,,,,
74192,407,392,1,1
,,,,
74205,407,392,1,1
,,,,
74219,407,392,1,1
,,,,
74232,407,392,1,1
,,,,
74246,407,392,1,1
,,,,
74259,407,392,1,1
,,,,
74271,407,392,1,1
,,,,
74286,407,392,1,1
,,,,
74299,407,392,1,1
,,,,
74313,407,392,1,1
,,,,
74329,407,392,1,1
,,,,
74344,407,392,1,1
,,,,
74356,407,392,1,1
,,,,
74371,407,392,1,1
,,,,
74386,407,392,1,1
,,,,
74399,407,392,1,1
,,,,
74413,407,392,1,1
,,,,
74428,407,392,1,1
,,,,
74442,407,392,1,1
,,,,
74456,407,392,1,1
,,,,
74470,407,392,1,1
,,,,
74486,407,392,1,1
,,,,
74500,407,392,1,1
,,,,
74512,407,392,1,1
,,,,
74528,407,392,1,1
,,,,
74539,407,392,1,1
,,,,
74553,407,392,1,1
,,,,
74566,407,392,1,1
,,,,
74579,407,392,1,1
,,,,
74594,407,392,1,1
,,,,
74607,407,392,1,1
,,,,
74619,407,392,1,1
,,,,
74632,407,392,1,1
,,,,
74645,407,392,1,1
,,,,
74659,407,392,1,1
,,,,
74670,407,392,1,1
,,,,
74684,407,392,1,1
,,,,
74697,407,392,1,1
,,,,
74710,407,392,1,1
,,,,
74724,407,392,1,1
,,,,
74738,407,392,1,1
,,,,
74752,407,392,1,1
,,,,
74764,407,392,1,1
,,,,
74778,407,392,1,1
,,,,
74793,407,392,1,1
,,,,
74805,407,392,1,1
,,,,
74818,407,392,1,1
,,,,
74830,407,392,1,1
,,,,
74845,407,392,1,1
,,,,
74857,407,392,1,1
,,,,
74870,407,392,1,1
,,,,
74884,407,392,1,1
,,,,
74896,407,392,1,1
,,,,
74910,407,392,1,1
,,,,
74922,407,392,1,1
,,,,
74935,407,392,1,1
,,,,
74950,407,392,1,1
,,,,
74965,407,392,1,1
,,,,
74979,400,392,1,1
,,,,
74994,393,392,1,1
,,,,
75005,386,392,1,1
,,,,
75018,379,392,1,1
,,,,
75032,372,392,1,1
,,,,
75048,365,392,1,1
,,,,
75063,358,392,1,1
,,,,
75078,351,392,1,1
,,,,
75089,344,392,1,1
,,,,
75102,337,392,1,1
,,,,
75118,330,392,1,1
,,,,
75131,323,392,1,1
,,,,
75144,316,392,1,1
,,,,
75155,309,392,1,1
,,,,
75169,302,392,1,1
,,,,
75182,295,392,1,1
,,,,
75195,288,392,1,1
,,,,
75206,281,392,1,1
,,,,
75222,274,392,1,1
,,,,
75236,274,392,1,1
,,,,
75252,274,392,1,1
,,,,
75263,274,392,1,1
,,,,
75277,274,392,1,1
,,,,
75289,274,392,1,1
,,,,
75302,274,392,1,1
,,,,
75314,274,392,1,1
,,,,
75327,274,392,1,1
,,,,
75339,274,392,1,1
,,,,
75352,274,392,1,1
,,,,
75364,274,392,1,1
,,,,
75378,274,392,1,1
,,,,
75391,274,392,1,1
,,,,
75403,274,392,1,1
,,,,
75417,274,392,1,1
,,,,
75432,274,392,1,1
,,,,
75444,274,392,1,1
,,,,
75457,274,392,1,1
,,,,
75471,274,392,1,1
,,,,
75485,274,392,1,1
,,,,
75499,274,392,1,1
,,,,
75513,274,392,1,1
,,,,
75527,274,392,1,1
,,,,
75538,274,392,1,1
,,,,
75552,274,392,1,1
,,,,
75563,274,392,1,1
,,,,
75579,274,392,1,1
,,,,
75594,274,392,1,1
,,,,
75607,274,392,1,1
,,,,
75620,274,392,1,1
,,,,
75634,274,392,1,1
,,,,
75645,274,392,1,1
,,,,
75660,274,392,1,1
,,,,
75673,274,392,1,1
,,,,
75686,274,392,1,1
,,,,
75700,274,392,1,1
,,,,
75713,267,392,1,1
,,,,
75727,260,392,1,1
,,,,
75738,253,392,1,1
,,,,
75752,246,392,1,1
,,,,
75763,239,392,1,1
,,,,
75777,232,392,1,1
,,,,
75790,225,392,1,1
,,,,
75805,218,392,1,1
,,,,
75818,211,392,1,1
,,,,
75831,204,392,1,1
,,,,
75844,197,392,1,1
,,,,
75857,190,392,1,1
,,,,
75871,183,392,1,1
,,,,
75884,176,392,1,1
,,,,
75896,169,392,1,1
,,,,
75910,162,392,1,1
,,,,
75923,155,392,1,1
,,,,
75936,148,392,1,1
,,,,
75950,141,392,1,1
,,,,
75963,134,392,1,1
,,,,
75979,127,392,1,1
,,,,
75991,120,392,1,1
,,,,
76005,113,392,1,1
,,,,
76017,106,392,1,1
,,,,
76030,106,392,1,1
,,,,
76046,106,392,1,1
,,,,
76059,106,392,1,1
,,,,
76072,106,392,1,1
,,,,
76086,106,392,1,1
,,,,
76099,106,392,1,1
,,,,
76114,106,392,1,1
,,,,
76127,106,392,1,1
,,,,
76138,106,392,1,1
,,,,
76153,106,392,1,1
,,,,
76165,106,392,1,1
,,,,
76178,106,392,1,1
,,,,
76193,106,392,1,1
,,,,
76204,106,392,1,1
,,,,
76217,106,392,1,1
,,,,
76229,106,392,1,1
,,,,
76245,106,392,1,1
,,,,
76256,106,392,1,1
,,,,
76269,106,392,1,1
,,,,
76281,106,392,1,1
,,,,
76295,106,392,1,1
,,,,
76309,106,392,1,1
,,,,
76321,106,392,1,1
,,,,
76334,106,392,1,1
,,,,
76346,106,392,1,1
,,,,
76361,106,392,1,1
,,,,
76373,106,392,1,1
,,,,
76387,106,392,1,1
,,,,
76401,106,392,1,1
,,,,
76413,106,392,1,1
,,,,
76427,106,392,1,1
,,,,
76438,106,392,1,1
,,,,
76452,106,392,1,1
,,,,
76464,106,392,1,1
,,,,
76478,106,392,1,1
,,,,
76493,99,392,1,1
,,,,
76504,92,392,1,1
,,,,
76517,85,392,1,1
,,,,
76530,78,392,1,1
,,,,
76544,71,392,1,1
,,,,
76557,64,392,1,1
,,,,
76571,57,392,1,1
,,,,
76585,50,392,1,1
,,,,
76600,43,392,1,1
,,,,
76612,36,392,1,1
,,,,
76625,29,392,1,1
,,,,
76639,22,392,1,1
,,,,
76652,15,392,1,1
,,,,
76664,8,392,1,1
,,,,
76678,1,392,1,1
,,,,
76693,0,392,1,1
,,,,
76704,0,392,1,1
,,,,
76718,0,392,1,1
,,,,
76742,0,392,1,1
,,,,
76755,0,392,1,1
,,,,
76770,0,392,1,1
,,,,
76786,0,392,1,1
,,,,
76800,0,392,1,1
,,,,
76812,0,392,1,1
,,,,
76828,0,392,1,1
,,,,
76841,0,392,1,1
,,,,
76855,0,392,1,1
,,,,
76867,0,392,1,1
,,,,
76880,0,392,1,1
,,,,
76894,0,392,1,1
,,,,
76905,0,392,1,1
,,,,
76919,0,392,1,1
,,,,
76933,0,392,1,1
,,,,
76946,0,392,1,1
,,,,
76963,0,392,1,1
,,,,
76978,0,392,1,1
,,,,
76993,0,392,1,1
,,,,
77005,0,392,1,1
,,,,
77019,0,392,1,1
,,,,
77032,0,392,1,1
,,,,
77045,0,392,1,1
,,,,
77059,0,392,1,1
,,,,
77072,0,392,1,1
,,,,
77085,0,392,1,1
,,,,
77098,0,392,1,1
,,,,
77111,0,392,1,1
,,,,
77125,0,392,1,1
,,,,
77137,0,392,1,1
,,,,
77153,0,392,1,1
,,,,
77168,0,392,1,1
,,,,
77184,0,392,1,1
,,,,
77198,0,392,1,1
,,,,
77212,0,392,1,1
,,,,
77226,0,392,1,1
,,,,
77239,0,392,1,1
,,,,
77253,0,392,1,1
,,,,
77268,0,392,1,1
,,,,
77280,0,392,1,1
,,,,
77294,0,392,1,1
,,,,
77305,0,392,1,1
,,,,
77318,0,392,1,1
,,,,
77330,0,392,1,1
,,,,
77344,0,392,1,1
,,,,
77359,0,392,1,1
,,,,
77370,0,392,1,1
,,,,
77385,0,392,1,1
,,,,
77396,0,392,1,1
,,,,
77410,0,392,1,1
,,,,
77424,0,392,1,1
,,,,
77437,0,392,1,1
,,,,
77451,0,392,1,1
,,,,
77463,0,392,1,1
,,,,
77479,0,392,1,1
,,,,
77494,0,392,1,1
,,,,
77507,0,392,1,1
,,,,
77520,0,392,1,1
,,,,
77536,0,392,1,1
,,,,
77550,0,392,1,1
,,,,
77563,0,392,1,1
,,,,
77579,0,392,1,1
,,,,
77593,0,399,1,1
,,,,
77604,0,406,1,1
,,,,
77618,0,413,1,1
,,,,
77632,0,420,1,1
,,,,
77645,0,427,1,1
,,,,
77660,0,434,1,1
,,,,
77673,0,441,1,1
,,,,
77685,0,448,1,1
,,,,
77697,0,455,1,1
,,,,
77714,0,462,1,1
,,,,
77726,7,469,1,1
,,,,
77738,14,476,1,1
,,,,
77752,21,483,1,1
,,,,
77766,28,490,1,1
,,,,
77778,35,497,1,1
,,,,
77790,42,504,1,1
,,,,
77803,49,511,1,1
,,,,
77817,56,518,1,1
,,,,
77829,63,525,1,1
,,,,
77845,70,532,1,1
,,,,
77859,77,539,1,1
,,,,
77872,84,546,1,1
,,,,
77886,91,553,1,1
,,,,
77900,98,560,1,1
,,,,
77913,105,567,1,1
,,,,
77926,112,574,1,1
,,,,
77939,119,581,1,1
,,,,
77953,126,588,1,1
,,,,
77968,133,595,1,1
,,,,
77979,140,602,1,1
,,,,
77994,147,609,1,1
,,,,
78008,154,616,1,1
,,,,
78021,161,616,1,1
,,,,
78034,168,616,1,1
,,,,
78046,175,616,1,1
,,,,
78059,182,616,1,1
,,,,
78072,189,616,1,1
,,,,
78085,196,616,1,1
,,,,
78097,196,616,1,1
,,,,
78110,196,616,1,1
,,,,
78123,196,616,1,1
,,,,
78136,196,616,1,1
,,,,
78150,196,616,1,1
,,,,
78164,196,616,1,1
,,,,
78177,196,616,1,1
,,,,
78189,196,616,1,1
,,,,
78202,196,616,1,1
,,,,
78215,196,616,1,1
,,,,
78229,196,616,1,1
,,,,
78244,196,616,1,1
,,,,
78256,196,616,1,1
,,,,
78268,196,616,1,1
,,,,
78281,196,616,1,1
,,,,
78296,196,616,1,1
,,,,
78312,196,616,1,1
,,,,
78325,196,616,1,1
,,,,
78337,196,616,1,1
,,,,
78350,196,616,1,1
,,,,
78363,196,616,1,1
,,,,
78377,196,616,1,1
,,,,
78389,196,616,1,1
,,,,
78405,196,616,1,1
,,,,
78418,196,616,1,1
,,,,
78432,196,616,1,1
,,,,
78445,196,616,1,1
,,,,
78459,196,616,1,1
,,,,
78471,196,616,1,1
,,,,
78485,196,616,1,1
,,,,
78500,203,616,1,1
,,,,
78513,210,616,1,1
,,,,
78527,217,616,1,1
,,,,
78538,224,616,1,1
,,,,
78553,231,616,1,1
,,,,
78564,238,616,1,1
,,,,
78577,245,616,1,1
,,,,
78589,252,616,1,1
,,,,
78604,259,616,1,1
,,,,
78617,259,616,1,1
,,,,
78629,259,616,1,1
,,,,
78645,259,616,1,1
,,,,
78659,259,616,1,1
,,,,
78671,259,616,1,1
,,,,
78684,259,616,1,1
,,,,
78696,259,616,1,1
,,,,
78712,259,616,1,1
,,,,
78726,259,616,1,1
,,,,
78738,266,616,1,1
,,,,
78752,273,616,1,1
,,,,
78764,280,616,1,1
,,,,
78777,287,616,1,1
,,,,
78789,294,616,1,1
,,,,
78803,301,616,1,1
,,,,
78818,308,616,1,1
,,,,
78833,308,616,1,1
,,,,
78845,308,616,1,1
,,,,
78858,308,616,1,1
,,,,
78871,308,616,1,1
,,,,
78885,308,616,1,1
,,,,
78899,308,616,1,1
,,,,
78913,308,616,1,1
,,,,
78927,308,616,1,1
,,,,
78939,308,616,1,1
,,,,
78953,308,616,1,1
,,,,
78967,308,616,1,1
,,,,
78981,308,616,1,1
,,,,
78995,308,616,1,1
,,,,
79011,308,616,1,1
,,,,
79027,308,616,1,1
,,,,
79040,308,616,1,1
,,,,
79054,308,616,1,1
,,,,
79070,308,616,1,1
,,,,
79086,308,609,1,1
,,,,
79102,308,602,1,1
,,,,
79116,308,595,1,1
,,,,
79131,308,588,1,1
,,,,
79146,308,581,1,1
,,,,
79162,308,574,1,1
,,,,
79178,308,567,1,1
,,,,
79190,308,560,1,1
,,,,
79203,308,553,1,1
,,,,
79219,308,546,1,1
,,,,
79234,308,539,1,1
,,,,
79250,308,532,1,1
,,,,
79265,308,525,1,1
,,,,
79278,308,518,1,1
,,,,
79294,308,511,1,1
,,,,
79307,308,504,1,1
,,,,
79321,308,497,1,1
,,,,
79336,308,490,1,1
,,,,
79351,308,483,1,1
,,,,
79365,308,476,1,1
,,,,
79378,308,469,1,1
,,,,
79395,308,462,1,1
,,,,
79411,308,455,1,1
,,,,
79426,308,448,1,1
,,,,
79439,308,441,1,1
,,,,
79453,308,434,1,1
,,,,
79465,308,427,1,1
,,,,
79477,308,420,1,1
,,,,
79488,308,413,1,1
,,,,
79501,308,406,1,1
,,,,
79513,308,399,1,1
,,,,
79528,308,392,1,1
,,,,
79541,308,385,1,1
,,,,
79553,308,378,1,1
,,,,
79566,308,378,1,1
,,,,
79578,308,378,1,1
,,,,
79592,308,378,1,1
,,,,
79604,308,378,1,1
,,,,
79619,308,378,1,1
,,,,
79633,308,378,1,1
,,,,
79645,308,378,1,1
,,,,
79660,308,378,1,1
,,,,
79672,308,378,1,1
,,,,
79685,308,378,1,1
,,,,
79700,308,378,1,1
,,,,
79712,308,378,1,1
,,,,
79727,308,378,1,1
,,,,
79740,308,378,1,1
,,,,
79754,308,378,1,1
,,,,
79768,308,378,1,1
,,,,
79779,308,378,1,1
,,,,
79793,308,378,1,1
,,,,
79804,308,378,1,1
,,,,
79817,308,378,1,1
,,,,
79831,308,378,1,1
,,,,
79846,308,378,1,1
,,,,
79860,308,378,1,1
,,,,
79872,308,371,1,1
,,,,
79886,308,364,1,1
,,,,
79901,308,357,1,1
,,,,
79915,308,350,1,1
,,,,
79927,308,343,1,1
,,,,
79943,308,336,1,1
,,,,
79954,308,329,1,1
,,,,
79968,308,322,1,1
,,,,
79983,308,315,1,1
,,,,
79997,308,308,1,1
,,,,
80010,308,301,1,1
,,,,
80023,308,294,1,1
,,,,
80036,308,287,1,1
,,,,
80050,308,280,1,1
,,,,
80063,308,273,1,1
,,,,
80076,308,266,1,1
,,,,
80089,308,259,1,1
,,,,
80102,308,259,1,1
,,,,
80116,308,259,1,1
,,,,
80131,308,259,1,1
,,,,
80144,308,259,1,1
,,,,
80159,308,259,1,1
,,,,
80172,308,259,1,1
,,,,
80186,308,259,1,1
,,,,
80200,308,259,1,1
,,,,
80212,308,259,1,1
,,,,
80227,308,259,1,1
,,,,
80239,308,259,1,1
,,,,
80253,308,259,1,1
,,,,
80268,308,259,1,1
,,,,
80279,308,259,1,1
,,,,
80294,308,259,1,1
,,,,
80309,308,259,1,1
,,,,
80322,308,259,1,1
,,,,
80335,308,259,1,1
,,,,
80350,308,259,1,1
,,,,
80363,308,259,1,1
,,,,
80377,308,259,1,1
,,,,
80390,308,259,1,1
,,,,
80404,308,259,1,1
,,,,
80420,308,259,1,1
,,,,
80434,308,259,1,1
,,,,
80446,308,259,1,1
,,,,
80460,308,259,1,1
,,,,
80472,308,259,1,1
,,,,
80486,308,259,1,1
,,,,
80500,308,259,1,1
,,,,
80513,308,259,1,1
,,,,
80529,308,259,1,1
,,,,
80543,308,259,1,1
,,,,
80555,308,259,1,1
,,,,
80569,308,259,1,1
,,,,
80584,308,259,1,1
,,,,
80600,308,259,1,1
,,,,
80613,308,259,1,1
,,,,
80627,308,259,1,1
,,,,
80638,308,259,1,1
,,,,
80652,308,259,1,1
,,,,
80666,308,259,1,1
,,,,
80679,308,259,1,1
,,,,
80693,308,259,1,1
,,,,
80704,308,259,1,1
,,,,
80716,308,259,1,1
,,,,
80730,308,259,1,1
,,,,
80744,308,259,1,1
,,,,
80756,308,259,1,1
,,,,
80769,308,259,1,1
,,,,
80783,308,259,1,1
,,,,
80796,308,259,1,1
,,,,
80810,308,259,1,1
,,,,
80821,308,259,1,1
,,,,
80835,308,259,1,1
,,,,
80851,308,259,1,1
,,,,
80864,308,259,1,1
,,,,
80877,308,259,1,1
,,,,
80888,308,259,1,1
,,,,
80902,308,259,1,1
,,,,
80915,308,259,1,1
,,,,
80930,308,259,1,1
,,,,
80944,308,259,1,1
,,,,
80955,308,259,1,1
,,,,
80969,308,259,1,1
,,,,
80983,308,259,1,1
,,,,
80999,308,259,1,1
,,,,
81014,308,259,1,1
,,,,
81027,308,259,1,1
,,,,
81042,308,259,1,1
,,,,
81055,308,259,1,1
,,,,
81069,308,259,1,1
,,,,
81084,308,259,1,1
,,,,
81096,308,259,1,1
,,,,
81110,308,259,1,1
,,,,
81121,308,259,1,1
,,,,
81135,308,259,1,1
,,,,
81148,308,259,1,1
,,,,
81162,308,259,1,1
,,,,
81176,308,259,1,1
,,,,
81187,308,259,1,1
,,,,
81201,308,259,1,1
,,,,
81217,308,259,1,1
,,,,
81229,308,259,1,1
,,,,
81243,308,259,1,1
,,,,
81255,308,259,1,1
,,,,
81268,308,259,1,1
,,,,
81283,308,259,1,1
,,,,
81294,308,259,1,1
,,,,
81310,308,259,1,1
,,,,
81322,308,259,1,1
,,,,
81335,308,259,1,1
,,,,
81349,308,259,1,1
,,,,
81364,308,259,1,1
,,,,
81378,308,259,1,1
,,,,
81393,308,259,1,1
,,,,
81407,308,259,1,1
,,,,
81420,308,259,1,1
,,,,
81433,308,259,1,1
,,,,
81446,308,259,1,1
,,,,
81460,308,259,1,1
,,,,
81475,308,259,1,1
,,,,
81488,308,259,1,1
,,,,
81501,308,259,1,1
,,,,
81514,308,259,1,1
,,,,
81528,308,259,1,1
,,,,
81542,308,259,1,1
,,,,
81553,308,259,1,1
,,,,
81566,308,259,1,1
,,,,
81579,308,259,1,1
,,,,
81593,308,259,1,1
,,,,
81605,308,259,1,1
,,,,
81617,308,259,1,1
,,,,
81630,308,259,1,1
,,,,
81645,308,259,1,1
,,,,
81660,308,259,1,1
,,,,
81674,308,259,1,1
,,,,
81687,308,259,1,1
,,,,
81702,308,259,1,1
,,,,
81716,308,259,1,1
,,,,
81731,308,259,1,1
,,,,
81744,308,259,1,1
,,,,
81759,308,259,1,1
,,,,
81771,308,259,1,1
,,,,
81784,308,259,1,1
,,,,
81796,308,259,1,1
,,,,
81811,308,259,1,1
,,,,
81824,308,259,1,1
,,,,
81838,308,259,1,1
,,,,
81851,308,259,1,1
,,,,
