TicksTime,BallPosX,BallPosY,BallSpeed,PosF,PosPC,ScoreF,ScorePC
87473,1146,701,5,281,612,0,2
,,,,,,,
87488,1151,706,5,281,612,0,2
,,,,,,,
87500,1156,711,5,281,612,0,2
,,,,,,,
87514,1161,716,5,281,612,0,2
,,,,,,,
87528,1166,721,5,281,612,0,2
,,,,,,,
87542,1171,726,5,281,612,0,2
,,,,,,,
87555,1176,731,5,281,612,0,2
,,,,,,,
87567,1181,736,5,281,612,0,2
,,,,,,,
87580,1186,741,5,281,612,0,2
,,,,,,,
87594,1191,746,5,281,612,0,2
,,,,,,,
87607,1196,751,5,281,612,0,2
,,,,,,,
87620,1201,756,5,281,612,0,2
,,,,,,,
87632,1206,761,5,281,618,0,2
,,,,,,,
87646,1211,756,5,281,618,0,2
,,,,,,,
87661,1216,751,5,281,618,0,2
,,,,,,,
87673,1221,746,5,281,618,0,2
,,,,,,,
87686,1226,741,5,281,618,0,2
,,,,,,,
87700,1231,736,5,281,618,0,2
,,,,,,,
87713,1236,731,5,281,618,0,2
,,,,,,,
87727,1241,726,5,281,618,0,2
,,,,,,,
87741,1246,721,5,281,618,0,2
,,,,,,,
87756,1251,716,5,281,618,0,2
,,,,,,,
87767,1256,711,5,281,618,0,2
,,,,,,,
87781,1261,706,5,281,618,0,2
,,,,,,,
87796,1266,701,5,281,618,0,2
,,,,,,,
87807,1271,696,5,281,618,0,2
,,,,,,,
87822,1276,691,5,281,618,0,2
,,,,,,,
87834,1281,686,5,281,618,0,2
,,,,,,,
87846,1286,681,5,281,618,0,2
,,,,,,,
87859,1291,676,5,281,618,0,2
,,,,,,,
87872,1296,671,5,281,618,0,2
,,,,,,,
87884,1291,666,5,281,618,0,2
,,,,,,,
87897,1286,661,5,281,618,0,2
,,,,,,,
87912,1281,656,5,281,618,0,2
,,,,,,,
87923,1276,651,5,281,618,0,2
,,,,,,,
87937,1271,646,5,281,618,0,2
,,,,,,,
87949,1266,641,5,281,618,0,2
,,,,,,,
87962,1261,636,5,281,618,0,2
,,,,,,,
87975,1256,631,5,281,618,0,2
,,,,,,,
87988,1251,626,5,281,618,0,2
,,,,,,,
88001,1246,621,5,281,618,0,2
,,,,,,,
88013,1241,616,5,281,618,0,2
,,,,,,,
88028,1236,611,5,281,618,0,2
,,,,,,,
88040,1231,606,5,281,618,0,2
,,,,,,,
88054,1226,601,5,281,618,0,2
,,,,,,,
88066,1221,596,5,281,618,0,2
,,,,,,,
88079,1216,591,5,281,618,0,2
,,,,,,,
88091,1211,586,5,281,618,0,2
,,,,,,,
88106,1206,581,5,281,618,0,2
,,,,,,,
88117,1201,576,5,281,618,0,2
,,,,,,,
88130,1196,571,5,281,618,0,2
,,,,,,,
88145,1191,566,5,281,618,0,2
,,,,,,,
88158,1186,561,5,281,618,0,2
,,,,,,,
88171,1181,556,5,281,618,0,2
,,,,,,,
88183,1176,551,5,281,618,0,2
,,,,,,,
88197,1171,546,5,281,618,0,2
,,,,,,,
88210,1166,541,5,281,618,0,2
,,,,,,,
88225,1161,536,5,281,618,0,2
,,,,,,,
88238,1156,531,5,281,618,0,2
,,,,,,,
88249,1151,526,5,281,618,0,2
,,,,,,,
88264,1146,521,5,281,618,0,2
,,,,,,,
88278,1141,516,5,281,618,0,2
,,,,,,,
88290,1136,511,5,281,618,0,2
,,,,,,,
88304,1131,506,5,281,618,0,2
,,,,,,,
88315,1126,501,5,281,618,0,2
,,,,,,,
88329,1121,496,5,281,618,0,2
,,,,,,,
88343,1116,491,5,281,618,0,2
,,,,,,,
88357,1111,486,5,281,618,0,2
,,,,,,,
88371,1106,481,5,281,618,0,2
,,,,,,,
88383,1101,476,5,281,618,0,2
,,,,,,,
88397,1096,471,5,281,618,0,2
,,,,,,,
88412,1091,466,5,281,618,0,2
,,,,,,,
88425,1086,461,5,281,618,0,2
,,,,,,,
88439,1081,456,5,281,618,0,2
,,,,,,,
88450,1076,451,5,281,618,0,2
,,,,,,,
88463,1071,446,5,281,618,0,2
,,,,,,,
88476,1066,441,5,281,618,0,2
,,,,,,,
88489,1061,436,5,281,618,0,2
,,,,,,,
88503,1056,431,5,281,618,0,2
,,,,,,,
88515,1051,426,5,281,618,0,2
,,,,,,,
88529,1046,421,5,281,618,0,2
,,,,,,,
88540,1041,416,5,281,618,0,2
,,,,,,,
88554,1036,411,5,281,618,0,2
,,,,,,,
88567,1031,406,5,281,618,0,2
,,,,,,,
88581,1026,401,5,281,618,0,2
,,,,,,,
88596,1021,396,5,281,618,0,2
,,,,,,,
88610,1016,391,5,281,618,0,2
,,,,,,,
88623,1011,386,5,281,618,0,2
,,,,,,,
88637,1006,381,5,281,618,0,2
,,,,,,,
88649,1001,376,5,281,618,0,2
,,,,,,,
88662,996,371,5,281,618,0,2
,,,,,,,
88676,991,366,5,281,618,0,2
,,,,,,,
88690,986,361,5,288,618,0,2
,,,,,,,
88702,981,356,5,295,618,0,2
,,,,,,,
88715,976,351,5,302,618,0,2
,,,,,,,
88729,971,346,5,309,618,0,2
,,,,,,,
88741,966,341,5,316,618,0,2
,,,,,,,
88755,961,336,5,323,618,0,2
,,,,,,,
88767,956,331,5,330,618,0,2
,,,,,,,
88781,951,326,5,337,618,0,2
,,,,,,,
88795,946,321,5,344,618,0,2
,,,,,,,
88807,941,316,5,351,618,0,2
,,,,,,,
88821,936,311,5,358,618,0,2
,,,,,,,
88833,931,306,5,358,618,0,2
,,,,,,,
88847,926,301,5,358,618,0,2
,,,,,,,
88860,921,296,5,358,618,0,2
,,,,,,,
88873,916,291,5,358,618,0,2
,,,,,,,
88888,911,286,5,358,618,0,2
,,,,,,,
88900,906,281,5,358,618,0,2
,,,,,,,
88914,901,276,5,358,618,0,2
,,,,,,,
88929,896,271,5,358,618,0,2
,,,,,,,
88939,891,266,5,358,618,0,2
,,,,,,,
88954,886,261,5,358,618,0,2
,,,,,,,
88966,881,256,5,358,618,0,2
,,,,,,,
88979,876,251,5,358,618,0,2
,,,,,,,
88991,871,246,5,358,618,0,2
,,,,,,,
89006,866,241,5,358,618,0,2
,,,,,,,
89019,861,236,5,358,618,0,2
,,,,,,,
89031,856,231,5,358,618,0,2
,,,,,,,
89044,851,226,5,358,618,0,2
,,,,,,,
89056,846,221,5,358,618,0,2
,,,,,,,
89069,841,216,5,358,618,0,2
,,,,,,,
89082,836,211,5,358,618,0,2
,,,,,,,
89096,831,206,5,358,618,0,2
,,,,,,,
89111,826,201,5,358,618,0,2
,,,,,,,
89123,821,196,5,358,618,0,2
,,,,,,,
89137,816,191,5,358,618,0,2
,,,,,,,
89149,811,186,5,358,618,0,2
,,,,,,,
89163,806,181,5,358,618,0,2
,,,,,,,
89176,801,176,5,358,618,0,2
,,,,,,,
89189,796,171,5,358,618,0,2
,,,,,,,
89201,791,166,5,351,618,0,2
,,,,,,,
89214,786,161,5,344,618,0,2
,,,,,,,
89228,781,156,5,337,618,0,2
,,,,,,,
89241,776,151,5,330,618,0,2
,,,,,,,
89256,771,146,5,323,618,0,2
,,,,,,,
89269,766,141,5,316,618,0,2
,,,,,,,
89281,761,136,5,309,618,0,2
,,,,,,,
89296,756,131,5,302,618,0,2
,,,,,,,
89311,751,126,5,295,618,0,2
,,,,,,,
89323,746,121,5,288,618,0,2
,,,,,,,
89337,741,116,5,281,618,0,2
,,,,,,,
89350,736,111,5,274,618,0,2
,,,,,,,
89363,731,106,5,267,618,0,2
,,,,,,,
89376,726,101,5,260,618,0,2
,,,,,,,
89390,721,96,5,253,618,0,2
,,,,,,,
89405,716,91,5,246,618,0,2
,,,,,,,
89416,711,86,5,239,618,0,2
,,,,,,,
89430,706,81,5,232,618,0,2
,,,,,,,
89444,701,76,5,225,618,0,2
,,,,,,,
89458,696,71,5,218,618,0,2
,,,,,,,
89471,691,66,5,211,618,0,2
,,,,,,,
89484,686,61,5,204,618,0,2
,,,,,,,
89498,681,56,5,197,618,0,2
,,,,,,,
89512,676,51,5,197,618,0,2
,,,,,,,
89527,671,46,5,197,618,0,2
,,,,,,,
89539,666,41,5,197,618,0,2
,,,,,,,
89551,661,36,5,197,618,0,2
,,,,,,,
89564,656,31,5,197,618,0,2
,,,,,,,
89577,651,26,5,197,618,0,2
,,,,,,,
89590,646,21,5,197,618,0,2
,,,,,,,
89605,641,16,5,197,618,0,2
,,,,,,,
89616,636,11,5,197,618,0,2
,,,,,,,
89630,631,6,5,197,618,0,2
,,,,,,,
89641,626,11,5,197,618,0,2
,,,,,,,
89655,621,16,5,197,618,0,2
,,,,,,,
89666,616,21,5,197,618,0,2
,,,,,,,
89680,611,26,5,197,618,0,2
,,,,,,,
89701,606,31,5,197,618,0,2
,,,,,,,
89716,601,36,5,197,618,0,2
,,,,,,,
89731,596,41,5,197,618,0,2
,,,,,,,
89747,591,46,5,197,618,0,2
,,,,,,,
89762,586,51,5,197,618,0,2
,,,,,,,
89779,581,56,5,197,618,0,2
,,,,,,,
89793,576,61,5,197,618,0,2
,,,,,,,
89809,571,66,5,197,618,0,2
,,,,,,,
89824,566,71,5,197,618,0,2
,,,,,,,
89840,561,76,5,197,618,0,2
,,,,,,,
89855,556,81,5,197,618,0,2
,,,,,,,
89869,551,86,5,197,618,0,2
,,,,,,,
89883,546,91,5,197,618,0,2
,,,,,,,
89898,541,96,5,197,618,0,2
,,,,,,,
89913,536,101,5,197,618,0,2
,,,,,,,
89927,531,106,5,197,618,0,2
,,,,,,,
89942,526,111,5,197,618,0,2
,,,,,,,
89957,521,116,5,197,618,0,2
,,,,,,,
89971,516,121,5,197,618,0,2
,,,,,,,
89985,511,126,5,197,618,0,2
,,,,,,,
89999,506,131,5,197,618,0,2
,,,,,,,
90013,501,136,5,197,618,0,2
,,,,,,,
90029,496,141,5,197,618,0,2
,,,,,,,
90041,491,146,5,197,618,0,2
,,,,,,,
90058,486,151,5,197,618,0,2
,,,,,,,
90073,481,156,5,197,618,0,2
,,,,,,,
90088,476,161,5,197,618,0,2
,,,,,,,
90101,471,166,5,197,618,0,2
,,,,,,,
90115,466,171,5,197,618,0,2
,,,,,,,
90131,461,176,5,197,618,0,2
,,,,,,,
90146,456,181,5,197,618,0,2
,,,,,,,
90160,451,186,6,197,618,0,2
,,,,,,,
90176,445,192,6,197,618,0,2
,,,,,,,
90190,439,198,6,197,618,0,2
,,,,,,,
90205,433,204,6,197,618,0,2
,,,,,,,
90217,427,210,6,197,618,0,2
,,,,,,,
90230,421,216,6,197,618,0,2
,,,,,,,
90245,415,222,6,197,618,0,2
,,,,,,,
90257,409,228,6,197,618,0,2
,,,,,,,
90272,403,234,6,197,618,0,2
,,,,,,,
90284,397,240,6,204,618,0,2
,,,,,,,
90297,391,246,6,211,618,0,2
,,,,,,,
90309,385,252,6,218,618,0,2
,,,,,,,
90323,379,258,6,225,618,0,2
,,,,,,,
90336,373,264,6,232,618,0,2
,,,,,,,
90347,367,270,6,239,618,0,2
,,,,,,,
90362,361,276,6,246,618,0,2
,,,,,,,
90375,355,282,6,253,618,0,2
,,,,,,,
90390,349,288,6,260,618,0,2
,,,,,,,
90405,343,294,6,267,618,0,2
,,,,,,,
90417,337,300,6,274,618,0,2
,,,,,,,
90431,331,306,6,281,618,0,2
,,,,,,,
90446,325,312,6,288,618,0,2
,,,,,,,
90462,319,318,6,295,618,0,2
,,,,,,,
90473,313,324,6,302,618,0,2
,,,,,,,
90488,307,330,6,309,618,0,2
,,,,,,,
90500,301,336,6,316,618,0,2
,,,,,,,
90514,295,342,6,323,618,0,2
,,,,,,,
90528,289,348,6,323,618,0,2
,,,,,,,
90540,283,354,6,323,618,0,2
,,,,,,,
90554,277,360,6,323,618,0,2
,,,,,,,
90566,271,366,6,323,618,0,2
,,,,,,,
90579,265,372,6,323,618,0,2
,,,,,,,
90591,259,378,6,323,618,0,2
,,,,,,,
90606,253,384,6,323,618,0,2
,,,,,,,
90618,247,390,6,323,618,0,2
,,,,,,,
90631,241,396,6,323,618,0,2
,,,,,,,
90646,235,402,6,323,618,0,2
,,,,,,,
90660,229,408,6,330,618,0,2
,,,,,,,
90673,223,414,6,337,618,0,2
,,,,,,,
90688,217,420,6,344,618,0,2
,,,,,,,
90700,211,426,6,351,618,0,2
,,,,,,,
90712,205,432,6,358,618,0,2
,,,,,,,
90725,199,438,6,365,618,0,2
,,,,,,,
90739,193,444,6,372,618,0,2
,,,,,,,
90754,187,450,6,379,618,0,2
,,,,,,,
90766,181,456,6,386,618,0,2
,,,,,,,
90779,175,462,6,393,618,0,2
,,,,,,,
90791,169,468,6,400,618,0,2
,,,,,,,
90806,163,474,6,407,618,0,2
,,,,,,,
90819,157,480,6,414,618,0,2
,,,,,,,
90831,151,486,6,421,618,0,2
,,,,,,,
90845,145,492,6,428,618,0,2
,,,,,,,
90858,139,498,6,435,618,0,2
,,,,,,,
90873,133,504,6,442,618,0,2
,,,,,,,
90889,127,510,6,449,618,0,2
,,,,,,,
90902,121,516,6,456,618,0,2
,,,,,,,
90916,115,522,6,463,618,0,2
,,,,,,,
90929,109,528,6,470,618,0,2
,,,,,,,
90942,103,534,6,477,618,0,2
,,,,,,,
90957,97,540,6,484,618,0,2
,,,,,,,
90971,91,546,6,491,618,0,2
,,,,,,,
90984,85,552,6,498,618,0,2
,,,,,,,
91000,79,558,6,505,618,0,2
,,,,,,,
91017,73,564,6,512,618,0,2
,,,,,,,
91046,73,576,6,519,618,0,2
,,,,,,,
91062,79,582,6,526,618,0,2
,,,,,,,
91077,85,588,6,533,618,0,2
,,,,,,,
91092,91,594,6,540,618,0,2
,,,,,,,
91108,97,600,6,547,618,0,2
,,,,,,,
91123,103,606,6,547,618,0,2
,,,,,,,
91139,109,612,6,547,618,0,2
,,,,,,,
91154,115,618,6,547,618,0,2
,,,,,,,
91167,121,624,6,547,618,0,2
,,,,,,,
91179,127,630,6,547,618,0,2
,,,,,,,
91192,133,636,6,547,618,0,2
,,,,,,,
91206,139,642,6,547,618,0,2
,,,,,,,
91221,145,648,6,547,618,0,2
,,,,,,,
91235,151,654,6,547,618,0,2
,,,,,,,
91247,157,660,6,547,618,0,2
,,,,,,,
91262,163,666,6,547,618,0,2
,,,,,,,
91274,169,672,6,547,618,0,2
,,,,,,,
91288,175,678,6,547,618,0,2
,,,,,,,
91299,181,684,6,547,618,0,2
,,,,,,,
91313,187,690,6,547,618,0,2
,,,,,,,
91327,193,696,6,547,618,0,2
,,,,,,,
91339,199,702,6,547,618,0,2
,,,,,,,
91352,205,708,6,547,618,0,2
,,,,,,,
91366,211,714,6,547,618,0,2
,,,,,,,
91380,217,720,6,547,618,0,2
,,,,,,,
91392,223,726,6,547,618,0,2
,,,,,,,
91406,229,732,6,547,618,0,2
,,,,,,,
91420,235,738,6,547,618,0,2
,,,,,,,
91432,241,744,6,547,618,0,2
,,,,,,,
91447,247,750,6,547,618,0,2
,,,,,,,
91459,253,756,6,547,618,0,2
,,,,,,,
91472,259,762,6,547,618,0,2
,,,,,,,
91487,265,756,6,547,618,0,2
,,,,,,,
91499,271,750,6,547,618,0,2
,,,,,,,
91513,277,744,6,547,618,0,2
,,,,,,,
91528,283,738,6,547,618,0,2
,,,,,,,
91541,289,732,6,547,618,0,2
,,,,,,,
91555,295,726,6,547,618,0,2
,,,,,,,
91569,301,720,6,547,618,0,2
,,,,,,,
91581,307,714,6,547,618,0,2
,,,,,,,
91595,313,708,6,547,618,0,2
,,,,,,,
91607,319,702,6,547,618,0,2
,,,,,,,
91621,325,696,6,547,618,0,2
,,,,,,,
91634,331,690,6,547,618,0,2
,,,,,,,
91647,337,684,6,547,618,0,2
,,,,,,,
91661,343,678,6,547,618,0,2
,,,,,,,
91673,349,672,6,547,618,0,2
,,,,,,,
91688,355,666,6,547,618,0,2
,,,,,,,
91700,361,660,6,547,618,0,2
,,,,,,,
91713,367,654,6,547,618,0,2
,,,,,,,
91727,373,648,6,547,618,0,2
,,,,,,,
91739,379,642,6,547,618,0,2
,,,,,,,
91752,385,636,6,547,618,0,2
,,,,,,,
91766,391,630,6,547,618,0,2
,,,,,,,
91781,397,624,6,540,618,0,2
,,,,,,,
91796,403,618,6,533,618,0,2
,,,,,,,
91811,409,612,6,526,618,0,2
,,,,,,,
91825,415,606,6,519,618,0,2
,,,,,,,
91839,421,600,6,512,618,0,2
,,,,,,,
91854,427,594,6,505,618,0,2
,,,,,,,
91870,433,588,6,498,618,0,2
,,,,,,,
91884,439,582,6,491,618,0,2
,,,,,,,
91899,445,576,6,484,618,0,2
,,,,,,,
91914,451,570,6,477,618,0,2
,,,,,,,
91930,457,564,6,470,618,0,2
,,,,,,,
91946,463,558,6,463,618,0,2
,,,,,,,
91962,469,552,6,456,618,0,2
,,,,,,,
91976,475,546,6,449,618,0,2
,,,,,,,
91992,481,540,6,442,618,0,2
,,,,,,,
92008,487,534,6,435,618,0,2
,,,,,,,
92023,493,528,6,428,618,0,2
,,,,,,,
92039,499,522,6,421,618,0,2
,,,,,,,
92051,505,516,6,414,618,0,2
,,,,,,,
92064,511,510,6,407,618,0,2
,,,,,,,
92078,517,504,6,400,618,0,2
,,,,,,,
92092,523,498,6,393,618,0,2
,,,,,,,
92106,529,492,6,386,618,0,2
,,,,,,,
92120,535,486,6,379,618,0,2
,,,,,,,
92132,541,480,6,372,618,0,2
,,,,,,,
92146,547,474,6,365,618,0,2
,,,,,,,
92158,553,468,6,358,618,0,2
,,,,,,,
92172,559,462,6,351,618,0,2
,,,,,,,
92188,565,456,6,344,618,0,2
,,,,,,,
92200,571,450,6,337,618,0,2
,,,,,,,
92213,577,444,6,330,618,0,2
,,,,,,,
92227,583,438,6,323,618,0,2
,,,,,,,
92240,589,432,6,323,618,0,2
,,,,,,,
92254,595,426,6,323,618,0,2
,,,,,,,
92266,601,420,6,323,618,0,2
,,,,,,,
92279,607,414,6,323,618,0,2
,,,,,,,
92291,613,408,6,323,618,0,2
,,,,,,,
92305,619,402,6,323,618,0,2
,,,,,,,
92317,625,396,6,323,618,0,2
,,,,,,,
92330,631,390,6,323,618,0,2
,,,,,,,
92344,637,384,6,323,618,0,2
,,,,,,,
92358,643,378,6,323,618,0,2
,,,,,,,
92372,649,372,6,323,618,0,2
,,,,,,,
92384,655,366,6,323,618,0,2
,,,,,,,
92398,661,360,6,323,618,0,2
,,,,,,,
92412,667,354,6,323,618,0,2
,,,,,,,
92424,673,348,6,323,618,0,2
,,,,,,,
92439,679,342,6,323,618,0,2
,,,,,,,
92450,685,336,6,323,612,0,2
,,,,,,,
92464,691,330,6,323,606,0,2
,,,,,,,
92478,697,324,6,323,600,0,2
,,,,,,,
92494,703,318,6,323,594,0,2
,,,,,,,
92507,709,312,6,323,588,0,2
,,,,,,,
92521,715,306,6,323,582,0,2
,,,,,,,
92534,721,300,6,323,576,0,2
,,,,,,,
92548,727,294,6,323,570,0,2
,,,,,,,
92562,733,288,6,323,564,0,2
,,,,,,,
92575,739,282,6,323,558,0,2
,,,,,,,
92589,745,276,6,323,552,0,2
,,,,,,,
92604,751,270,6,323,546,0,2
,,,,,,,
92616,757,264,6,323,540,0,2
,,,,,,,
92630,763,258,6,323,540,0,2
,,,,,,,
92645,769,252,6,323,534,0,2
,,,,,,,
92661,775,246,6,323,528,0,2
,,,,,,,
92674,781,240,6,323,522,0,2
,,,,,,,
92687,787,234,6,323,516,0,2
,,,,,,,
92700,793,228,6,323,510,0,2
,,,,,,,
92713,799,222,6,323,504,0,2
,,,,,,,
92728,805,216,6,323,498,0,2
,,,,,,,
92742,811,210,6,323,492,0,2
,,,,,,,
92758,817,204,6,323,486,0,2
,,,,,,,
92772,823,198,6,323,480,0,2
,,,,,,,
92786,829,192,6,323,474,0,2
,,,,,,,
92799,835,186,6,323,468,0,2
,,,,,,,
92813,841,180,6,323,462,0,2
,,,,,,,
92828,847,174,6,323,456,0,2
,,,,,,,
92842,853,168,6,323,450,0,2
,,,,,,,
92855,859,162,6,323,444,0,2
,,,,,,,
92869,865,156,6,323,438,0,2
,,,,,,,
92883,871,150,6,323,432,0,2
,,,,,,,
92896,877,144,6,323,426,0,2
,,,,,,,
92909,883,138,6,323,420,0,2
,,,,,,,
92923,889,132,6,323,414,0,2
,,,,,,,
92938,895,126,6,323,408,0,2
,,,,,,,
92951,901,120,6,323,402,0,2
,,,,,,,
92964,907,114,6,323,396,0,2
,,,,,,,
92979,913,108,6,323,390,0,2
,,,,,,,
92991,919,102,6,323,384,0,2
,,,,,,,
93006,925,96,6,323,378,0,2
,,,,,,,
93020,931,90,6,323,372,0,2
,,,,,,,
93032,937,84,6,323,366,0,2
,,,,,,,
93046,943,78,6,323,360,0,2
,,,,,,,
93060,949,72,6,323,354,0,2
,,,,,,,
93073,955,66,6,323,348,0,2
,,,,,,,
93088,961,60,6,323,342,0,2
,,,,,,,
93100,967,54,6,323,336,0,2
,,,,,,,
93114,973,48,6,323,330,0,2
,,,,,,,
93128,979,42,6,323,324,0,2
,,,,,,,
93140,985,36,6,323,318,0,2
,,,,,,,
93155,991,30,6,323,312,0,2
,,,,,,,
93169,997,24,6,323,306,0,2
,,,,,,,
93181,1003,18,6,323,300,0,2
,,,,,,,
93196,1009,12,6,323,294,0,2
,,,,,,,
93210,1015,6,6,323,288,0,2
,,,,,,,
93223,1021,12,6,323,282,0,2
,,,,,,,
93239,1027,18,6,323,276,0,2
,,,,,,,
93253,1033,24,6,323,270,0,2
,,,,,,,
93266,1039,30,6,323,264,0,2
,,,,,,,
93279,1045,36,6,323,258,0,2
,,,,,,,
93294,1051,42,6,323,252,0,2
,,,,,,,
93306,1057,48,6,323,246,0,2
,,,,,,,
93321,1063,54,6,323,240,0,2
,,,,,,,
93333,1069,60,6,323,234,0,2
,,,,,,,
93347,1075,66,6,323,228,0,2
,,,,,,,
93362,1081,72,6,323,222,0,2
,,,,,,,
93376,1087,78,6,323,222,0,2
,,,,,,,
93390,1093,84,6,323,222,0,2
,,,,,,,
93405,1099,90,6,323,216,0,2
,,,,,,,
93416,1105,96,6,323,216,0,2
,,,,,,,
93429,1111,102,6,323,216,0,2
,,,,,,,
93444,1117,108,6,323,216,0,2
,,,,,,,
93456,1123,114,6,323,216,0,2
,,,,,,,
93471,1129,120,6,323,216,0,2
,,,,,,,
93483,1135,126,6,323,216,0,2
,,,,,,,
93497,1141,132,6,323,216,0,2
,,,,,,,
93512,1147,138,6,323,216,0,2
,,,,,,,
93527,1153,144,6,323,216,0,2
,,,,,,,
93540,1159,150,6,323,216,0,2
,,,,,,,
93555,1165,156,6,323,216,0,2
,,,,,,,
93566,1171,162,6,323,216,0,2
,,,,,,,
93580,1177,168,6,323,216,0,2
,,,,,,,
93595,1183,174,6,323,216,0,2
,,,,,,,
93607,1189,180,6,323,216,0,2
,,,,,,,
93621,1195,186,6,323,216,0,2
,,,,,,,
93633,1201,192,6,323,216,0,2
,,,,,,,
93647,1207,198,6,323,216,0,2
,,,,,,,
93661,1213,204,6,323,216,0,2
,,,,,,,
93674,1219,210,6,323,216,0,2
,,,,,,,
93689,1225,216,6,323,216,0,2
,,,,,,,
93704,1231,222,6,323,216,0,2
,,,,,,,
93717,1237,228,6,323,216,0,2
,,,,,,,
93733,1243,234,6,323,216,0,2
,,,,,,,
93749,1249,240,6,323,216,0,2
,,,,,,,
93764,1255,246,6,323,216,0,2
,,,,,,,
93778,1261,252,6,323,216,0,2
,,,,,,,
93790,1267,258,6,323,216,0,2
,,,,,,,
93805,1273,264,6,323,216,0,2
,,,,,,,
93821,1279,270,6,323,216,0,2
,,,,,,,
93835,1285,276,6,323,216,0,2
,,,,,,,
93848,1291,282,6,323,216,0,2
,,,,,,,
93863,1297,288,6,323,216,0,2
,,,,,,,
93877,1291,294,6,323,216,0,2
,,,,,,,
93890,1285,300,6,323,216,0,2
,,,,,,,
93906,1279,306,6,323,216,0,2
,,,,,,,
93920,1273,312,6,323,216,0,2
,,,,,,,
93932,1267,318,6,323,216,0,2
,,,,,,,
93947,1261,324,6,323,216,0,2
,,,,,,,
93962,1255,330,6,323,216,0,2
,,,,,,,
93978,1249,336,6,323,216,0,2
,,,,,,,
93991,1243,342,6,323,216,0,2
,,,,,,,
94006,1237,348,6,323,216,0,2
,,,,,,,
94021,1231,354,6,323,216,0,2
,,,,,,,
94037,1225,360,6,323,216,0,2
,,,,,,,
94051,1219,366,6,323,216,0,2
,,,,,,,
94065,1213,372,6,323,216,0,2
,,,,,,,
94080,1207,378,6,323,216,0,2
,,,,,,,
94096,1201,384,6,323,216,0,2
,,,,,,,
94109,1195,390,6,323,216,0,2
,,,,,,,
94125,1189,396,6,323,216,0,2
,,,,,,,
94141,1183,402,6,323,216,0,2
,,,,,,,
94157,1177,408,6,323,216,0,2
,,,,,,,
94171,1171,414,6,323,216,0,2
,,,,,,,
94186,1165,420,6,323,216,0,2
,,,,,,,
94199,1159,426,6,323,216,0,2
,,,,,,,
94213,1153,432,6,323,216,0,2
,,,,,,,
94230,1147,438,6,323,216,0,2
,,,,,,,
94245,1141,444,6,323,216,0,2
,,,,,,,
94260,1135,450,6,323,216,0,2
,,,,,,,
94274,1129,456,6,323,216,0,2
,,,,,,,
94289,1123,462,6,323,216,0,2
,,,,,,,
94317,1117,468,6,323,216,0,2
,,,,,,,
94331,1111,474,6,323,216,0,2
,,,,,,,
94346,1105,480,6,323,216,0,2
,,,,,,,
94361,1099,486,6,323,216,0,2
,,,,,,,
94372,1093,492,6,323,216,0,2
,,,,,,,
94387,1087,498,6,323,216,0,2
,,,,,,,
94401,1081,504,6,323,216,0,2
,,,,,,,
94414,1075,510,6,323,216,0,2
,,,,,,,
94428,1069,516,6,323,216,0,2
,,,,,,,
94440,1063,522,6,323,216,0,2
,,,,,,,
94454,1057,528,6,323,216,0,2
,,,,,,,
94466,1051,534,6,323,216,0,2
,,,,,,,
94480,1045,540,6,323,216,0,2
,,,,,,,
94494,1039,546,6,323,216,0,2
,,,,,,,
94508,1033,552,6,323,216,0,2
,,,,,,,
94523,1027,558,6,323,216,0,2
,,,,,,,
94538,1021,564,6,323,216,0,2
,,,,,,,
94550,1015,570,6,323,216,0,2
,,,,,,,
94563,1009,576,6,323,216,0,2
,,,,,,,
94576,1003,582,6,323,216,0,2
,,,,,,,
94590,997,588,6,323,216,0,2
,,,,,,,
94604,991,594,6,323,216,0,2
,,,,,,,
94616,985,600,6,323,216,0,2
,,,,,,,
94630,979,606,6,323,216,0,2
,,,,,,,
94646,973,612,6,323,216,0,2
,,,,,,,
94660,967,618,6,330,216,0,2
,,,,,,,
94673,961,624,6,337,216,0,2
,,,,,,,
94688,955,630,6,344,216,0,2
,,,,,,,
94702,949,636,6,351,216,0,2
,,,,,,,
94715,943,642,6,358,216,0,2
,,,,,,,
94730,937,648,6,365,216,0,2
,,,,,,,
94745,931,654,6,372,216,0,2
,,,,,,,
94760,925,660,6,379,216,0,2
,,,,,,,
94773,919,666,6,386,216,0,2
,,,,,,,
94788,913,672,6,393,216,0,2
,,,,,,,
94800,907,678,6,393,216,0,2
,,,,,,,
94813,901,684,6,393,216,0,2
,,,,,,,
94827,895,690,6,393,216,0,2
,,,,,,,
94839,889,696,6,393,216,0,2
,,,,,,,
94854,883,702,6,393,216,0,2
,,,,,,,
94866,877,708,6,393,216,0,2
,,,,,,,
94880,871,714,6,393,216,0,2
,,,,,,,
94894,865,720,6,393,216,0,2
,,,,,,,
94907,859,726,6,393,216,0,2
,,,,,,,
94921,853,732,6,393,216,0,2
,,,,,,,
94933,847,738,6,393,216,0,2
,,,,,,,
94947,841,744,6,393,216,0,2
,,,,,,,
94961,835,750,6,393,216,0,2
,,,,,,,
94973,829,756,6,393,216,0,2
,,,,,,,
94988,823,762,6,393,216,0,2
,,,,,,,
95001,817,756,6,393,216,0,2
,,,,,,,
95014,811,750,6,393,216,0,2
,,,,,,,
95029,805,744,6,393,216,0,2
,,,,,,,
