RR Interval [ms]
852.5390625
827.1484375
772.4609375
765.625
755.859375
737.3046875
709.9609375
717.7734375
727.5390625
736.328125
725.5859375
730.46875
766.6015625
842.7734375
800.78125
770.5078125
769.53125
740.234375
721.6796875
712.890625
711.9140625
692.3828125
747.0703125
756.8359375
729.4921875
739.2578125
750
772.4609375
771.484375
745.1171875
766.6015625
793.9453125
828.125
792.96875
794.921875
785.15625
758.7890625
750.9765625
768.5546875
800.78125
804.6875
822.265625
822.265625
796.875
767.578125
776.3671875
794.921875
793.9453125
789.0625
829.1015625
837.890625
789.0625
768.5546875
789.0625
805.6640625
774.4140625
791.9921875
819.3359375
790.0390625
779.296875
794.921875
821.2890625
777.34375
778.3203125
805.6640625
833.0078125
803.7109375
814.453125
831.0546875
833.0078125
810.546875
808.59375
815.4296875
763.671875
756.8359375
781.25
801.7578125
783.203125
789.0625
823.2421875
820.3125
773.4375
757.8125
790.0390625
826.171875
794.921875
826.171875
848.6328125
832.03125
767.578125
774.4140625
788.0859375
816.40625
797.8515625
807.6171875
812.5
763.671875
728.515625
713.8671875
732.421875
752.9296875
730.46875
704.1015625
761.71875
805.6640625
776.3671875
786.1328125
785.15625
788.0859375
770.5078125
800.78125
825.1953125
828.125
818.359375
809.5703125
781.25
749.0234375
746.09375
763.671875
785.15625
789.0625
827.1484375
831.0546875
790.0390625
758.7890625
787.109375
803.7109375
793.9453125
802.734375
831.0546875
860.3515625
805.6640625
806.640625
829.1015625
804.6875
768.5546875
785.15625
810.546875
779.296875
777.34375
806.640625
817.3828125
793.9453125
792.96875
790.0390625
744.140625
723.6328125
712.890625
683.59375
701.171875
788.0859375
778.3203125
829.1015625
877.9296875
847.65625
831.0546875
833.984375
803.7109375
768.5546875
784.1796875
812.5
825.1953125
829.1015625
811.5234375
820.3125
779.296875
773.4375
806.640625
842.7734375
798.828125
794.921875
796.875
818.359375
801.7578125
800.78125
823.2421875
836.9140625
793.9453125
823.2421875
839.84375
799.8046875
766.6015625
778.3203125
785.15625
768.5546875
750.9765625
767.578125
801.7578125
790.0390625
822.265625
828.125
785.15625
744.140625
750.9765625
775.390625
795.8984375
754.8828125
779.296875
824.21875
798.828125
756.8359375
776.3671875
790.0390625
783.203125
772.4609375
786.1328125
823.2421875
823.2421875
796.875
815.4296875
833.0078125
780.2734375
772.4609375
783.203125
778.3203125
756.8359375
787.109375
828.125
831.0546875
794.921875
787.109375
777.34375
747.0703125
744.140625
768.5546875
779.296875
767.578125
791.015625
798.828125
764.6484375
749.0234375
767.578125
796.875
771.484375
785.15625
797.8515625
788.0859375
750.9765625
765.625
786.1328125
777.34375
783.203125
814.453125
810.546875
766.6015625
755.859375
767.578125
798.828125
763.671875
770.5078125
805.6640625
848.6328125
796.875
798.828125
798.828125
790.0390625
759.765625
781.25
793.9453125
734.375
728.515625
724.609375
753.90625
781.25
809.5703125
809.5703125
723.6328125
715.8203125
717.7734375
701.171875
706.0546875
735.3515625
779.296875
766.6015625
752.9296875
757.8125
794.921875
780.2734375
790.0390625
827.1484375
816.40625
772.4609375
762.6953125
767.578125
763.671875
752.9296875
769.53125
769.53125
756.8359375
739.2578125
767.578125
804.6875
804.6875
820.3125
806.640625
778.3203125
747.0703125
750.9765625
765.625
796.875
770.5078125
772.4609375
818.359375
871.09375
825.1953125
814.453125
826.171875
811.5234375
763.671875
760.7421875
768.5546875
748.046875
763.671875
791.015625
813.4765625
775.390625
772.4609375
802.734375
797.8515625
748.046875
742.1875
744.140625
770.5078125
748.046875
741.2109375
764.6484375
802.734375
785.15625
756.8359375
748.046875
739.2578125
716.796875
706.0546875
685.546875
680.6640625
725.5859375
746.09375
756.8359375
811.5234375
827.1484375
776.3671875
757.8125
762.6953125
771.484375
737.3046875
738.28125
758.7890625
788.0859375
791.015625
768.5546875
777.34375
761.71875
742.1875
758.7890625
781.25
773.4375
796.875
813.4765625
783.203125
754.8828125
752.9296875
775.390625
764.6484375
778.3203125
792.96875
785.15625
749.0234375
735.3515625
754.8828125
790.0390625
776.3671875
787.109375
801.7578125
781.25
750
757.8125
771.484375
780.2734375
744.140625
759.765625
788.0859375
792.96875
800.78125
802.734375
792.96875
759.765625
767.578125
796.875
808.59375
789.0625
810.546875
810.546875
790.0390625
810.546875
805.6640625
781.25
784.1796875
792.96875
770.5078125
724.609375
717.7734375
733.3984375
749.0234375
734.375
761.71875
829.1015625
828.125
802.734375
789.0625
771.484375
743.1640625
754.8828125
769.53125
774.4140625
760.7421875
793.9453125
792.96875
770.5078125
741.2109375
750
768.5546875
748.046875
764.6484375
787.109375
793.9453125
752.9296875
738.28125
754.8828125
772.4609375
755.859375
776.3671875
779.296875
761.71875
731.4453125
744.140625
758.7890625
761.71875
717.7734375
718.75
732.421875
745.1171875
734.375
753.90625
766.6015625
736.328125
717.7734375
728.515625
743.1640625
726.5625
708.0078125
691.40625
677.734375
675.78125
735.3515625
802.734375
745.1171875
747.0703125
771.484375
780.2734375
762.6953125
750.9765625
791.9921875
829.1015625
762.6953125
744.140625
757.8125
755.859375
729.4921875
727.5390625
748.046875
771.484375
771.484375
791.015625
807.6171875
762.6953125
731.4453125
740.234375
744.140625
734.375
732.421875
754.8828125
773.4375
777.34375
778.3203125
759.765625
735.3515625
723.6328125
739.2578125
746.09375
728.515625
727.5390625
748.046875
735.3515625
708.0078125
692.3828125
699.21875
